Point_ID,Latitude,Longitude,N,P,K,OC,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDVI,NDRE,EVI,SAVI,Elevation_m,Slope_deg,Aspect_deg,Hillshade,Soil_Moisture_0_7cm,Soil_Temp_0_7cm_K,LST_K,Precipitation_Mean_m,Clay_Fraction_g_kg,Sand_Fraction_g_kg,Silt_Fraction_g_kg
Point_217,14.932702,79.604464,163.0,10.8,142.8,0.19,566.5,713.0,1002.5,1120.5,1706.0,2358.5,2695.5,2807.0,2984.5,2909.5,3088.5,2229.5,0.4294080203691916,0.2439618878794593,1.007828373371579,0.6440300407331976,76,3,314,186,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,291,415,294
Point_218,14.932353,79.603409,125.0,15.4,86.9,0.73,509.5,869.5,1201.0,1540.5,1791.5,2256.5,2573.5,2768.0,2846.0,2906.0,3213.0,2388.0,0.2849019380294766,0.2141682201995833,0.5588945043937531,0.4273033186354142,76,1,90,177,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,291,415,294
Point_219,14.932188,79.603613,163.0,10.8,142.8,0.19,553.0,888.5,1243.5,1668.5,1937.5,2478.5,2728.5,3038.0,3099.0,3116.5,3490.0,2554.0,0.2909805588016573,0.2211838006230529,0.5361127422196124,0.4364244741873805,76,0,0,180,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,296,409,295
Point_220,14.931588,79.604754,163.0,10.8,142.8,0.19,601.0,826.5,1165.5,1431.0,1865.0,2632.0,2937.5,3011.0,3277.5,3066.0,3175.0,2327.0,0.3556956325979288,0.2350287120590648,0.7315830902440155,0.5334833989870569,78,2,116,174,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,283,417,300
Point_221,14.931432,79.60243,125.0,15.4,86.9,0.73,501.5,730.0,991.0,1168.0,1712.0,2373.5,2665.0,2704.0,2968.0,2938.0,3175.5,2344.0,0.396694214876033,0.2246376811594203,0.9060877772534216,0.5949644932214332,76,2,244,186,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,296,409,295
Point_222,14.927464,79.605769,50.0,4.6,229.7,0.24,393.5,506.0,809.5,854.0,1562.5,2466.5,2773.0,2948.5,3054.5,2985.5,2963.5,2124.0,0.5508218277449046,0.3072489470183994,1.2238518172256632,0.8261241125427294,77,1,0,180,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,291,429,280
Point_223,14.927164,79.606016,50.0,4.6,229.7,0.24,393.5,637.0,936.5,1212.0,1492.5,2333.5,2606.0,2634.5,2869.0,2985.5,2867.5,1966.0,0.3698167164955154,0.2767143203295372,0.6932261208576997,0.554652976345204,81,2,0,180,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,287,428,285
Point_224,14.926679,79.605548,50.0,4.6,229.7,0.24,392.0,495.5,761.0,729.0,1380.0,2309.0,2609.5,2794.0,2823.0,2954.5,2561.5,1676.0,0.5861481691739995,0.3387637757546717,1.4951849974657885,0.8790974882928906,78,2,296,186,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,291,429,280
Point_225,14.926506,79.605437,50.0,4.6,229.7,0.24,392.0,478.5,725.0,776.5,1333.0,2307.0,2613.5,2690.0,2870.0,2954.5,2493.0,1701.5,0.5519976921967402,0.3373104648272433,1.2718511133266863,0.8278771271993077,79,3,314,186,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,291,429,280
Point_226,14.933554,79.595602,138.0,10.8,223.5,0.16,665.5,1003.0,1362.0,1872.0,2241.5,2588.0,2884.5,2983.0,3315.0,3120.5,4346.0,3587.5,0.2288362512873326,0.1419274571729352,0.4149548069022186,0.3432190299660179,80,4,226,189,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,307,400,293
Point_227,14.935438,79.590798,125.0,9.2,291.7,0.31,732.0,1308.0,1633.0,2019.0,2369.5,2654.5,2903.5,2993.0,3171.5,3223.5,3920.0,3334.0,0.1943335993615323,0.1162703962703962,0.4596073990184975,0.2914713216957606,78,2,90,174,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,306,416,278
Point_228,14.92869,79.589899,125.0,1.5,167.6,0.09,539.5,730.0,982.5,1290.0,1699.0,2716.5,3104.5,2893.0,3440.0,3244.5,2909.5,2091.0,0.3832177862777911,0.2600174216027874,0.776797829036635,0.57475797776981,81,1,90,177,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,301,410,289
Point_229,14.928682,79.589888,125.0,1.5,167.6,0.09,539.5,730.0,982.5,1290.0,1699.0,2716.5,3104.5,2893.0,3440.0,3244.5,2909.5,2091.0,0.3832177862777911,0.2600174216027874,0.776797829036635,0.57475797776981,81,1,90,177,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,301,410,289
Point_230,14.928646,79.58991,125.0,1.5,167.6,0.09,539.5,555.5,801.5,819.5,1496.5,2458.5,2774.5,2846.0,3151.5,3244.5,2582.5,1968.5,0.5528577274587368,0.3107656879677605,1.4081717740254327,0.8291734860883797,81,1,90,177,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,301,410,289
Point_231,14.928616,79.589933,125.0,1.5,167.6,0.09,539.5,557.5,815.5,822.5,1429.5,2381.5,2762.5,3001.5,3094.0,3244.5,2589.5,1774.0,0.5698221757322176,0.3547731888964116,1.450249584026622,0.8546215191528305,81,1,90,177,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,301,410,289
Point_232,14.928612,79.589793,125.0,1.5,167.6,0.09,539.5,823.5,1114.0,1140.5,1496.5,2458.5,2774.5,2904.0,3151.5,3244.5,2582.5,1968.5,0.4360242304363951,0.3198500170435178,1.2343389094981452,0.653955500618047,81,1,90,177,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,301,410,289
Point_233,14.928592,79.589593,125.0,1.5,167.6,0.09,539.5,672.5,927.5,1055.0,1595.5,2317.0,2651.0,2613.0,2962.5,3244.5,2685.0,2009.5,0.4247546346782988,0.2417726030652251,0.9986539324402282,0.637045113806733,81,2,270,186,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,301,410,289
Point_234,14.92852,79.589633,125.0,1.5,167.6,0.09,539.5,535.0,800.5,801.0,1595.5,2317.0,2651.0,2637.0,2962.5,3244.5,2685.0,2009.5,0.5340314136125655,0.2460720614294152,1.337607460294332,0.8009306383597499,81,2,270,186,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,301,410,289
Point_235,14.928486,79.589508,125.0,1.5,167.6,0.09,585.0,904.5,1213.0,1571.0,2123.5,2509.0,2764.5,2504.5,2941.0,2859.5,2972.0,2436.5,0.2290516501042817,0.0823249783923941,0.4533534068282259,0.3435353287536801,80,1,226,183,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,301,410,289
Point_236,14.928691,79.589447,125.0,1.5,167.6,0.09,585.0,1180.0,1570.5,1949.0,2149.5,2541.0,2763.0,2938.0,2948.5,2859.5,3185.0,2675.0,0.2023736443625946,0.154987714987715,0.4275462562683728,0.3035294117647059,81,2,270,186,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,301,410,289
Point_237,14.92863,79.589482,125.0,1.5,167.6,0.09,585.0,858.0,1133.5,1508.0,2123.5,2509.0,2764.5,2538.0,2941.0,2859.5,2972.0,2436.5,0.254572417202175,0.0889198755765311,0.499805900621118,0.3818114419869023,81,2,270,186,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,301,410,289
Point_238,14.928594,79.589593,125.0,1.5,167.6,0.09,539.5,672.5,927.5,1055.0,1595.5,2317.0,2651.0,2613.0,2962.5,3244.5,2685.0,2009.5,0.4247546346782988,0.2417726030652251,0.9986539324402282,0.637045113806733,81,2,270,186,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,301,410,289
Point_239,14.928679,79.589889,125.0,1.5,167.6,0.09,539.5,730.0,982.5,1290.0,1699.0,2716.5,3104.5,2893.0,3440.0,3244.5,2909.5,2091.0,0.3832177862777911,0.2600174216027874,0.776797829036635,0.57475797776981,81,1,90,177,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,301,410,289
Point_240,14.928647,79.589841,125.0,1.5,167.6,0.09,539.5,555.5,801.5,819.5,1496.5,2458.5,2774.5,2846.0,3151.5,3244.5,2582.5,1968.5,0.5528577274587368,0.3107656879677605,1.4081717740254327,0.8291734860883797,81,1,90,177,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,301,410,289
Point_241,14.927429,79.605745,50.0,4.6,229.7,0.24,393.5,506.0,809.5,854.0,1562.5,2466.5,2773.0,2948.5,3054.5,2985.5,2963.5,2124.0,0.5508218277449046,0.3072489470183994,1.2238518172256632,0.8261241125427294,78,3,341,183,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,291,429,280
Point_242,14.927193,79.606036,50.0,4.6,229.7,0.24,393.5,637.0,936.5,1212.0,1492.5,2333.5,2606.0,2634.5,2869.0,2985.5,2867.5,1966.0,0.3698167164955154,0.2767143203295372,0.6932261208576997,0.554652976345204,79,3,325,186,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,287,428,285
Point_243,14.926652,79.605528,50.0,4.6,229.7,0.24,392.0,507.5,809.5,821.0,1380.0,2309.0,2609.5,2509.5,2823.0,2954.5,2561.5,1676.0,0.5069809337937247,0.2903972232934824,1.1627987053233249,0.7603572500750525,78,2,296,186,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,291,429,280
Point_244,14.926529,79.605491,50.0,4.6,229.7,0.24,392.0,459.0,761.5,832.0,1333.0,2307.0,2613.5,2476.0,2870.0,2954.5,2493.0,1701.5,0.4969770253929867,0.3000787608296141,1.0207376133118091,0.7453528789481638,79,3,314,186,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,291,429,280
Point_245,14.915923,79.585342,176.0,2.3,155.2,0.31,413.5,628.5,946.0,1425.0,1881.5,2289.0,2556.5,2707.0,2869.0,2887.0,3581.0,2685.5,0.3102613746369796,0.1799062874577748,0.4897429040760973,0.4653357531760436,90,3,288,189,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,288,391,321
Point_246,14.917177,79.584242,201.0,10.0,186.2,0.29,412.0,564.0,823.0,922.5,1510.0,2621.5,3015.0,3116.0,3295.0,3137.0,2484.0,1499.0,0.5431472081218274,0.3471681798530047,1.2401062867480777,0.8146199554345135,86,1,90,177,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,285,390,325
Point_247,14.917047,79.584616,201.0,10.0,186.2,0.29,368.0,466.5,704.5,777.5,1248.0,2191.5,2499.5,2452.0,2757.5,2879.0,2312.5,1534.5,0.5185013159931878,0.3254054054054054,1.1566622919113076,0.7776315789473683,86,1,90,177,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,285,390,325
Point_248,14.917035,79.584919,201.0,10.0,186.2,0.29,351.5,470.5,787.5,931.5,1420.5,2186.0,2469.5,2523.0,2663.5,2862.5,2564.0,1837.5,0.4607034303082935,0.2795739825028528,0.8679173256257839,0.6909551374819103,85,1,180,180,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,285,390,325
Point_249,14.916998,79.584972,201.0,10.0,186.2,0.29,351.5,470.5,787.5,931.5,1420.5,2186.0,2469.5,2523.0,2663.5,2862.5,2564.0,1837.5,0.4607034303082935,0.2795739825028528,0.8679173256257839,0.6909551374819103,85,1,180,180,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,285,390,325
Point_250,14.916966,79.584925,201.0,10.0,186.2,0.29,351.5,482.5,781.0,1006.5,1420.5,2186.0,2469.5,2607.0,2663.5,2862.5,2564.0,1837.5,0.4429223744292237,0.2945996275605214,0.7957539899567444,0.6642916436081904,85,1,180,180,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,285,390,325
Point_251,14.916913,79.584955,201.0,10.0,186.2,0.29,351.5,482.5,781.0,1006.5,1420.5,2186.0,2469.5,2607.0,2663.5,2862.5,2564.0,1837.5,0.4429223744292237,0.2945996275605214,0.7957539899567444,0.6642916436081904,85,2,0,180,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,285,390,325
Point_252,14.91673,79.584584,201.0,10.0,186.2,0.29,368.0,547.0,825.5,922.0,1265.5,2250.0,2571.0,2673.0,2817.5,2879.0,2456.5,1613.0,0.4870653685674548,0.3573695569379205,1.0667722675764593,0.7304964539007092,86,1,0,180,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,285,390,325
Point_253,14.916707,79.584854,201.0,10.0,186.2,0.29,351.5,376.5,683.0,657.5,1326.0,2723.0,3109.0,3284.5,3302.0,2862.5,2435.5,1600.0,0.6664129883307965,0.4247912373929075,1.490327338741703,0.9994927076727964,86,1,46,177,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,285,390,325
Point_254,14.916769,79.585153,201.0,10.0,186.2,0.29,351.5,492.5,749.5,979.0,1390.5,2519.0,2817.5,2741.5,3049.0,2862.5,2484.5,1699.5,0.473726649643865,0.3269603097773475,0.8950789700878574,0.7104944907282988,86,3,314,186,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,285,390,325
Point_255,14.9168,79.584948,201.0,10.0,186.2,0.29,351.5,414.5,700.0,737.5,1326.0,2723.0,3109.0,3177.5,3302.0,2862.5,2435.5,1600.0,0.6232439335887612,0.4111246808038192,1.357138884253852,0.9347465202400714,85,2,0,180,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,285,390,325
Point_256,14.916802,79.585112,201.0,10.0,186.2,0.29,351.5,538.0,782.0,1151.0,1390.5,2519.0,2817.5,2556.0,3049.0,2862.5,2484.5,1699.5,0.3790126787159428,0.2953249714937286,0.6471075902726603,0.5684423465947404,85,2,0,180,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,285,390,325
Point_257,14.916777,79.584735,201.0,10.0,186.2,0.29,351.5,368.0,663.5,600.0,1346.5,2464.0,2774.0,3149.0,3019.0,2862.5,2492.0,1627.0,0.6799146439050413,0.4009565120676231,1.5971177944862156,1.019735964795306,86,1,46,177,0.2121756034984923,303.5206118801184,302.81195694103576,0.0008900190266058,285,390,325
Point_258,14.801453,80.00062,213.0,8.4,478.0,0.19,533.5,814.5,1233.0,1380.0,2014.5,3194.5,3645.5,3778.0,4182.5,4023.0,3066.0,1841.5,0.4649088794106242,0.3044454035390591,1.007520692407882,0.6972957255015994,8,1,46,177,0.1422053889224404,303.64248516685086,302.84418350353576,0.0009584558572739,322,335,343
Point_259,14.811309,79.99158,238.0,1.5,596.0,0.13,455.0,741.5,1174.0,1528.0,1835.5,2198.0,2297.5,2287.0,2337.5,2486.5,3210.0,2139.5,0.1989515072083879,0.1095209217707701,0.3218966029093685,0.298388153584065,18,2,116,174,0.1422053889224404,303.64248516685086,302.84418350353576,0.0009584558572739,329,336,335
Point_260,14.828319,79.994628,176.0,16.1,602.0,0.13,490.5,918.0,1248.0,1638.0,1786.0,2558.0,2873.0,2796.0,3161.0,3342.0,3314.0,2350.0,0.2611637347767253,0.2204277608031427,0.5043554006968641,0.391701431953997,10,4,46,171,0.1422053889224404,303.64248516685086,302.84418350353576,0.0009584558572739,306,347,347
Point_261,14.753878,79.679921,151.0,10.0,130.4,0.08,550.5,879.5,1244.0,1746.0,2104.5,2566.5,2881.0,2989.0,3233.5,3230.0,3586.0,2713.5,0.2625131995776135,0.1736526946107784,0.4523454274173005,0.3937282229965156,54,1,0,180,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,303,390,308
Point_262,14.75371,79.680201,151.0,10.0,130.4,0.08,432.5,647.5,1008.0,1193.0,1832.0,2439.5,2729.0,2781.0,3015.5,2865.5,3230.5,2294.0,0.3995973829894313,0.2057229568610449,0.7809195967543645,0.5993206692665745,54,1,0,180,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,303,390,308
Point_263,14.753333,79.680527,151.0,10.0,130.4,0.08,552.0,900.5,1284.0,1803.0,2149.5,2580.0,2875.5,3015.0,3215.0,3170.5,3788.5,2784.0,0.2515566625155666,0.1675864072030206,0.4279509904311288,0.3772958389540314,54,0,0,180,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,303,390,308
Point_264,14.753063,79.679548,151.0,10.0,130.4,0.08,268.0,358.5,590.0,388.0,966.0,2152.5,2430.0,2448.0,2673.5,2625.0,1739.0,967.0,0.7263751763046544,0.4340949033391915,2.466179815635101,1.0893707033315705,55,3,46,174,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,303,390,308
Point_265,14.75228,79.677464,163.0,11.5,99.3,0.06,358.5,444.0,733.0,861.0,1405.5,2206.5,2430.5,2472.0,2662.5,2534.0,2481.0,1782.0,0.4833483348334833,0.2750483558994197,0.934671617544674,0.7249137543122843,58,1,180,180,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,302,393,305
Point_266,14.752084,79.677682,163.0,11.5,99.3,0.06,404.0,526.0,830.0,951.0,1444.5,2221.0,2528.5,2600.0,2709.5,2657.5,2591.0,1795.5,0.4643762320473106,0.2856966250463592,0.9450939935809262,0.6964662818527383,57,1,270,183,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,302,393,305
Point_267,14.75386,79.677962,151.0,14.16,111.7,0.42,394.0,319.5,543.0,381.5,934.5,2046.0,2343.0,2434.0,2577.0,1984.5,1587.0,911.0,0.7290001775883502,0.4451536292118153,2.2043819138653205,1.0933061079545454,56,2,333,183,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,302,393,305
Point_268,14.753394,79.678195,151.0,14.16,111.7,0.42,290.0,395.5,629.0,552.5,1077.0,2074.0,2385.5,2260.0,2580.5,2696.0,1880.0,1113.0,0.6071111111111112,0.3545100389571471,1.6356930740492384,0.9105047991468184,56,1,0,180,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,302,393,305
Point_269,14.750755,79.720132,138.0,18.4,434.5,0.5,378.0,678.5,960.0,1152.0,1527.5,2333.0,2562.0,2665.0,2817.0,2867.0,2387.0,1713.0,0.3963845952318575,0.2713178294573643,0.8425683577434984,0.5944990176817289,57,1,134,177,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,322,385,293
Point_270,14.75463,79.727788,176.0,9.2,428.3,1.4,458.5,676.5,977.0,1246.5,1546.0,2074.0,2305.5,2311.5,2547.0,2597.5,2641.0,2005.5,0.2993254637436762,0.1984445884640311,0.564358009644428,0.448925108894197,58,2,296,186,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,315,373,313
Point_271,14.769188,79.718227,238.0,7.7,273.1,0.1,367.0,480.0,826.0,1244.0,1553.0,2401.0,2631.0,2615.0,2763.0,2659.0,2907.0,2367.0,0.3552733868877947,0.2547984644913628,0.5289351851851852,0.5328410415856977,52,5,259,195,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,305,365,330
Point_272,14.765781,79.701506,113.0,5.4,204.8,0.55,461.5,492.5,744.0,879.0,1394.0,1882.0,2071.0,1723.5,2288.5,3063.0,2518.5,1750.0,0.3244956772334293,0.1056936647955092,0.6388531658975717,0.4866500192086055,50,5,168,177,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,317,387,296
Point_273,14.765781,79.705291,113.0,6.9,322.8,0.46,388.0,530.5,844.5,915.0,1400.5,2513.0,3101.0,3262.0,3388.5,3451.5,2427.0,1521.0,0.5618865214268614,0.3992493297587131,1.2289888464156675,0.8427289048473967,52,1,46,177,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,312,398,291
Point_274,14.764844,79.708195,238.0,10.0,471.8,0.06,568.0,844.0,1193.0,1396.0,2045.0,2914.0,3317.0,3504.0,3762.0,3829.0,3412.0,2440.0,0.430204081632653,0.2629302577040908,0.949378490362097,0.645240281603918,51,4,270,192,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,299,383,318
Point_275,14.764163,79.705027,88.0,1.5,285.5,0.54,365.0,479.0,730.0,811.5,1151.0,1504.0,1686.5,1975.5,1776.5,2278.0,1850.0,1367.0,0.4176533907427341,0.2637134175595714,0.8945588687365509,0.6263677130044842,52,1,134,177,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,309,388,303
Point_276,14.764929,79.69781,176.0,3.1,211.0,0.55,530.5,742.0,1136.0,1452.0,2057.5,2734.0,3112.0,3218.0,3508.0,3474.5,3563.5,2509.0,0.3781584582441114,0.2199791488958392,0.6935281181275527,0.5671769617813938,52,3,134,174,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,319,387,295
Point_277,14.765014,79.696138,201.0,2.8,99.3,0.35,412.0,546.5,871.0,953.0,1365.0,2278.0,2541.0,2767.0,2899.5,2890.0,2422.0,1584.0,0.4876344086021505,0.3393030009680542,1.0336771326001482,0.731353312726784,53,3,199,183,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,327,380,293
Point_278,14.763822,79.700538,138.0,6.1,409.7,0.3,485.0,809.0,1288.0,1748.0,2208.0,2749.0,2994.0,3256.0,3493.0,3340.0,3897.0,2850.0,0.3013589128697042,0.191800878477306,0.4910452621295995,0.4519932061144969,52,2,270,186,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,310,384,306
Point_279,14.764503,79.704587,88.0,1.5,285.5,0.54,407.0,662.0,987.0,1314.0,1611.0,2351.0,2684.0,2688.0,3117.0,3258.0,3057.0,2161.0,0.3433283358320839,0.2505233775296581,0.6125178316690443,0.5149281698938164,51,3,226,186,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,312,398,291
Point_280,14.764929,79.708107,238.0,10.0,471.8,0.06,560.0,836.0,1182.0,1400.0,2045.0,2937.0,3410.0,3504.0,3848.0,3647.0,3509.0,2481.0,0.4290375203915171,0.2629302577040908,0.9334516415261755,0.643490671831991,51,4,270,192,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,299,383,318
Point_281,14.763992,79.710747,38.0,4.6,111.7,0.1,450.0,589.0,920.5,1008.0,1612.5,2581.0,2937.0,2883.5,3291.5,3166.0,2559.5,1682.5,0.4819478350250546,0.2826957295373665,1.0384828349944628,0.7228288797533402,54,1,270,183,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,304,387,309
Point_282,14.762118,79.711715,151.0,5.4,173.8,0.43,464.0,677.0,1039.0,1194.0,1682.5,2601.5,3050.0,3144.0,3330.5,3165.0,2493.5,1774.5,0.4495159059474412,0.3028074173831969,0.9318551084774922,0.6741961507433445,52,3,161,177,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,300,400,300
Point_283,14.761778,79.704763,151.0,6.1,285.5,0.19,447.0,579.5,870.5,1051.0,1845.0,2573.5,2882.5,2901.5,3207.5,3393.5,3183.5,2182.0,0.4681846932321316,0.2225850626777625,0.9514628001439662,0.7021882114849481,50,2,153,177,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,309,392,299
Point_284,14.759563,79.711715,125.0,0.8,446.9,0.54,518.0,696.0,1056.0,1394.0,1991.0,2833.0,3141.0,3204.0,3588.0,3611.0,3546.0,2561.0,0.3936494127881688,0.2334937439846005,0.7127106630965506,0.5904099162770469,52,3,314,186,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,312,382,307
Point_285,14.756678,79.710659,163.0,4.6,446.9,0.43,528.0,797.0,1066.0,1235.0,1814.0,2723.0,3077.0,3142.0,3410.0,3400.0,2978.0,2106.0,0.4356865432944939,0.2679580306698951,1.0419626270352966,0.653455168475157,50,2,296,186,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,312,382,307
Point_286,14.755656,79.712243,138.0,6.1,453.1,0.53,360.5,684.0,1014.0,1209.5,1689.0,2588.0,3034.5,3090.0,3325.5,3292.5,3006.5,1981.5,0.437376439120828,0.293157564344005,0.9009678037562284,0.6559883720930233,54,1,226,183,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,323,374,303
Point_287,14.754464,79.709867,163.0,6.1,105.5,1.21,577.5,828.0,1182.0,1625.0,2041.0,2855.0,3236.5,3321.0,3724.0,3258.5,3714.5,2785.5,0.3429033562474727,0.2387168966803431,0.6178956572427864,0.5143030425553421,53,2,27,177,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,319,375,306
Point_288,14.754038,79.727731,176.0,9.2,428.3,1.4,456.5,638.5,928.5,1077.0,1487.0,2005.5,2248.5,2250.0,2431.5,2503.0,2344.5,1786.5,0.3525698827772768,0.2041744715012041,0.7472765496591706,0.5287753568745304,63,5,322,189,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,302,374,324
Point_289,14.758297,79.700714,188.0,7.7,260.7,0.44,513.5,772.0,1142.0,1600.0,2033.0,2787.0,3278.0,3444.0,3698.0,3460.0,3495.0,2490.0,0.3655828707375099,0.2576227861968231,0.6354238456237078,0.5483199524234315,53,1,134,177,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,308,382,310
Point_290,14.78503,79.497429,88.0,45.31,86.9,0.27,428.5,522.5,729.0,885.5,1400.5,2150.0,2461.5,2523.0,2808.0,2626.5,2618.5,1598.0,0.4804166055449611,0.2860965974257678,1.0447904038792828,0.7205192138457026,94,1,180,180,0.2094393947668243,303.5029780739232,302.786193680345,0.0008552319701651,294,421,285
Point_291,14.786381,79.49633,100.0,16.9,248.3,0.39,467.0,486.0,743.0,831.0,1301.5,2107.0,2456.5,2690.0,2777.5,2768.5,2530.0,1511.5,0.5279750071002556,0.3478642114493298,1.15265376984127,0.7918500638932273,97,3,314,186,0.2094393947668243,303.5029780739232,302.786193680345,0.0008552319701651,296,423,281
Point_292,14.784847,79.495024,63.0,0.8,198.6,0.35,519.5,660.0,1035.5,1027.0,1557.0,2272.5,2526.5,2566.0,2719.0,2713.0,2426.0,1827.0,0.4283328694684108,0.2447247150133398,1.0181264884890182,0.6424099067761235,95,1,46,177,0.2094393947668243,303.5029780739232,302.786193680345,0.0008552319701651,298,426,275
Point_293,14.785344,79.492269,25.0,26.1,149.0,0.41,484.5,549.0,787.5,864.0,1328.0,2031.5,2320.0,2419.5,2612.0,2608.5,2510.5,1694.5,0.4737322978529009,0.2912608405603736,1.1152136507026098,0.7104902557856273,93,0,0,180,0.2094393947668243,303.5029780739232,302.786193680345,0.0008552319701651,299,426,275
Point_294,14.78661,79.492447,138.0,5.4,316.6,0.36,402.5,483.0,729.5,912.0,1369.0,2014.0,2273.0,2425.0,2640.0,2631.5,2390.0,1534.0,0.4534012586155229,0.2783342119135477,0.8846918489065607,0.6799999999999999,96,0,0,180,0.2094393947668243,303.5029780739232,302.786193680345,0.0008552319701651,299,426,275
Point_295,14.786552,79.491495,138.0,5.4,316.6,0.36,423.0,548.0,784.0,954.0,1349.0,2175.5,2477.0,2596.0,2771.5,2622.5,2384.5,1702.0,0.4625352112676056,0.3160963244613434,0.9748278318689148,0.6937051119560624,93,2,207,183,0.2094393947668243,303.5029780739232,302.786193680345,0.0008552319701651,306,414,280
Point_296,14.785632,79.4909,25.0,50.69,260.7,0.15,438.5,463.5,722.0,719.0,1216.5,1906.5,2209.5,2236.0,2474.0,2515.0,2315.0,1571.0,0.5133671742808799,0.2952932657494569,1.2334336124888203,0.7699204872272035,93,1,314,183,0.2094393947668243,303.5029780739232,302.786193680345,0.0008552319701651,306,414,280
