Point_ID,Latitude,Longitude,N,P,K,OC,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDVI,NDRE,EVI,SAVI,Elevation_m,Slope_deg,Aspect_deg,Hillshade,Soil_Moisture_0_7cm,Soil_Temp_0_7cm_K,LST_K,Precipitation_Mean_m,Clay_Fraction_g_kg,Sand_Fraction_g_kg,Silt_Fraction_g_kg
Point_28,15.165288,79.966784,163.0,8.8,35.1,0.48,648.0,932.0,1233.5,1510.0,1848.5,2150.5,2314.0,2284.0,2505.0,2686.0,2973.0,2636.0,0.2040063257775435,0.105384150030248,0.4443168771526981,0.3059691658980102,14,2,116,174,0.2528371308979235,303.5840241950855,302.63166979739543,0.0009258981358648,314,343,342
Point_29,15.164869,79.96711,163.0,8.8,35.1,0.48,648.0,448.5,665.0,645.5,1230.0,2150.5,2581.5,2629.5,2857.0,2686.0,2361.0,1657.0,0.6058015267175573,0.3626117372716673,1.5797436101600446,0.9085635780796824,12,3,134,174,0.2528371308979235,303.5840241950855,302.63166979739543,0.0009258981358648,314,343,342
Point_30,15.164408,79.967001,163.0,8.8,35.1,0.48,476.5,563.0,832.0,874.0,1410.5,2529.0,2983.0,3019.0,3286.0,3129.0,2460.5,1784.0,0.5509889545337786,0.3631335365165368,1.326858839539775,0.8263772954924875,11,1,134,177,0.2528371308979235,303.5840241950855,302.63166979739543,0.0009258981358648,314,343,342
Point_31,15.164869,79.966067,163.0,8.8,35.1,0.48,527.0,586.0,881.0,985.0,1318.5,2274.0,2765.0,2830.0,2959.0,2827.5,2455.0,1737.0,0.4836173001310616,0.3643485597203809,1.0613207547169812,0.7253308871707509,14,2,296,186,0.2528371308979235,303.5840241950855,302.63166979739543,0.0009258981358648,301,344,355
Point_32,15.165225,79.966067,163.0,8.8,35.1,0.48,527.0,597.0,894.5,1118.0,1429.0,2218.5,2511.5,2572.0,2758.0,2827.5,2620.0,1872.0,0.3940379403794038,0.2856785803549113,0.7567398771728948,0.5909768324075328,13,2,333,183,0.2528371308979235,303.5840241950855,302.63166979739543,0.0009258981358648,301,344,355
Point_33,15.126162,79.94613,201.0,12.3,49.2,0.29,328.5,410.5,691.0,577.5,1226.0,2120.0,2395.0,2229.5,2529.0,2350.5,2121.5,1221.5,0.5885286783042394,0.2904065981768196,1.5782936849144933,0.8826357969723954,28,2,270,186,0.2035550903855708,303.64872574387937,302.86290095145245,0.0009291160381526,291,356,353
Point_34,15.125683,79.945303,201.0,12.3,49.2,0.29,347.0,422.0,718.0,751.0,1371.5,2126.5,2355.5,2409.0,2480.5,2489.5,2539.5,1675.5,0.5246835443037975,0.274434598598069,1.1050386563583046,0.7869008068343616,32,4,64,168,0.2035550903855708,303.64872574387937,302.86290095145245,0.0009291160381526,291,356,353
Point_35,15.126508,79.944999,201.0,12.3,49.2,0.29,347.0,444.5,732.5,660.5,1246.5,2060.5,2273.5,2287.0,2462.0,2615.5,2267.0,1307.5,0.5518235793044953,0.2944672421112211,1.393864084325992,0.8275949796472184,30,6,52,165,0.2035550903855708,303.64872574387937,302.86290095145245,0.0009291160381526,291,356,353
Point_36,14.841834,79.587028,238.0,13.1,99.3,0.1,802.5,918.5,1179.0,1380.5,1468.5,1933.0,2158.5,2394.0,2292.5,2442.5,2453.5,2099.0,0.2685123857464565,0.2396116504854369,0.6686679422049219,0.4027152317880794,97,4,165,177,0.2045293774521141,303.51107326306794,302.799895537527,0.0008784304005915,296,421,283
Point_37,14.784418,79.723288,113.0,14.6,229.7,0.14,598.5,598.0,922.0,1109.0,1583.0,2363.5,2619.5,2682.0,2877.5,2824.0,2649.5,1984.5,0.4149300975995779,0.2576787807737397,0.8104905193734542,0.6223130687063168,64,3,314,186,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,316,391,293
Point_38,15.142971,79.984281,100.0,14.7,42.1,0.62,603.0,749.0,1082.0,1295.0,1725.5,2728.5,3128.0,3226.5,3466.5,3367.5,2671.0,1815.5,0.4271812451620038,0.3031098546042003,0.8975371747211897,0.6407010172490049,11,4,64,168,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,300,376,324
Point_39,15.142955,79.984075,100.0,14.7,42.1,0.62,603.0,905.5,1313.0,1689.5,2055.0,2813.5,3295.5,3410.5,3631.0,3367.5,3030.0,1910.0,0.3374509803921569,0.2480102460891043,0.6367235191830996,0.5061268503087932,13,5,54,168,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,300,376,324
Point_40,15.143154,79.983554,100.0,14.7,42.1,0.62,637.5,725.0,1068.0,1252.5,1872.5,2716.5,3025.5,3112.5,3329.5,3371.5,2744.0,1723.5,0.4261168384879725,0.2487462387161484,0.8957811596994798,0.6391020501660749,14,2,270,186,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,300,376,324
Point_41,15.142536,79.983814,100.0,14.7,42.1,0.62,592.5,818.5,1214.0,1361.0,1931.0,2743.0,3206.5,3328.0,3595.5,3467.5,2918.0,1900.0,0.4194924290893581,0.2656398554858338,0.9180863477246208,0.6291715534705192,16,2,244,186,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,300,376,324
Point_42,15.142672,79.98351,100.0,14.7,42.1,0.62,592.5,804.5,1182.0,1349.0,1930.5,2748.0,3144.0,3242.0,3448.0,3467.5,2802.0,1856.0,0.4123284687431932,0.2535524407926534,0.892377315796917,0.6184253511924208,13,6,261,198,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,300,376,324
Point_43,15.142148,79.983532,100.0,14.7,42.1,0.62,592.5,750.5,1122.0,1290.0,1952.0,2800.5,3205.0,3298.0,3542.0,3467.5,2995.5,1947.0,0.4376634699215344,0.2563809523809524,0.9278683979483388,0.6564236678653155,13,3,314,186,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,300,376,324
Point_44,15.136464,79.986865,113.0,68.7,49.2,0.2,468.0,607.5,875.0,1107.5,1538.5,1933.5,2104.5,1996.0,2215.0,2217.5,2952.5,1992.0,0.2862896729498952,0.1294383929834488,0.5436578351587835,0.4293653350515464,19,3,46,174,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,292,376,332
Point_45,15.138871,79.981815,226.0,12.3,49.2,0.38,588.5,723.0,1121.0,1387.0,1917.0,2978.5,3314.0,3398.0,3670.5,3657.0,2646.0,1647.5,0.4202716823406479,0.2786453433678269,0.7982059220449312,0.6303416570891234,13,3,325,186,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,299,363,338
Point_46,15.138692,79.981935,226.0,12.3,49.2,0.38,609.0,783.0,1190.0,1462.5,1932.5,2991.5,3284.0,3367.5,3680.5,3662.0,2484.5,1509.0,0.3944099378881988,0.270754716981132,0.7594482538670068,0.5915536693924025,15,3,288,189,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,299,363,338
Point_47,15.13844,79.982098,226.0,12.3,49.2,0.38,609.0,817.0,1214.0,1394.0,1864.5,2788.5,3430.5,3526.0,3771.5,3662.0,2547.0,1828.0,0.4333333333333333,0.3082274371579631,0.92478528671814,0.6499339498018494,18,3,252,189,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,299,363,338
Point_48,15.138335,79.981962,226.0,12.3,49.2,0.38,609.0,773.0,1140.0,1294.0,1864.5,2788.5,3430.5,3536.5,3771.5,3662.0,2547.0,1828.0,0.4642376565572922,0.3095723014256619,1.018577398255814,0.6962844131649761,15,5,259,195,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,299,363,338
Point_49,15.138262,79.981745,226.0,12.3,49.2,0.38,507.5,849.5,1258.0,1541.0,2000.5,2912.0,3404.0,3670.0,3751.0,3327.5,3074.0,1912.0,0.4085588178852427,0.2944184816153778,0.8131230187526257,0.6127794301064953,13,0,0,180,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,299,363,338
Point_50,15.138592,79.981631,226.0,12.3,49.2,0.38,649.0,716.0,1172.0,1392.0,1921.0,2985.0,3323.5,3380.0,3684.5,3741.5,2742.0,1811.0,0.4165968147527242,0.2752310884738728,0.781078107810781,0.6248297537977998,14,1,270,183,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,299,363,338
Point_51,15.138466,79.981652,226.0,12.3,49.2,0.38,649.0,799.0,1215.0,1440.0,2074.5,3040.5,3501.5,3530.0,3858.5,3741.5,2933.0,1855.5,0.4205231388329979,0.2597020251583549,0.8456745164683985,0.6307212554069007,14,1,270,183,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,299,363,338
Point_52,15.131673,79.970685,50.0,5.9,28.1,0.17,472.5,667.5,1047.5,1183.0,1658.0,2378.5,2777.0,2938.0,3089.5,2712.0,2871.0,1911.5,0.4258675078864353,0.278503046127067,0.8721363613775281,0.6387237656193133,21,5,0,180,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,286,358,356
Point_53,15.132273,79.968947,138.0,59.3,49.2,0.18,460.0,615.5,937.0,1202.0,1643.0,2125.5,2310.0,2301.0,2365.5,1529.5,2724.5,1898.5,0.3137310876391664,0.1668356997971602,0.560971874840488,0.4705294705294705,18,3,134,174,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,283,362,355
Point_54,15.133465,79.965561,163.0,11.2,42.1,0.42,460.0,595.0,820.0,727.5,1332.5,2536.5,3043.0,3166.0,3433.5,3417.5,1957.5,1074.0,0.6263002439964043,0.4075803045459598,1.986072650268773,0.9393297380585516,20,4,165,177,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,278,359,364
Point_55,15.133336,79.965691,163.0,11.2,42.1,0.42,508.0,608.5,902.5,907.5,1604.5,2353.0,2673.5,2783.0,2910.0,2201.0,2666.5,1708.5,0.5081967213114754,0.2686039886039886,1.279244253461565,0.7621918179355189,18,4,165,177,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,278,359,364
Point_56,15.133865,79.963692,351.0,37.59,35.1,0.11,471.5,498.5,782.0,740.0,1299.5,2299.0,2640.5,2931.0,2825.5,2253.0,2164.5,1305.0,0.5968400980659221,0.3856518142063586,1.5076033853987478,0.8951382268827455,17,3,325,186,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,267,366,367
Point_57,15.133817,79.963469,351.0,37.59,35.1,0.11,471.5,485.0,703.5,682.0,1259.0,2127.5,2428.0,2260.5,2608.0,2253.0,2112.5,1297.5,0.5364485981308411,0.2845574655490837,1.4529639175257734,0.8045361875637105,16,3,341,183,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,267,366,367
Point_58,15.134074,79.963295,351.0,37.59,35.1,0.11,459.0,573.5,872.5,809.0,1355.5,2411.5,2833.0,2899.0,3001.5,3294.0,1916.0,1067.0,0.5636461704422869,0.3627923375249736,1.5132865107522988,0.8453552649319132,14,3,19,177,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,267,366,367
Point_59,15.133833,79.963482,351.0,37.59,35.1,0.11,471.5,385.5,641.0,559.0,1259.0,2127.5,2428.0,2255.0,2608.0,2253.0,2112.5,1297.5,0.6027007818052594,0.2834376778599886,1.5595402298850574,0.9038905667081188,16,3,341,183,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,267,366,367
Point_60,15.13494,79.960072,88.0,76.9,35.1,0.26,644.0,833.0,1194.5,1680.0,2132.0,2475.0,2599.5,2384.5,2672.0,2691.0,3182.5,2693.5,0.1733300528970353,0.0559061219971216,0.2832502412351239,0.2599630996309963,21,2,207,183,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,279,369,352
Point_61,15.135242,79.959189,88.0,76.9,35.1,0.26,792.0,763.5,986.0,1179.0,1786.5,2042.0,2277.5,2046.0,2506.5,2540.5,3280.0,2876.5,0.2688372093023256,0.0677103718199608,0.6384858973414832,0.4031933033638195,22,1,46,177,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,274,364,362
Point_62,15.136468,79.959312,276.0,40.53,56.2,0.27,554.5,637.5,950.0,1052.0,1458.0,2662.5,3046.5,3142.0,3353.0,2975.0,2762.0,1760.5,0.4983309489747258,0.3660869565217391,1.117945974859588,0.7474073191083561,19,1,270,183,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,274,364,362
Point_63,15.135141,79.956606,201.0,10.0,42.1,0.8,558.0,622.5,951.5,888.5,1573.0,2728.0,3181.0,3290.0,3561.5,3582.0,2291.5,1366.5,0.5747277731243269,0.3530742340119268,1.5186871561373552,0.8619885139985641,23,5,12,177,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,283,360,357
Point_64,15.136814,79.956172,314.0,1.8,35.1,0.68,493.5,639.0,964.5,854.5,1557.0,2881.0,3404.0,3527.0,3863.5,3797.0,2111.5,1158.0,0.6099509300467876,0.3874901652242329,1.7297734627831716,0.9148219990871748,14,2,333,183,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,289,354,357
Point_65,15.138285,79.956563,351.0,22.3,56.2,0.32,456.0,616.5,962.5,980.0,1489.0,2582.5,3062.5,3375.0,3473.0,3199.5,2276.5,1307.5,0.5499425947187141,0.3877467105263157,1.2925684062820444,0.8248191941223741,13,1,180,180,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,287,354,359
Point_66,15.139812,79.955867,50.0,13.5,42.1,0.17,504.5,662.0,906.5,807.5,1640.0,2938.0,3383.5,3445.5,3840.0,3784.5,2232.5,1165.5,0.6202680460851164,0.3550290040310687,1.9825642567262889,0.9302927001293052,13,1,90,177,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,280,362,358
Point_67,15.139333,79.953684,289.0,36.42,49.2,0.19,481.5,538.0,874.0,753.0,1473.0,2769.5,3359.0,3474.0,3776.0,3753.0,2238.0,1245.0,0.6437189496096523,0.4044875682231655,1.7186710459828198,0.9654642223536368,14,2,333,183,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,280,363,357
Point_68,15.13861,79.953608,125.0,31.72,49.2,0.11,475.5,620.5,943.5,928.0,1477.5,2756.5,3146.5,3357.5,3572.0,3617.5,2274.0,1320.0,0.5669116789172792,0.3888314374353671,1.421508396231935,0.850268315445637,15,4,226,189,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,288,357,355
Point_69,15.137708,79.953227,188.0,11.2,49.2,0.28,501.5,576.0,878.0,819.0,1473.0,2697.0,3185.0,3208.0,3499.0,3640.0,2122.5,1192.5,0.593245592252297,0.3706472975859859,1.5704706810412832,0.88975791433892,16,1,0,180,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,288,357,355
Point_70,15.137242,79.955061,314.0,1.8,35.1,0.68,490.0,711.0,1030.0,1037.5,1633.0,2636.0,3124.0,3372.0,3520.0,3649.0,2282.5,1253.0,0.5294251048871754,0.3474525474525474,1.368245223303247,0.7940476190476191,16,2,270,186,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,291,357,352
Point_71,15.136816,79.956164,314.0,1.8,35.1,0.68,493.5,644.5,978.0,886.0,1557.0,2881.0,3404.0,3592.0,3863.5,3797.0,2111.5,1158.0,0.6042876284055382,0.3952223732763643,1.660020857616097,0.9063302445015072,14,2,333,183,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,289,354,357
Point_72,15.136284,79.954827,314.0,1.8,35.1,0.68,497.5,636.0,1007.0,1072.0,1596.5,2293.0,2725.0,2428.5,2926.5,2993.0,2197.5,1368.0,0.387516069132981,0.2067080745341614,0.8288524990834657,0.581191088260497,16,3,108,171,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,291,357,352
Point_73,15.130206,79.95269,263.0,135.0,42.1,0.23,305.0,473.0,693.5,755.0,1103.5,2062.0,2337.0,2075.0,2516.0,2473.5,1985.5,1233.0,0.4664310954063604,0.3056473179172566,1.0789602746444336,0.6995230524642289,28,5,142,171,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,285,359,356
Point_74,15.129115,79.95032,314.0,5.9,49.2,0.18,322.5,457.5,732.0,686.0,1195.5,2098.5,2330.5,2431.5,2505.0,2651.0,2160.5,1323.0,0.5599037690457097,0.3407775020678246,1.3998716817707917,0.8397209749839641,26,2,333,183,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,285,358,357
Point_75,15.121267,79.944503,289.0,3.5,28.1,0.69,348.0,387.5,742.5,919.0,1609.5,2210.0,2466.5,2505.5,2553.0,2541.0,2830.5,2031.5,0.463279310848299,0.2177399756986634,0.7755291587231754,0.6948175182481752,29,1,90,177,0.2035550903855708,303.64872574387937,302.86290095145245,0.0009291160381526,321,368,312
Point_76,14.78426,79.723388,113.0,14.6,229.7,0.14,598.5,693.5,954.0,1153.0,1611.5,2208.0,2546.5,2553.5,2833.0,2824.0,3009.0,2343.5,0.3778497234587886,0.2261704681872749,0.8197249048873281,0.5666981386565957,65,0,0,180,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,321,397,282
Point_77,15.13483,79.960088,88.0,76.9,35.1,0.26,644.0,777.5,1093.0,1291.0,2132.0,2475.0,2599.5,2320.5,2672.0,2691.0,3182.5,2693.5,0.2850616087498269,0.0423357664233576,0.6075538506934198,0.427533222591362,21,2,207,183,0.305731455485026,303.56559800265126,302.81065057453355,0.0009479410303598,279,369,352
Point_78,14.851277,79.953842,113.0,14.6,434.0,0.14,453.0,575.0,995.0,1032.5,1623.5,2048.0,2192.0,2200.5,2335.0,2320.5,2036.0,1313.0,0.3612743581812558,0.1508891213389121,0.7149853085210578,0.5418277408381011,12,1,90,177,0.1290070048549719,303.56478848373683,302.80227697941297,0.0009670321786282,308,311,380
Point_79,14.884256,79.957311,226.0,3.8,515.0,0.4,495.0,686.0,1057.0,1305.5,1798.5,2387.5,2732.5,2820.0,3033.0,2996.5,3098.5,2219.5,0.3671070173312326,0.2211757063981812,0.6872844436376837,0.5505937954435289,12,3,90,171,0.1290070048549719,303.56478848373683,302.80227697941297,0.0009670321786282,314,329,357
Point_80,14.957625,79.511017,113.0,0.8,180.0,0.32,338.5,503.5,830.0,736.0,1405.0,2456.5,2965.0,3102.5,3332.0,3149.0,1858.5,1083.0,0.6165168685684512,0.3765945646145313,1.5805115875242102,0.9246548580359468,86,2,0,180,0.2089262175978276,303.378106568989,302.6901607513428,0.0008641661358798,294,430,276
