Village,Latitude,Longitude,Feature_ID,N,P,K,OC,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDVI,NDRE,EVI,SAVI,SWIR_Ratio,Elevation_m,Slope_deg,Aspect_deg,Hillshade,Soil_Moisture_0_7cm,Soil_Temp_0_7cm_K,LST_K,Precipitation_Mean_m,Clay_Fraction_g_kg,Silt_Fraction_g_kg,Sand_Fraction_g_kg
Devaravemur,14.302,79.758,28_515_shc_2025-26.7074,176.0,7.7,279.3,0.25,0.0516000017523765,0.0613499991595745,0.0926000028848648,0.0794999971985817,0.1373499929904937,0.2836999893188476,0.3244999945163727,0.3439500033855438,0.3495999872684479,0.3055399954319,0.2383500039577484,0.1586499959230423,0.6245129704475403,0.4292541146278381,0.4858266264408586,0.4295576468996996,0.6929786205291748,32,1,314,183,0.2658455162717585,303.5789058082982,302.8281644520007,0.0009145677052484,320,326,353
Devaravemur,14.302,79.758,28_515_shc_2025-26.7063,50.0,3.8,142.8,0.18,0.0516000017523765,0.0613499991595745,0.0926000028848648,0.0794999971985817,0.1373499929904937,0.2836999893188476,0.3244999945163727,0.3439500033855438,0.3495999872684479,0.3055399954319,0.2383500039577484,0.1586499959230423,0.6245129704475403,0.4292541146278381,0.4858266264408586,0.4295576468996996,0.6929786205291748,32,1,314,183,0.2658455162717585,303.5789058082982,302.8281644520007,0.0009145677052484,320,326,353
Mollur,14.302,80.078,28_515_shc_2025-26.6031,188.0,4.7,84.3,0.16,0.0832500010728836,0.0983999967575073,0.1267250031232834,0.1243999972939491,0.1994999945163726,0.2755799889564514,0.3502666652202606,0.3558624982833862,0.3722666800022125,0.3560500144958496,0.2779749929904938,0.168500006198883,0.4819499850273132,0.2815503478050232,0.4241531595081802,0.3541844690076329,0.781130313873291,9,1,180,180,0.107494688870614,303.55635492425216,302.62925837332745,0.0009839414193651,327,344,329
Survepalle Bit - V,14.308,80.028,28_515_shc_2025-26.11488,188.0,10.6,119.4,0.3,0.0785999968647956,0.0988999977707862,0.1392000019550323,0.1659999936819076,0.2129999995231628,0.2887000143527984,0.325899988412857,0.3524999916553497,0.3626999855041504,0.3799000084400177,0.3368000090122223,0.2389000058174133,0.3596914112567901,0.2466843426227569,0.2901820466804862,0.274668631308354,0.9554610252380372,7,1,270,183,0.2152342879981325,303.2441376133969,302.1511924810577,0.0009509601238711,335,347,318
Valluru,14.308,80.062,28_515_shc_2025-26.10649,125.0,11.7,91.3,0.52,0.0706499963998794,0.0710000023245811,0.1004500016570091,0.099600002169609,0.1555500030517578,0.2435500025749206,0.2782999873161316,0.2671999931335449,0.3040499985218048,0.2820999920368194,0.2648999989032745,0.190650001168251,0.4569247364997864,0.2641040682792663,0.3144937183504633,0.2900322886572921,0.9913922548294068,10,3,226,186,0.107494688870614,303.55635492425216,302.62925837332745,0.0009839414193651,315,344,341
Mollur,14.308,80.062,28_515_shc_2025-26.7443,63.0,22.3,70.2,0.34,0.0706499963998794,0.0710000023245811,0.1004500016570091,0.099600002169609,0.1555500030517578,0.2435500025749206,0.2782999873161316,0.2671999931335449,0.3040499985218048,0.2820999920368194,0.2648999989032745,0.190650001168251,0.4569247364997864,0.2641040682792663,0.3144937183504633,0.2900322886572921,0.9913922548294068,10,3,226,186,0.107494688870614,303.55635492425216,302.62925837332745,0.0009839414193651,315,344,341
Mollur,14.308,80.078,28_515_shc_2025-26.8811,188.0,5.3,35.1,0.22,0.0409888885915279,0.0513882339000701,0.0719555541872978,0.0566333346068859,0.107412502169609,0.2128333300352096,0.2437749952077865,0.2516500055789947,0.2736000120639801,0.2679333388805389,0.1551499962806701,0.0852333307266235,0.6325890421867371,0.4017058312892914,0.4042505897339754,0.3619089889826151,0.6165308952331543,8,2,90,174,0.107494688870614,303.55635492425216,302.62925837332745,0.0009839414193651,321,344,335
Mollur,14.308,80.078,28_515_shc_2025-26.8810,201.0,11.2,56.2,0.4,0.0409888885915279,0.0513882339000701,0.0719555541872978,0.0566333346068859,0.107412502169609,0.2128333300352096,0.2437749952077865,0.2516500055789947,0.2736000120639801,0.2679333388805389,0.1551499962806701,0.0852333307266235,0.6325890421867371,0.4017058312892914,0.4042505897339754,0.3619089889826151,0.6165308952331543,8,2,90,174,0.107494688870614,303.55635492425216,302.62925837332745,0.0009839414193651,321,344,335
Muthukur,14.308,80.098,28_515_shc_2025-26.5650,151.0,12.9,49.2,0.49,0.087666667997837,0.0922000035643577,0.1279750019311905,0.1379500031471252,0.2118666619062423,0.3303000032901764,0.3632999956607818,0.3582000136375427,0.3948000073432922,0.3646749854087829,0.3251999914646148,0.2409999966621399,0.4439181685447693,0.2566951513290405,0.3684589293987866,0.3316518698679513,0.9078726172447203,7,1,180,180,0.107494688870614,303.55635492425216,302.62925837332745,0.0009839414193651,332,337,331
Survepalle Bit - V,14.309221,80.017049,28_515_shc_2025-26.136,263.0,46.4,84.3,0.1,0.0512499995529651,0.0599000006914138,0.0930000022053718,0.0869999974966049,0.1523499935865402,0.2638500034809112,0.3171499967575073,0.3314999938011169,0.3533500134944916,0.3373500108718872,0.1518000066280365,0.0772999972105026,0.5842294096946716,0.3702593743801117,0.4352857413245064,0.3992923221900064,0.4579185843467712,6,1,90,177,0.2152342879981325,303.2441376133969,302.1511924810577,0.0009509601238711,316,345,340
Survepalle Bit - V,14.311743,80.022889,28_515_shc_2025-26.144,489.0,4.1,49.2,0.27,0.0682500004768371,0.0802500024437904,0.1142999976873397,0.1320499926805496,0.190650001168251,0.3006500005722046,0.3581500053405761,0.3668000102043152,0.3987999856472015,0.3992500007152557,0.2779499888420105,0.165800005197525,0.470582365989685,0.3159924745559692,0.3768723616832242,0.3525304352692052,0.7577698230743408,8,1,0,180,0.2152342879981325,303.2441376133969,302.1511924810577,0.0009509601238711,339,332,330
Survepalle Bit - V,14.311743,80.022889,28_515_shc_2025-26.237,88.0,8.2,42.1,0.63,0.0682500004768371,0.0802500024437904,0.1142999976873397,0.1320499926805496,0.190650001168251,0.3006500005722046,0.3581500053405761,0.3668000102043152,0.3987999856472015,0.3992500007152557,0.2779499888420105,0.165800005197525,0.470582365989685,0.3159924745559692,0.3768723616832242,0.3525304352692052,0.7577698230743408,8,1,0,180,0.2152342879981325,303.2441376133969,302.1511924810577,0.0009509601238711,339,332,330
Mollur,14.312,80.082,28_515_shc_2025-26.10632,351.0,4.1,105.3,0.42,0.0590800009667873,0.0848999992012977,0.1205333322286605,0.1040500029921531,0.184125006198883,0.2642500102519989,0.3169000148773193,0.3474666774272918,0.3511399924755096,0.3312999904155731,0.244499996304512,0.1490499973297119,0.53910893201828,0.3072690367698669,0.4558307663590582,0.3837294912074002,0.7036646008491516,8,1,270,183,0.107494688870614,303.55635492425216,302.62925837332745,0.0009839414193651,327,342,331
Survepalle Bit - V,14.314718,80.031627,28_515_shc_2025-26.159,213.0,20.6,70.2,0.97,0.0734999999403953,0.0852999985218048,0.1099999994039535,0.1067999973893165,0.1709000021219253,0.275299996137619,0.3283999860286712,0.3504000008106231,0.3671999871730804,0.3375999927520752,0.2377000004053115,0.1456000059843063,0.5328084230422974,0.3443314731121063,0.450627111806419,0.3817384097566987,0.678367555141449,6,1,180,180,0.2152342879981325,303.2441376133969,302.1511924810577,0.0009509601238711,324,346,330
Survepalle Bit - V,14.314856,80.018874,28_515_shc_2025-26.153,401.0,10.6,70.2,0.08,0.065200001001358,0.089599996805191,0.1190000027418136,0.1194000020623207,0.2173999994993209,0.3127000033855438,0.3587000072002411,0.3713000118732452,0.4056999981403351,0.3641000092029571,0.3368000090122223,0.2188999950885772,0.5133482813835144,0.2614234983921051,0.4448329470104537,0.3813970015154978,0.9070832133293152,9,0,0,180,0.2152342879981325,303.2441376133969,302.1511924810577,0.0009509601238711,322,339,339
Survepalle Bit - V,14.316188,80.021977,28_515_shc_2025-26.9710,100.0,21.7,42.1,0.87,0.0685999989509582,0.0803000032901763,0.1289999932050705,0.1376000046730041,0.2236000001430511,0.3140000104904175,0.3637999892234802,0.3727999925613403,0.4101000130176544,0.3876999914646148,0.2745999991893768,0.1755000054836273,0.4608150124549866,0.2501676678657532,0.3683864118176463,0.349168629056002,0.7365880012512207,7,1,0,180,0.2152342879981325,303.2441376133969,302.1511924810577,0.0009509601238711,340,328,333
Mamidipudi,14.318,80.098,28_515_shc_2025-26.326,75.0,24.1,105.3,0.35,0.0754500031471252,0.0743187516927719,0.1106199994683265,0.1185333356261253,0.1639750003814697,0.2335249930620193,0.2624000012874603,0.2851499915122986,0.2887249886989593,0.3224666714668274,0.2831000089645386,0.2038999944925308,0.4127409756183624,0.2698023915290832,0.2894742194269956,0.2765625704533741,0.992810845375061,11,3,46,174,0.107494688870614,303.55635492425216,302.62925837332745,0.0009839414193651,317,358,325
Mamidipudi,14.318,80.098,28_515_shc_2025-26.5675,75.0,8.2,217.7,0.68,0.0754500031471252,0.0743187516927719,0.1106199994683265,0.1185333356261253,0.1639750003814697,0.2335249930620193,0.2624000012874603,0.2851499915122986,0.2887249886989593,0.3224666714668274,0.2831000089645386,0.2038999944925308,0.4127409756183624,0.2698023915290832,0.2894742194269956,0.2765625704533741,0.992810845375061,11,3,46,174,0.107494688870614,303.55635492425216,302.62925837332745,0.0009839414193651,317,358,325
Degapudi,14.322,79.718,28_515_shc_2023-24.5463,276.0,23.8,341.4,0.16,0.0553000010550022,0.0785999968647956,0.1115000024437904,0.1101666688919067,0.1805000007152557,0.2725499868392944,0.3195500075817108,0.3294000029563904,0.3508666753768921,0.3229750096797943,0.2843500077724457,0.1859000027179718,0.4987487494945526,0.2920180559158325,0.3912365761877648,0.3500017731044229,0.8632361888885498,33,0,0,180,0.231649499190481,303.68225010654385,302.9440113201476,0.0008498368092997,343,259,398
Mamidipudi,14.322,80.082,28_515_shc_2025-26.2537,13.0,9.4,196.6,0.29,0.0645999982953071,0.0808571428060531,0.1142999976873397,0.123999997973442,0.1643500030040741,0.256933331489563,0.3152999877929687,0.3350000083446502,0.3443666696548462,0.3422000110149383,0.2319999933242797,0.1367000043392181,0.4596950113773346,0.3417442739009857,0.3582169373400034,0.3300312966336226,0.692537248134613,6,6,52,165,0.107494688870614,303.55635492425216,302.62925837332745,0.0009839414193651,320,374,306
Survepalle Bit-I,14.325,79.955,28_515_shc_2023-24.7533,50.0,119.0,74.5,0.14,0.0636000037193298,0.0600499995052814,0.089599996805191,0.1063999980688095,0.1815000027418136,0.2412000000476837,0.2696000039577484,0.2134000062942505,0.2813499867916107,0.2990500032901764,0.327349990606308,0.2288500070571899,0.3345841467380523,0.080779954791069,0.1908771577970039,0.1957794724127395,1.5339736938476562,17,1,270,183,0.2152342879981325,303.2441376133969,302.1511924810577,0.0009509601238711,354,335,312
Valluru,14.328,80.058,28_515_shc_2025-26.10646,13.0,16.4,77.3,0.71,0.0649999976158142,0.0786999985575676,0.1136000007390976,0.0904000028967857,0.1708000004291534,0.2587999999523163,0.3131000101566314,0.3257000148296356,0.3492000102996826,0.3535000085830688,0.244499996304512,0.1489000022411346,0.5654890537261963,0.3119839131832123,0.4603435536441596,0.3852745454314331,0.750690758228302,10,2,244,186,0.107494688870614,303.55635492425216,302.62925837332745,0.0009839414193651,331,348,321
Valluru,14.328,80.058,28_515_shc_2025-26.10650,125.0,15.9,231.8,0.42,0.0649999976158142,0.0786999985575676,0.1136000007390976,0.0904000028967857,0.1708000004291534,0.2587999999523163,0.3131000101566314,0.3257000148296356,0.3492000102996826,0.3535000085830688,0.244499996304512,0.1489000022411346,0.5654890537261963,0.3119839131832123,0.4603435536441596,0.3852745454314331,0.750690758228302,10,2,244,186,0.107494688870614,303.55635492425216,302.62925837332745,0.0009839414193651,331,348,321
Mamidipudi,14.328,80.078,28_515_shc_2025-26.11408,50.0,2.3,280.9,0.48,0.0793000012636184,0.1152833327651023,0.1509499996900558,0.1715900003910064,0.189383327960968,0.2776499986648559,0.3142833411693573,0.3365333378314972,0.3472999930381775,0.3130750060081482,0.3213666677474975,0.2346999943256378,0.3246127963066101,0.2797971963882446,0.2746403798228746,0.2454213654025425,0.9549326300621032,9,2,27,177,0.107494688870614,303.55635492425216,302.62925837332745,0.0009839414193651,328,353,319
Mamidipudi,14.328,80.082,28_515_shc_2025-26.10607,226.0,1.2,147.5,0.4,0.0632999986410141,0.0687500014901161,0.0958999991416931,0.0878999978303909,0.1542000025510788,0.2682571411132812,0.3024600148200989,0.3076499998569488,0.3331666588783264,0.3497999906539917,0.2749249935150146,0.1806000024080276,0.5555555820465088,0.332250714302063,0.4163745686185469,0.3680699055229273,0.8936290740966797,6,2,64,174,0.107494688870614,303.55635492425216,302.62925837332745,0.0009839414193651,324,378,298
Valluru,14.332,80.058,28_515_shc_2025-26.10652,88.0,4.1,119.4,0.71,0.062899999320507,0.0763999968767166,0.1054999977350235,0.0920000001788139,0.165800005197525,0.2603999972343445,0.3073999881744385,0.3181000053882599,0.3425000011920929,0.3411999940872192,0.193900004029274,0.1118000000715255,0.5513289570808411,0.3147344291210174,0.4357798165137615,0.3726513633002871,0.6095567345619202,7,6,180,180,0.107494688870614,303.55635492425216,302.62925837332745,0.0009839414193651,342,344,314
Valluru,14.332,80.058,28_515_shc_2025-26.10638,226.0,15.9,161.5,0.65,0.062899999320507,0.0763999968767166,0.1054999977350235,0.0920000001788139,0.165800005197525,0.2603999972343445,0.3073999881744385,0.3181000053882599,0.3425000011920929,0.3411999940872192,0.193900004029274,0.1118000000715255,0.5513289570808411,0.3147344291210174,0.4357798165137615,0.3726513633002871,0.6095567345619202,7,6,180,180,0.107494688870614,303.55635492425216,302.62925837332745,0.0009839414193651,342,344,314
Nelaturu,14.335,80.125,28_515_shc_2025-26.11224,213.0,23.5,140.5,1.24,0.088079996407032,0.112955555319786,0.1469600051641464,0.1782000064849853,0.2214999943971634,0.2716333270072937,0.3100000023841858,0.30621999502182,0.3467000126838684,0.33928182721138,0.3568333387374878,0.2670666575431824,0.2642747759819031,0.1605396866798401,0.2094220616994467,0.1950691600245025,1.165284276008606,4,2,90,174,0.107494688870614,303.55635492425216,302.62925837332745,0.0009839414193651,310,362,329
Kanupuru Bit - I,14.338,79.872,28_515_shc_2023-24.7538,50.0,26.9,577.3,0.22,0.0533666685223579,0.0765250027179718,0.1039500012993812,0.1083000004291534,0.1503500044345855,0.2501499950885772,0.2953999936580658,0.3163500130176544,0.3235999941825866,0.3173600137233734,0.2623000144958496,0.1617500036954879,0.4899328947067261,0.3556888699531555,0.3735960086995371,0.3375060988962005,0.8291449546813965,28,1,226,183,0.2175651684141995,303.6593908343399,302.81715670803135,0.0009489460091127,340,342,319
Pynampuram,14.338,80.098,28_515_shc_2025-26.11271,477.0,14.1,91.3,0.55,0.0763454511761665,0.09136363863945,0.1304111182689666,0.1615999937057495,0.2328699976205825,0.2884527742862701,0.3387750089168548,0.3273999989032745,0.3684499859809875,0.3654749989509582,0.3895500004291534,0.2833000123500824,0.3390593230724334,0.1687222272157669,0.2571702699542094,0.251466137163668,1.1898289918899536,11,3,72,171,0.107494688870614,303.55635492425216,302.62925837332745,0.0009839414193651,320,344,336
Gonupalle,14.342,79.472,28_515_shc_2025-26.4982,75.0,0.8,620.7,0.2,0.0537000000476837,0.0649000033736229,0.0923999994993209,0.1044000014662742,0.1431500017642974,0.2380499988794326,0.2739999890327453,0.293749988079071,0.3062500059604645,0.3066999912261963,0.26460000872612,0.1811500042676925,0.4755745232105255,0.3447012901306152,0.3302462508158169,0.3162333499140518,0.9007660150527954,101,1,0,180,0.1715191288998252,303.3423892238684,302.68293932864543,0.0007849667291325,322,265,413
Brahmadevam,14.342,80.062,28_515_shc_2025-26.10675,63.0,3.5,98.3,0.73,0.0658000037074089,0.0798000022768974,0.1172000020742416,0.1381999999284744,0.1958000063896179,0.2757999897003174,0.3156999945640564,0.3269000053405761,0.3569999933242798,0.3567000031471252,0.3386000096797943,0.2295999974012375,0.4057192206382751,0.2508130669593811,0.3028698107439386,0.2932856766892711,1.0357908010482788,8,2,153,177,0.107494688870614,303.55635492425216,302.62925837332745,0.0009839414193651,340,330,330
