Village,Latitude,Longitude,Feature_ID,N,P,K,OC,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDVI,NDRE,EVI,SAVI,SWIR_Ratio,Elevation_m,Slope_deg,Aspect_deg,Hillshade,Soil_Moisture_0_7cm,Soil_Temp_0_7cm_K,LST_K,Precipitation_Mean_m,Potential_ET,Actual_ET,Climate_Water_Deficit,Clay_Fraction_g_kg,Silt_Fraction_g_kg,Sand_Fraction_g_kg
Varigonda,14.394638,80.047701,28_515_shc_2024-25.3230,201.0,38.2,45.2,0.61,0.0542000010609626,0.0711999982595443,0.1089999973773956,0.0945999994874,0.1448999941349029,0.3113000094890594,0.4074000120162964,0.4108000099658966,0.4302999973297119,0.4375,0.2576999962329864,0.150299996137619,0.6256430745124817,0.4784956276416778,0.5472860809203297,0.4717525475016193,0.6273125410079956,8,1,180,180,0.1926407708062066,302.83057840135365,302.05376870897084,0.0010396246328253,1434.9166666666667,897.75,537.0833333333334,333,341,326
Varigonda,14.395886,80.044014,28_515_shc_2024-25.240,151.0,25.1,90.4,0.6,0.0671000033617019,0.0874999985098838,0.1273999959230423,0.1272000074386596,0.2003999948501587,0.2888999879360199,0.3619000017642975,0.3655999898910522,0.3995000123977661,0.3973000049591064,0.2834999859333038,0.1800999939441681,0.4837661981582641,0.2918727993965149,0.4047400343858033,0.360193366881959,0.775437593460083,12,2,180,180,0.1926407708062066,302.83057840135365,302.05376870897084,0.0010396246328253,1434.9166666666667,897.75,537.0833333333334,328,349,324
Varigonda,14.395955,80.038608,28_515_shc_2024-25.14041,238.0,63.3,45.2,0.29,0.0483999997377395,0.0662000030279159,0.0923999994993209,0.1026000007987022,0.154799997806549,0.2451999932527542,0.2818999886512756,0.257999986410141,0.3046000003814697,0.3556999862194061,0.2730999886989593,0.2020999938249588,0.430948406457901,0.2499999850988388,0.2821145689617202,0.2708575201972334,1.0585271120071411,12,1,90,177,0.1926407708062066,302.83057840135365,302.05376870897084,0.0010396246328253,1435.4166666666667,895.0,540.25,333,343,324
Dachuru,14.398,79.558,28_515_shc_2024-25.16122,251.0,164.0,193.0,0.42,0.0320000015199184,0.0372000001370906,0.0625,0.036200001835823,0.1031000018119812,0.2110999971628189,0.2477999925613403,0.2730000019073486,0.2666000127792358,0.2689000070095062,0.1459999978542328,0.0764999985694885,0.7658473253250122,0.4517415463924408,0.4887714616622473,0.438952049510894,0.5347985029220581,92,1,134,177,0.2380601247151692,302.82678065829805,301.65482122633193,0.0009086498785739,1441.0,890.9166666666666,550.0833333333334,319,286,395
Eduru - II,14.398,80.148,28_515_shc_2024-25.15539,113.0,1.1,122.7,0.45,0.0561666674911975,0.0767500028014183,0.1075333356857299,0.1303000003099441,0.1775333285331726,0.2940857112407684,0.3441999852657318,0.3303000032901764,0.3740499913692474,0.3872250020503998,0.2994999885559082,0.198566660284996,0.4342162311077118,0.3008204996585846,0.3254202070401432,0.3123048129773197,0.9067513942718506,6,1,46,177,0.1283763885498046,302.85319124857585,301.9538392384847,0.0010447991043822,1447.9166666666667,901.4166666666666,546.5833333333334,332,354,315
Marupuru,14.402,79.802,28_515_shc_2024-25.9611,100.0,164.0,148.5,0.18,0.0845833346247673,0.0909600034356117,0.1155714318156242,0.134440004825592,0.1693000048398971,0.225685715675354,0.2516666650772095,0.2433499991893768,0.2765666544437408,0.2828428447246551,0.2946857213973999,0.2371799945831298,0.2882818281650543,0.1794498860836029,0.1990619798627876,0.1861094234366462,1.2109543085098269,49,1,90,177,0.2254086388481987,302.9901649898953,302.2150968339708,0.0010213649225811,1432.25,887.4166666666666,544.75,336,296,368
Amancherla,14.402,79.858,28_515_shc_2024-25.4152,88.0,25.1,51.7,0.55,0.0554400011897087,0.0718666687607765,0.111124999821186,0.1077999994158744,0.1780333369970321,0.298633337020874,0.3531250059604645,0.3614000082015991,0.3817999958992004,0.3796285688877105,0.2926999926567077,0.1826999932527542,0.540494441986084,0.3399246037006378,0.4315273800129233,0.3924886609459502,0.8099058866500854,43,1,0,180,0.229063966539171,303.0120399898953,302.1827509138319,0.0010543927811062,1432.8333333333333,890.8333333333334,542.1666666666666,333,292,375
T.P.Gudur Bit-II,14.402,80.072,28_515_shc_2025-26.1326,113.0,90.0,425.0,0.46,0.0487999990582466,0.061999998986721,0.0970000028610229,0.0680000036954879,0.1412000060081482,0.301499992609024,0.3959999978542328,0.4016000032424927,0.4171000123023987,0.4045999944210052,0.2027000039815902,0.1132000014185905,0.7103918194770813,0.4797346889972687,0.62025879695795,0.5160891045172141,0.5047310590744019,11,2,116,174,0.1283763885498046,302.85319124857585,301.9538392384847,0.0010447991043822,1434.9166666666667,897.75,537.0833333333334,349,328,323
Amancherla,14.408,79.862,28_515_shc_2024-25.3294,251.0,34.9,135.6,0.58,0.0569100007414817,0.0654999986290931,0.0924333333969116,0.1062000021338462,0.1471666693687439,0.2021500021219253,0.2281714230775833,0.228300005197525,0.2455800026655197,0.2395000010728836,0.2628749907016754,0.2039999961853027,0.3650224208831787,0.2160866558551788,0.2221211579967811,0.2194727417453348,1.151445388793945,44,2,27,177,0.229063966539171,303.0120399898953,302.1827509138319,0.0010543927811062,1432.8333333333333,890.8333333333334,542.1666666666666,326,322,352
Varigonda,14.408822,80.041498,28_515_shc_2024-25.3231,75.0,34.9,51.7,0.17,0.0560499988496303,0.0807999968528747,0.1098000034689903,0.1128000020980835,0.1735499948263168,0.2675000131130218,0.3176999986171722,0.3357999920845032,0.3516499996185303,0.3457500040531158,0.2528499960899353,0.1621499955654144,0.4971020817756653,0.3185432553291321,0.396345772613963,0.3526249072643836,0.7529779672622681,10,1,0,180,0.1926407708062066,302.83057840135365,302.05376870897084,0.0010396246328253,1435.4166666666667,895.0,540.25,326,344,330
Thoderu,14.412,79.758,28_515_shc_2024-25.17576,238.0,164.0,58.1,0.28,0.0450125001370906,0.0523599982261657,0.0685333311557769,0.0663999989628791,0.1104250028729438,0.1391000002622604,0.1509666740894317,0.1457999944686889,0.1487500071525573,0.083928570151329,0.12950000166893,0.0871666669845581,0.3741753101348877,0.1380622237920761,0.1723838371666327,0.1672282987322976,0.8882030844688416,48,1,134,177,0.2254086388481987,302.9901649898953,302.2150968339708,0.0010213649225811,1436.3333333333333,885.25,550.9166666666666,334,297,369
Varigonda,14.412,80.042,28_515_shc_2024-25.6990,188.0,85.2,19.4,0.25,0.0531999990344047,0.0626500025391578,0.098700001835823,0.1005999967455864,0.1582999974489212,0.2599500119686126,0.3237999975681305,0.33160001039505,0.36285001039505,0.3404000103473663,0.2565500140190124,0.1431500017642974,0.534474790096283,0.3537456691265106,0.3941105524220016,0.3717013707573601,0.7736731171607971,12,1,90,177,0.1926407708062066,302.83057840135365,302.05376870897084,0.0010396246328253,1434.9166666666667,897.75,537.0833333333334,326,344,329
Koduru -II,14.412,80.138,28_515_shc_2025-26.3580,176.0,1.0,264.0,0.9,0.0619250014424324,0.0924374982714653,0.134550005197525,0.1462000012397766,0.2318499982357025,0.3306249976158142,0.3611499965190887,0.3675999939441681,0.3915500044822693,0.3426333367824554,0.378600001335144,0.2960666716098785,0.4309069514274597,0.2264575809240341,0.3567472044039328,0.327579394983456,1.0299237966537476,8,1,134,177,0.1283763885498046,302.85319124857585,301.9538392384847,0.0010447991043822,1447.9166666666667,901.4166666666666,546.5833333333334,325,342,333
Yeturu,14.415,79.645,28_515_shc_2024-25.5010,201.0,18.6,148.5,0.24,0.0561399981379509,0.0647333338856697,0.0923750028014183,0.0847600027918815,0.1433166712522506,0.2387000024318695,0.2676999866962433,0.2764833271503448,0.2944666743278503,0.2763083279132843,0.2184800058603286,0.1420200020074844,0.5307317972183228,0.3172145187854767,0.3688282616145797,0.3339183904704221,0.7902104258537292,77,2,116,174,0.2380601247151692,302.82678065829805,301.65482122633193,0.0009086498785739,1432.75,886.8333333333334,546.0,291,318,390
Thotapalle,14.416032,80.093699,28_515_shc_2024-25.16864,163.0,17.5,161.4,0.82,0.0675285682082176,0.0819374993443489,0.1054999977350235,0.1052857115864753,0.1702000051736831,0.3170666694641113,0.3882249891757965,0.388399988412857,0.4147999882698059,0.4321599900722503,0.2212000042200088,0.122249998152256,0.5734707117080688,0.3906193673610687,0.5035531061458155,0.4273699573616263,0.5695160031318665,8,2,270,186,0.1283763885498046,302.85319124857585,301.9538392384847,0.0010447991043822,1442.4166666666667,902.0833333333334,540.5833333333334,339,329,332
Nernoor,14.418,79.588,28_515_shc_2024-25.12138,113.0,74.2,90.4,0.54,0.0467000007629394,0.068400003015995,0.095100000500679,0.1230000033974647,0.1555999964475631,0.2046999931335449,0.2319999933242797,0.2355999946594238,0.2587000131607055,0.2535000145435333,0.2547999918460846,0.1940000057220459,0.3139988481998443,0.2044989764690399,0.1927290015164757,0.1967155686876064,1.0814940929412842,94,4,256,192,0.2380601247151692,302.82678065829805,301.65482122633193,0.0009086498785739,1436.0,885.1666666666666,550.6666666666666,294,311,395
Amancherla,14.418,79.858,28_515_shc_2024-25.8119,213.0,42.4,64.6,0.62,0.0506500005722045,0.065200001001358,0.095100000500679,0.0953999981284141,0.1659000068902969,0.2987500131130218,0.3704000115394592,0.3774666786193847,0.4048333466053009,0.410828560590744,0.2171500027179718,0.1220500022172927,0.5965036153793335,0.3893626034259796,0.4827043566628479,0.4349003114700559,0.5752825736999512,36,3,46,174,0.229063966539171,303.0120399898953,302.1827509138319,0.0010543927811062,1432.3333333333333,888.25,544.1666666666666,329,324,347
Chintareddipalem (Part),14.418,80.028,28_515_shc_2024-25.7688,276.0,8.0,225.0,2.39,0.0586000010371208,0.0768499970436096,0.1224000006914138,0.1094999983906745,0.2006999999284744,0.329800009727478,0.3980999886989593,0.3928000032901764,0.4370999932289123,0.4174999892711639,0.2815499901771545,0.1762499958276748,0.5640055537223816,0.3236731290817261,0.4806827661065402,0.4239748644483828,0.716776967048645,15,4,296,192,0.1926407708062066,302.83057840135365,302.05376870897084,0.0010396246328253,1440.8333333333333,896.1666666666666,544.5,326,340,334
T.P.Gudur Bit-II,14.418,80.072,28_515_shc_2024-25.15400,7.5,17.5,38.7,0.17,0.0597749985754489,0.0800692290067672,0.1113777756690979,0.1159999966621398,0.1770499944686889,0.278642863035202,0.3218888938426971,0.3303999900817871,0.3577714264392853,0.3373500108718872,0.2196999937295913,0.1521999984979629,0.4802867472171783,0.3021972477436065,0.375908001147987,0.3398140264518917,0.6649515628814697,13,2,90,174,0.1283763885498046,302.85319124857585,301.9538392384847,0.0010447991043822,1421.5833333333333,898.1666666666666,523.3333333333334,348,327,325
Garimenapenta,14.422,79.392,28_515_shc_2024-25.5302,113.0,1.0,193.0,1.37,0.0471000000834465,0.0706999972462654,0.0925000011920929,0.0957000032067298,0.1501500010490417,0.2285999953746795,0.2509500086307525,0.2440000027418136,0.2768000066280365,0.3140499889850616,0.2481999993324279,0.1821500062942505,0.4365616738796234,0.2381073236465454,0.2878605431613936,0.2649160387361689,1.0172131061553955,95,1,90,177,0.2078269958496093,302.7765202416314,302.04318928188746,0.0008518875436315,1439.6666666666667,854.3333333333334,585.1666666666666,354,259,386
Nernoor,14.422,79.582,28_515_shc_2024-25.12193,251.0,99.4,251.8,0.26,0.0480999983847141,0.0650999993085861,0.0916000008583068,0.124899998307228,0.1481000036001205,0.1702499985694885,0.1868499964475631,0.1918999999761581,0.2040500044822693,0.2105000019073486,0.2066999971866607,0.1732999980449676,0.2114899009466171,0.1288235187530517,0.1152747701373714,0.1230411394645068,1.077123522758484,91,2,0,180,0.2380601247151692,302.82678065829805,301.65482122633193,0.0009086498785739,1444.9166666666667,887.3333333333334,557.6666666666666,293,312,395
Chinna Cherukur,14.422,80.048,28_515_shc_2024-25.6475,63.0,1.1,174.3,0.35,0.0525499992072582,0.0639500021934509,0.0930000022053718,0.0741999968886375,0.1473000049591064,0.2637999951839447,0.3385500013828277,0.3582000136375427,0.3725500106811523,0.3601000010967254,0.2057999968528747,0.1083500012755394,0.6567992568016052,0.4172106981277466,0.5363449629988214,0.4568854786723497,0.574539303779602,9,6,10,177,0.1926407708062066,302.83057840135365,302.05376870897084,0.0010396246328253,1421.5833333333333,898.1666666666666,523.3333333333334,342,335,322
Althurthi,14.425,79.695,28_515_shc_2024-25.11802,88.0,48.0,77.5,0.31,0.0808999985456466,0.0669333338737487,0.0863799974322319,0.089599996805191,0.1515499949455261,0.2314999997615814,0.2694000005722046,0.3133600056171417,0.2936833202838897,0.286837488412857,0.296875,0.2391999959945678,0.5552908778190613,0.3480458855628967,0.4146898568752374,0.3717108313962066,0.947392761707306,65,1,90,177,0.2218740675184461,302.9909733666314,302.1984952714708,0.0009633941946578,1437.5,885.5833333333334,552.0,319,291,389
Chinna Cherukur,14.425,80.055,28_515_shc_2024-25.6461,213.0,30.6,38.7,0.72,0.0519500002264976,0.0610000006854534,0.0982000008225441,0.0762000009417533,0.1693000048398971,0.3042500019073486,0.3709500133991241,0.3987999856472015,0.4189999997615814,0.4095500111579895,0.2045000046491623,0.1089999973773956,0.6791578531265259,0.4039781391620636,0.5766892883423906,0.4963076756042839,0.5127884149551392,12,1,90,177,0.1283763885498046,302.85319124857585,301.9538392384847,0.0010447991043822,1421.5833333333333,898.1666666666666,523.3333333333334,348,321,331
Kesamanenipalle,14.428,79.532,28_515_shc_2024-25.8095,176.0,19.0,232.0,1.71,0.0737999975681305,0.0790999978780746,0.1076000034809112,0.1199999973177909,0.162100002169609,0.2205999940633773,0.2443999946117401,0.2433999925851822,0.2714999914169311,0.2935999929904938,0.301499992609024,0.2249000072479248,0.3395707309246063,0.2004932016134262,0.2251578220473989,0.2143849838611741,1.2387017011642456,81,4,104,168,0.2077146742078993,302.9719520992703,302.2478930579292,0.0008856403145449,1447.0833333333333,889.1666666666666,558.0833333333334,319,297,384
Nernoor,14.428,79.592,28_515_shc_2024-25.12179,88.0,36.0,258.3,0.27,0.0390500016510486,0.0449000000953674,0.0636999979615211,0.068800002336502,0.1121999993920326,0.17739999294281,0.1985500007867813,0.2114000022411346,0.2257999926805496,0.2242999970912933,0.2087499946355819,0.1605000048875808,0.5089222192764282,0.3065513074398041,0.2769039539066679,0.2741604698820069,0.9874644875526428,101,1,226,183,0.2380601247151692,302.82678065829805,301.65482122633193,0.0009086498785739,1436.0,885.1666666666666,550.6666666666666,302,294,404
Amancherla,14.428,79.848,28_515_shc_2024-25.8424,125.0,79.7,103.3,0.81,0.0553499981760978,0.0650499984622001,0.0930500030517578,0.0943249985575676,0.1474500000476837,0.2214166671037674,0.2801666557788849,0.2978666722774505,0.2917999923229217,0.2979800105094909,0.1993999928236007,0.1181000024080276,0.5189852118492126,0.3377746343612671,0.3698224957405144,0.3422050670951422,0.6694269776344299,35,2,180,180,0.2254086388481987,302.9901649898953,302.2150968339708,0.0010213649225811,1432.3333333333333,888.25,544.1666666666666,344,322,333
Peduru,14.428,80.078,28_515_shc_2024-25.13968,113.0,38.2,32.3,0.75,0.0735749974846839,0.0818874984979629,0.1112999990582466,0.0988444462418556,0.1668727248907089,0.2940222322940826,0.3481000065803528,0.3531999886035919,0.3926999866962433,0.3558000028133392,0.2629500031471252,0.1581500023603439,0.5626781582832336,0.3582715690135956,0.4773544616594954,0.4007515821512486,0.7444790601730347,14,1,90,177,0.1283763885498046,302.85319124857585,301.9538392384847,0.0010447991043822,1421.5833333333333,898.1666666666666,523.3333333333334,363,306,331
Peduru,14.428,80.092,28_515_shc_2024-25.10030,176.0,7.6,38.7,0.26,0.0570599995553493,0.0676666647195816,0.0988250002264976,0.065200001001358,0.1480000019073486,0.3294999897480011,0.4081799983978271,0.4041333198547363,0.4352857172489166,0.4260333478450775,0.1960999965667724,0.1024999991059303,0.7221590876579285,0.4638975858688354,0.6579526018691402,0.5244841659121544,0.4852358996868133,8,2,27,177,0.1283763885498046,302.85319124857585,301.9538392384847,0.0010447991043822,1417.75,900.0833333333334,517.75,321,354,325
Pallakonda,14.432,79.498,28_515_shc_2024-25.19826,75.0,164.0,258.0,0.53,0.0581000000238418,0.0513999983668327,0.0740000009536743,0.0718000009655952,0.119499996304512,0.2524000108242035,0.298799991607666,0.2784000039100647,0.3255999982357025,0.295199990272522,0.2425000071525573,0.1554999947547912,0.5899485945701599,0.3993465900421142,0.3901941518436799,0.3645024731116373,0.8710488677024841,101,2,270,186,0.2077146742078993,302.9719520992703,302.2478930579292,0.0008856403145449,1433.75,881.1666666666666,552.5833333333334,330,277,392
Nernoor,14.432,79.592,28_515_shc_2024-25.12041,151.0,29.5,232.5,0.34,0.0386999994516372,0.0494000017642974,0.0714000016450882,0.0834999978542327,0.1255999952554702,0.2055999934673309,0.2354000061750412,0.2451999932527542,0.2684000134468078,0.2635999917984009,0.2331999987363815,0.1425999999046325,0.4919379353523254,0.3225458562374115,0.2938504020865655,0.2926873364313436,0.9510603547096252,96,1,270,183,0.2380601247151692,302.82678065829805,301.65482122633193,0.0009086498785739,1436.0,885.1666666666666,550.6666666666666,315,277,408
Peduru,14.432,80.092,28_515_shc_2024-25.16681,63.0,18.6,53.1,0.32,0.0542999990284442,0.0718000009655952,0.1141500025987625,0.0888874977827072,0.1572999954223632,0.2946000099182129,0.3707750141620636,0.3756000101566314,0.3907749950885772,0.4163500070571899,0.2198999971151352,0.128233328461647,0.6172663569450378,0.4096453487873077,0.5230357636271055,0.4459039282735173,0.5854632258415222,9,1,0,180,0.1283763885498046,302.85319124857585,301.9538392384847,0.0010447991043822,1417.75,900.0833333333334,517.75,354,314,332
Koduru-I,14.432,80.148,28_515_shc_2024-25.6200,100.0,66.6,103.3,0.54,0.075823076069355,0.0876166671514511,0.1234999969601631,0.1257999986410141,0.1937749981880188,0.2556999921798706,0.3019999861717224,0.3194000124931335,0.3262749910354614,0.3401125073432922,0.3158000111579895,0.2284750044345855,0.4348607659339905,0.2447995543479919,0.3415486367271143,0.3072365820539163,0.9887288808822632,7,3,161,177,0.1283763885498046,302.85319124857585,301.9538392384847,0.0010447991043822,1429.25,898.5,530.9166666666666,337,333,329
Kesamanenipalle,14.435,79.525,28_515_shc_2024-25.8042,146.0,188.0,164.0,1.46,0.0575000010430812,0.0773499980568885,0.0962999984622001,0.1049999967217445,0.1478500068187713,0.2281499952077865,0.2731499969959259,0.2840000092983246,0.292600005865097,0.2844499945640564,0.2843999862670898,0.2159000039100647,0.460154265165329,0.3152714967727661,0.335488730227108,0.3020247660817324,1.001408338546753,86,2,333,183,0.2077146742078993,302.9719520992703,302.2478930579292,0.0008856403145449,1447.0833333333333,889.1666666666666,558.0833333333334,326,283,390
Kesamanenipalle,14.438,79.532,28_515_shc_2024-25.1326,113.0,90.0,425.0,0.46,0.0384499989449977,0.0489500015974044,0.068400003015995,0.0592000000178813,0.0820000022649765,0.1211000010371208,0.1352500021457672,0.2029000073671341,0.1467999964952469,0.1714999973773956,0.1265999972820282,0.0705000013113021,0.5482640266418457,0.4243594408035278,0.3016436278951039,0.282836909769222,0.6239526271820068,77,1,0,180,0.2077146742078993,302.9719520992703,302.2478930579292,0.0008856403145449,1447.0833333333333,889.1666666666666,558.0833333333334,305,289,405
Chittaluru,14.438,79.588,28_515_shc_2024-25.4440,138.0,137.6,180.8,0.18,0.0351000018417835,0.0474000014364719,0.0740000009536743,0.0737000033259391,0.1397999972105026,0.2290000021457672,0.2569000124931335,0.2689999938011169,0.2831000089645386,0.2831999957561493,0.2477000057697296,0.1729999929666519,0.5698861479759216,0.3160469532012939,0.3601460316541656,0.3476325937005999,0.9208179116249084,86,1,0,180,0.2380601247151692,302.82678065829805,301.65482122633193,0.0009086498785739,1436.0,885.1666666666666,550.6666666666666,317,291,392
Thotapalle,14.438,80.072,28_515_shc_2024-25.16772,201.0,167.0,25.8,0.53,0.0738666653633117,0.0977272763848304,0.1292500048875808,0.1423600018024444,0.1994555592536926,0.2769843637943268,0.3079499900341034,0.3475199937820434,0.3413000106811523,0.3869454562664032,0.3269999921321869,0.2451999932527542,0.4187964200973511,0.270696610212326,0.3492143384156376,0.3108861572535257,0.940953016281128,14,3,270,189,0.1283763885498046,302.85319124857585,301.9538392384847,0.0010447991043822,1421.5833333333333,898.1666666666666,523.3333333333334,370,305,325
Pallakonda,14.442,79.492,28_515_shc_2024-25.19720,176.0,164.0,438.0,1.38,0.0472999997437,0.0504000000655651,0.0761500000953674,0.0633499994874,0.1253499984741211,0.2397499978542328,0.271450012922287,0.2797999978065491,0.301499992609024,0.2984499931335449,0.2252999991178512,0.1254000067710876,0.6307737231254578,0.381216824054718,0.4221273096416716,0.3850738285248803,0.8052180409431458,87,2,270,186,0.2077146742078993,302.9719520992703,302.2478930579292,0.0008856403145449,1433.75,881.1666666666666,552.5833333333334,329,275,396
Kanupurupalle,14.442,79.572,28_515_shc_2024-25.18308,163.0,164.0,271.0,0.31,0.049100000411272,0.0675999969244003,0.0864000022411346,0.0925000011920929,0.1254000067710876,0.1808999925851822,0.2091999948024749,0.1870000064373016,0.227400004863739,0.2513000071048736,0.2002999931573867,0.1507000029087066,0.3381037712097168,0.1971830874681472,0.1912955514985654,0.1818473463507735,1.0711228847503662,80,2,270,186,0.2380601247151692,302.82678065829805,301.65482122633193,0.0009086498785739,1444.9166666666667,887.3333333333334,557.6666666666666,326,283,391
Akkacheruvupadu,14.442,79.918,28_515_shc_2024-25.8027,125.0,7.6,135.6,0.45,0.0742999985814094,0.1006999984383583,0.1343999952077865,0.1180000007152557,0.1990000009536743,0.3064000010490417,0.3587999939918518,0.380400002002716,0.3978999853134155,0.3908999860286712,0.2476000040769577,0.1564999967813491,0.5264847278594971,0.3130824863910675,0.4920676550712249,0.3942307700918293,0.6508938074111938,25,2,90,174,0.229063966539171,303.0120399898953,302.1827509138319,0.0010543927811062,1434.25,893.0,541.1666666666666,353,314,333
Mungaladoruvu,14.442,80.098,28_515_shc_2024-25.15335,226.0,41.5,109.8,0.16,0.075655996799469,0.0626868084073066,0.0910428538918495,0.0649250000715255,0.0982699990272522,0.0741090923547744,0.0819555521011352,0.0664812475442886,0.0661899968981742,0.1839230805635452,0.0573846139013767,0.0455666668713092,0.0118430247530341,-0.1929499953985214,0.0039463402768651,0.0036970986871909,0.8631699085235596,11,1,226,183,0.1283763885498046,302.85319124857585,301.9538392384847,0.0010447991043822,1417.75,900.0833333333334,517.75,354,325,321
Amulur (South),14.442,80.108,28_515_shc_2024-25.15022,113.0,79.7,53.1,0.42,0.0657628551125526,0.0898000001907348,0.1054842099547386,0.1047850027680397,0.1429000049829483,0.2288399934768676,0.2599363625049591,0.2649333477020263,0.2874999940395355,0.253852367401123,0.2478999942541122,0.1790333390235901,0.4331631064414978,0.2992235422134399,0.3281342787375583,0.2762072540738554,0.9357070326805116,13,3,199,183,0.1283763885498046,302.85319124857585,301.9538392384847,0.0010447991043822,1417.75,900.0833333333334,517.75,346,334,320
Kanupurupalle,14.445,79.545,28_515_shc_2024-25.11222,88.0,164.0,142.0,0.85,0.0369499996304512,0.0496499985456466,0.0666999965906143,0.0584499984979629,0.1015499979257583,0.2397000044584274,0.3023000061511993,0.3269999921321869,0.337799996137619,0.3506999909877777,0.1503500044345855,0.0775000005960464,0.6967180967330933,0.5260763168334961,0.5143355004748776,0.4549381610639091,0.4597859680652618,74,1,0,180,0.2077146742078993,302.9719520992703,302.2478930579292,0.0008856403145449,1444.9166666666667,887.3333333333334,557.6666666666666,321,268,411
Chittaluru,14.445,79.595,28_515_shc_2024-25.994,201.0,69.9,284.1,0.58,0.049100000411272,0.0625,0.0917500033974647,0.1181000024080276,0.1437499970197677,0.2029999941587448,0.2311500012874603,0.2468000054359436,0.2548500001430511,0.2695499956607818,0.2655499875545501,0.2053499966859817,0.3526993691921234,0.2638586759567261,0.2164261953158764,0.2232049980241188,1.075972318649292,95,3,134,174,0.2380601247151692,302.82678065829805,301.65482122633193,0.0009086498785739,1436.0,885.1666666666666,550.6666666666666,321,282,397
Yeturu,14.445,79.645,28_515_shc_2024-25.5818,138.0,17.5,251.8,0.57,0.0445555560290813,0.0528666675090789,0.0764999985694885,0.0576666668057441,0.1112599968910217,0.2782999873161316,0.3739666640758514,0.3919999897480011,0.4002333283424377,0.3618285655975342,0.2046000063419342,0.1110500022768974,0.7435137033462524,0.5578428506851196,0.6230587530077242,0.5280800172907867,0.5219388008117676,64,0,0,180,0.2380601247151692,302.82678065829805,301.65482122633193,0.0009086498785739,1434.3333333333333,884.4166666666666,549.75,317,284,400
Yeturu,14.445,79.665,28_515_shc_2024-25.9031,163.0,18.6,122.7,0.63,0.053790908306837,0.0688999965786933,0.0955625027418136,0.1058999970555305,0.1528500020503997,0.2437250018119812,0.2748000025749206,0.2632000148296356,0.2991999983787536,0.3010166585445404,0.2533000111579895,0.1743499934673309,0.4261718094348907,0.2652325630187988,0.2845822903646196,0.2714877729081582,0.9623860120773317,64,2,153,177,0.2218740675184461,302.9909733666314,302.1984952714708,0.0009633941946578,1434.3333333333333,884.4166666666666,549.75,321,279,399
Indukurpet Bit - II,14.448,80.092,28_515_shc_2024-25.13263,88.0,1.0,206.0,1.38,0.098311111330986,0.1306499987840652,0.1592333316802978,0.1760199964046478,0.1823125034570694,0.2312500029802322,0.2463937550783157,0.2541666626930237,0.2716333270072937,0.2769846022129059,0.3181799948215484,0.2755428552627563,0.1816575825214386,0.1646222025156021,0.1468467791045234,0.1260177172894235,1.251855731010437,17,1,46,177,0.1283763885498046,302.85319124857585,301.9538392384847,0.0010447991043822,1417.75,900.0833333333334,517.75,363,321,316
Venkanapalem,14.448,80.148,28_515_shc_2024-25.15531,301.0,1.1,109.8,0.48,0.0567625015974044,0.0526833347976207,0.0835499987006187,0.060929998755455,0.1186000034213066,0.2672714293003082,0.3337000012397766,0.341866672039032,0.3576000034809112,0.3813333213329315,0.1738999933004379,0.1022500023245811,0.6974652409553528,0.4848704040050506,0.5351901961594707,0.4667773193652973,0.5086778402328491,5,1,90,177,0.1283763885498046,302.85319124857585,301.9538392384847,0.0010447991043822,1429.25,898.5,530.9166666666666,334,337,330
Cheepinapi,14.452,79.482,28_515_shc_2024-25.1994,100.0,164.0,264.0,0.31,0.048200000077486,0.0538000017404556,0.0753000006079673,0.0772000029683113,0.101400002837181,0.2318000048398971,0.2758499979972839,0.2883000075817108,0.3043000102043152,0.2867999970912933,0.2181500047445297,0.123999997973442,0.5775649547576904,0.4795996844768524,0.391505939690679,0.3658578891511155,0.7566770911216736,95,6,320,192,0.2088673909505208,303.21995014614527,302.4927227020264,0.0008482651159712,1433.75,881.1666666666666,552.5833333333334,335,267,398
Chittaluru,14.452,79.582,28_515_shc_2024-25.4919,151.0,127.8,142.1,0.19,0.0551000013947486,0.066600002348423,0.0923999994993209,0.1165999993681907,0.1439000070095062,0.1741999983787536,0.1932999938726425,0.1916999965906143,0.212799996137619,0.2144999951124191,0.2249500006437301,0.1888999938964843,0.2435939013957977,0.1424314379692077,0.1348972527685876,0.1393665673596966,1.173448085784912,95,3,341,183,0.2130768669976128,303.19962679545085,302.4607023027208,0.0008794198901265,1444.9166666666667,887.3333333333334,557.6666666666666,317,277,406
Chittaluru,14.452,79.588,28_515_shc_2024-25.5868,113.0,164.0,142.1,0.61,0.0469000004231929,0.0604000017046928,0.0873999968171119,0.1195999979972839,0.1448999941349029,0.1638000011444091,0.1827999949455261,0.1863999962806701,0.19930000603199,0.2056999951601028,0.2639999985694885,0.2184000015258789,0.2183006554841995,0.1252641230821609,0.1150930385878798,0.1243176155538839,1.4163089990615845,99,2,180,180,0.2130768669976128,303.19962679545085,302.4607023027208,0.0008794198901265,1436.0,885.1666666666666,550.6666666666666,329,267,404
