Latitude,Longitude,Feature_ID,Village,N,P,K,OC
14.19,79.845,28_515_shc_2024-25.21383,Venkanapalem,163.0,52.0,123.0,0.45
14.19,79.855,28_515_shc_2024-25.9814,Vadlapudi,163.0,43.0,239.0,0.1
14.19,79.87,28_515_shc_2024-25.9609,Pidurupalem,88.0,138.0,265.0,0.28
14.192,79.788,28_515_shc_2024-25.9617,Ramasagaram,100.0,164.0,51.7,0.39
14.195,79.615,28_515_shc_2024-25.1035,Jorepalle,226.0,1.0,142.0,1.21
14.195,79.63,28_515_shc_2024-25.3788,Kommipadu,151.0,164.0,18.4,1.87
14.195,79.825,28_515_shc_2024-25.21251,Venkanapalem,113.0,8.0,355.0,0.43
14.195,79.865,28_515_shc_2024-25.9301,Manubolu,113.0,1.0,213.0,0.42
14.195,79.87,28_515_shc_2024-25.9144,Manubolu,201.0,164.0,103.3,0.4
14.198,79.552,28_515_shc_2024-25.20680,Bojjanapalle,88.0,1.0,258.0,1.37
14.198,79.558,28_515_shc_2024-25.5223,Rapur,113.0,1.0,90.0,0.83
14.198,79.632,28_515_shc_2024-25.3991,Kommipadu,263.0,164.0,58.1,0.98
14.2,79.53,28_515_shc_2024-25.850,Rapur,151.0,7.0,129.0,0.7
14.2,79.535,28_515_shc_2024-25.3753,Rapur,75.0,7.0,109.0,0.98
14.2,79.545,28_515_shc_2024-25.857,Rapur,176.0,17.0,71.0,0.41
14.2,79.64,28_515_shc_2024-25.4303,Kommipadu,113.0,164.0,71.0,0.24
14.2,79.855,28_515_shc_2024-25.9758,Vadlapudi,188.0,70.0,116.0,0.85
14.2,79.885,28_515_shc_2024-25.12706,Pidur,251.0,52.4,523.0,0.48
14.2,79.885,28_515_shc_2024-25.2523,Pidur,213.0,42.6,180.8,0.17
14.202,79.682,28_515_shc_2024-25.3924,Chaganam,238.0,148.0,644.0,0.39
14.202,79.872,28_515_shc_2024-25.5587,Manubolu,213.0,12.0,180.8,0.49
14.205,79.555,28_515_shc_2024-25.4743,Bojjanapalle,125.0,19.0,71.0,0.11
14.205,79.675,28_515_shc_2024-25.3911,Chaganam,75.0,157.0,25.9,0.63
14.205,79.68,28_515_shc_2024-25.3950,Chaganam,213.0,164.0,45.2,0.16
14.205,79.875,28_515_shc_2024-25.8455,Bandepalle,125.0,1.0,213.0,1.62
14.205,79.88,28_515_shc_2024-25.8610,JATLAKONDURU,176.0,25.0,142.0,1.61
14.205,79.9,28_515_shc_2024-25.21305,Pidur,201.0,62.2,238.9,0.55
14.205,79.955,28_515_shc_2024-25.21719,Pudiparthi,88.0,80.0,187.3,0.31
14.205,80.045,28_515_shc_2024-25.21672,Pudiparthi,151.0,127.0,129.1,0.31
14.21,79.5,28_515_shc_2024-25.19954,Pangili,226.0,43.0,129.0,1.01
14.21,79.695,28_515_shc_2024-25.20008,Chaganam,176.0,64.0,103.3,0.25
14.21,79.7,28_515_shc_2024-25.21328,Chaganam,100.0,139.0,109.8,0.06
14.21,79.87,28_515_shc_2024-25.4688,Madamanuru,213.0,25.0,355.0,0.68
14.21,79.875,28_515_shc_2024-25.12966,Cherukumudi,251.0,1.0,303.0,0.75
14.21,79.875,28_515_shc_2024-25.3864,JATLAKONDURU,100.0,19.0,149.0,0.53
14.21,79.88,28_515_shc_2024-25.1028,JATLAKONDURU,125.0,43.0,245.0,0.16
14.21,80.075,28_515_shc_2024-25.19340,Epuru Bit-I-A,75.0,83.0,77.5,0.94
14.212,79.502,28_515_shc_2025-26.1743,Pangili,201.0,127.8,574.7,0.7
14.212,79.982,28_515_shc_2024-25.21724,Pudiparthi,113.0,35.0,122.7,0.38
14.215,79.53,28_515_shc_2024-25.19087,Rapur,151.0,1.0,90.0,0.83
14.215,79.57,28_515_shc_2024-25.5157,Rapur,63.0,35.0,206.0,0.41
14.215,79.695,28_515_shc_2024-25.5275,Chaganam,100.0,164.0,96.9,1.34
14.215,79.695,28_515_shc_2024-25.5201,Chaganam,113.0,60.0,45.2,1.12
14.215,79.87,28_515_shc_2024-25.21391,Venkanapalem,238.0,5.0,303.0,0.95
14.215,79.87,28_515_shc_2024-25.21388,Venkanapalem,213.0,17.0,284.0,0.33
14.215,79.875,28_515_shc_2024-25.3710,Manubolu,75.0,70.0,394.0,0.57
14.215,79.995,28_515_shc_2024-25.21679,Pudiparthi,176.0,164.0,155.0,0.1
14.215,80.045,28_515_shc_2024-25.19357,Epuru Bit-I-A,113.0,155.0,77.5,0.38
14.217504,79.496878,28_515_shc_2024-25.3818,Pangili,125.0,25.0,148.0,1.37
14.217731,79.496878,28_515_shc_2024-25.20282,Pangili,75.0,99.0,90.0,1.21
14.218,79.898,28_515_shc_2024-25.21420,Manubolu,125.0,1.0,181.0,0.27
14.22,79.52,28_515_shc_2024-25.19095,Rapur,176.0,1.0,71.0,0.66
14.22,79.735,28_515_shc_2024-25.5245,Pokkandala,113.0,164.0,58.1,0.24
14.22,79.855,28_515_shc_2024-25.1098,Manubolu,176.0,1.0,303.0,0.81
14.22,79.865,28_515_shc_2024-25.12970,Gurivindapudi,100.0,1.0,155.0,0.54
14.22,79.88,28_515_shc_2024-25.21463,Madamanuru,188.0,165.0,284.1,0.46
14.22,79.885,28_515_shc_2024-25.5840,Kagithalapuru,188.0,164.0,265.0,1.44
14.22,79.895,28_515_shc_2024-25.12512,Kagithalapuru,301.0,70.0,116.0,1.33
14.22,79.895,28_515_shc_2024-25.8932,Kagithalapuru,301.0,25.0,245.0,1.02
14.22,80.08,28_515_shc_2024-25.19593,Epuru Bit-I-A,138.0,90.6,58.1,0.38
14.222,79.892,28_515_shc_2024-25.12317,Kagithalapuru,213.0,42.0,265.0,0.93
14.225,79.525,28_515_shc_2024-25.19936,Rapur,251.0,25.0,109.0,0.81
14.225,79.875,28_515_shc_2024-25.12459,Manubolu,113.0,1.0,439.0,0.59
14.225,79.99,28_515_shc_2024-25.22505,Pudiparthi,213.0,1.0,135.6,0.09
14.225,79.995,28_515_shc_2024-25.22528,Pudiparthi,163.0,16.0,374.5,0.58
14.225,80.0,28_515_shc_2024-25.22487,Pudiparthi,176.0,153.0,181.3,0.75
14.225,80.015,28_515_shc_2024-25.21859,Pudiparthi,201.0,19.0,193.7,0.21
14.228,79.998,28_515_shc_2024-25.21902,Pudiparthi,125.0,5.0,271.2,0.55
14.23,79.59,28_515_shc_2024-25.3744,Gilakapadu,100.0,138.0,84.0,0.84
14.23,79.74,28_515_shc_2024-25.5230,Utukur,151.0,164.0,58.1,0.63
14.23,79.835,28_515_shc_2024-25.12737,Madamanuru,226.0,164.0,445.5,0.71
14.23,79.995,28_515_shc_2024-25.21620,Pudiparthi,100.0,164.0,329.3,0.65
14.23,80.03,28_515_shc_2024-25.21700,Pudiparthi,100.0,44.0,219.5,0.21
14.23,80.045,28_515_shc_2024-25.16561,Epuru Bit-I-A,100.0,57.9,129.1,0.38
14.23,80.05,28_515_shc_2024-25.16523,Epuru Bit-I-A,63.0,51.3,77.5,0.93
14.232,79.858,28_515_shc_2024-25.9757,Vadlapudi,188.0,8.0,284.0,0.9
14.232,80.042,28_515_shc_2024-25.2110,Epuru Bit-I-A,75.0,45.9,83.9,0.23
14.232,80.052,28_515_shc_2023-24.6877,Epuru Bit-I-A,188.0,34.9,206.6,0.9
14.235,79.525,28_515_shc_2024-25.17817,Rapur,113.0,17.0,122.0,1.21
14.235,79.545,28_515_shc_2024-25.9627,Rapur,176.0,1.0,148.0,0.64
14.235,79.605,28_515_shc_2024-25.20023,Gilakapadu,125.0,7.0,193.0,0.32
14.235,79.61,28_515_shc_2024-25.19093,Gilakapadu,163.0,43.0,174.0,0.98
14.235,79.74,28_515_shc_2024-25.5159,Utukur,100.0,43.0,19.4,0.49
14.235,79.83,28_515_shc_2024-25.17493,Madamanuru,176.0,38.0,232.5,0.41
14.235,79.835,28_515_shc_2024-25.17505,Madamanuru,188.0,71.0,542.4,0.41
14.235,79.84,28_515_shc_2024-25.5495,Madamanuru,88.0,109.0,342.0,0.43
14.235,79.98,28_515_shc_2024-25.22712,Edagali,113.0,100.0,193.7,0.34
14.235,80.015,28_515_shc_2024-25.21850,Pudiparthi,188.0,164.0,180.8,0.1
14.235,80.045,28_515_shc_2024-25.16269,Epuru Bit-I-A,113.0,41.5,58.1,0.33
14.24,79.605,28_515_shc_2024-25.5373,Gilakapadu,113.0,117.0,206.0,0.93
14.24,79.88,28_515_shc_2024-25.12853,Gurivindapudi,138.0,1.0,439.0,0.48
14.24,79.885,28_515_shc_2024-25.11796,Kudithipalle,88.0,147.0,90.0,1.33
14.24,79.955,28_515_shc_2024-25.22377,Edagali,63.0,8.0,32.3,0.69
14.24,79.96,28_515_shc_2024-25.22213,Edagali,238.0,164.0,103.3,0.34
14.24,79.97,28_515_shc_2024-25.21912,Edagali,213.0,35.0,90.4,0.69
14.24,79.995,28_515_shc_2024-25.21839,Pudiparthi,188.0,24.0,219.5,0.41
14.24,80.03,28_515_shc_2024-25.22656,Epuru Bit - II (G V R Palem),88.0,17.0,297.0,0.77
14.24,80.045,28_515_shc_2024-25.13238,Epuru Bit-I-A,88.0,5.5,77.5,0.56
14.24,80.05,28_515_shc_2024-25.19590,Epuru Bit-I-A,100.0,45.9,129.1,1.07
14.24,80.055,28_515_shc_2024-25.19602,Epuru Bit-I-A,251.0,110.3,90.4,0.44
14.242,80.052,28_515_shc_2024-25.1669,Epuru Bit-I-A,113.0,55.7,90.4,1.33
14.245,79.845,28_515_shc_2024-25.4930,Madamanuru,213.0,164.0,420.0,0.17
14.245,79.855,28_515_shc_2024-25.420,Madamanuru,226.0,164.0,245.0,0.63
14.245,79.88,28_515_shc_2024-25.8540,Manubolu,138.0,164.0,265.0,0.62
14.245,79.96,28_515_shc_2024-25.21571,Edagali,226.0,52.0,38.7,0.92
14.245,79.965,28_515_shc_2024-25.22093,Idimepalle,163.0,25.0,193.7,0.1
14.245,80.035,28_515_shc_2024-25.21821,Epuru Bit - II (G V R Palem),188.0,38.0,148.5,0.42
14.245,80.055,28_515_shc_2024-25.19604,Epuru Bit-I-A,63.0,18.6,83.9,0.26
14.248,79.852,28_515_shc_2024-25.5144,Madamanuru,238.0,129.0,329.0,0.46
14.248,79.962,28_515_shc_2024-25.22557,Edagali,188.0,8.0,129.1,0.15
14.25,79.59,28_515_shc_2024-25.5221,Pulikollu,226.0,164.0,51.7,0.62
14.25,79.74,28_515_shc_2024-25.5319,Kalichedu,138.0,164.0,12.9,0.16
14.25,79.955,28_515_shc_2024-25.22154,Idimepalle,176.0,19.0,284.1,0.17
14.25,79.96,28_515_shc_2024-25.22185,Idimepalle,151.0,51.0,219.5,0.2
14.25,79.965,28_515_shc_2024-25.21483,Idimepalle,201.0,26.0,174.3,0.2
14.25,79.995,28_515_shc_2024-25.22111,Survepalle-III @ Iskapalem,238.0,34.0,12.9,0.15
14.25,80.03,28_515_shc_2024-25.22302,Epuru Bit - II (G V R Palem),251.0,19.0,109.8,0.77
14.252,79.972,28_515_shc_2024-25.21675,Idimepalle,213.0,33.0,226.0,0.31
14.255,79.955,28_515_shc_2024-25.22447,Idimepalle,163.0,155.0,135.6,0.28
14.255,79.995,28_515_shc_2024-25.22242,Pudiparthi,113.0,41.0,309.9,0.42
14.255,80.0,28_515_shc_2024-25.21942,Survepalle-III @ Iskapalem,213.0,79.0,200.2,0.15
14.255,80.03,28_515_shc_2024-25.21500,Epuru Bit - II (G V R Palem),213.0,164.0,180.8,0.69
14.255,80.05,28_515_shc_2024-25.19353,Epuru Bit-I-A,63.0,96.1,155.0,0.75
14.258,80.032,28_515_shc_2024-25.22269,Epuru Bit - II (G V R Palem),100.0,104.0,135.6,0.15
14.262,79.598,28_515_shc_2024-25.9479,Sankurathripalle,113.0,1.0,129.0,0.66
14.262,80.008,28_515_shc_2024-25.22270,Pudiparthi,151.0,16.0,619.9,0.38
14.262,80.058,28_515_shc_2024-25.13441,Epuru Bit - I - B,75.0,57.7,77.5,0.44
14.26333,80.059105,28_515_shc_2024-25.9863,Narikellapalle,138.0,8.0,489.0,0.36
14.265,80.025,28_515_shc_2024-25.21731,Punjulurupadu,201.0,97.0,387.4,0.1
14.268,79.602,28_515_shc_2025-26.8227,Vepinapiakkmambapuram,226.0,145.0,83.9,0.21
14.268,79.968,28_515_shc_2024-25.22116,Survepalle Bit 閳 II,213.0,35.0,161.4,0.11
14.268,79.998,28_515_shc_2024-25.21891,Survepalle-III @ Iskapalem,188.0,17.0,96.9,0.34
14.268,80.008,28_515_shc_2024-25.21858,Survepalle-III @ Iskapalem,163.0,51.0,232.5,0.2
14.268,80.022,28_515_shc_2024-25.21961,Punjulurupadu,188.0,79.0,148.5,0.18
14.26957,80.058759,28_515_shc_2024-25.13405,Epuru Bit - I - B,113.0,72.1,77.5,0.8
14.272,79.612,28_515_shc_2024-25.5259,Vepinapiakkmambapuram,163.0,17.0,122.0,0.64
14.272,79.972,28_515_shc_2024-25.22421,Survepalle Bit 閳 II,188.0,25.0,226.0,0.28
14.272,80.078,28_515_shc_2024-25.20118,Muthukur,125.0,90.0,489.0,0.63
14.275,79.845,28_515_shc_2024-25.1221,Vadlapudi,138.0,1.0,220.0,0.95
14.275,80.045,28_515_shc_2024-25.1656,Epuru Bit - I - B,88.0,37.1,90.4,0.38
14.276189,80.046718,28_515_shc_2024-25.16437,Epuru Bit - I - B,125.0,60.1,174.3,1.44
14.276955,80.083919,28_515_shc_2024-25.13751,Muthukur,138.0,4.0,515.0,0.27
14.278,79.828,28_515_shc_2024-25.8595,Akkampeta,213.0,1.0,213.0,0.46
14.278,79.928,28_515_shc_2024-25.21861,Survepalle Bit 閳 II,176.0,52.0,148.5,0.44
14.278,80.008,28_515_shc_2024-25.21512,Survepalle-III @ Iskapalem,176.0,157.0,250.2,0.31
14.279045,80.080335,28_515_shc_2024-25.1704,Muthukur,188.0,25.0,489.0,0.46
14.282,79.568,28_515_shc_2024-25.5443,Vepinapiakkmambapuram,75.0,80.0,155.0,1.01
14.282,79.812,28_515_shc_2024-25.9737,Vadlapudi,138.0,62.0,394.0,1.7
14.282,79.828,28_515_shc_2024-25.8765,Akkampeta,176.0,19.0,226.0,0.64
14.282,79.968,28_515_shc_2024-25.21560,Survepalle Bit 閳 II,226.0,138.0,129.1,0.41
14.282,80.038,28_515_shc_2024-25.22052,Survepalle-IV @ N.G.Palem,188.0,105.0,77.5,0.72
14.285,79.735,28_515_shc_2024-25.3876,Devaravemur,151.0,164.0,19.4,0.16
14.285,79.975,28_515_shc_2024-25.21883,Kantepalle,213.0,97.0,6.5,0.21
14.285,80.025,28_515_shc_2024-25.21993,Survepalle-IV @ N.G.Palem,125.0,84.0,200.2,0.33
14.285,80.085,28_515_shc_2025-26.8780,Muthukur,163.0,52.4,135.6,0.74
14.286568,80.097605,28_515_shc_2024-25.16580,Muthukur,88.0,35.0,109.0,1.03
14.288,80.078,28_515_shc_2024-25.13475,Narikellapalle,200.0,43.0,264.0,0.48
14.288,80.088,28_515_shc_2024-25.16418,Muthukur,38.0,8.0,258.0,0.05
14.289284,80.095578,28_515_shc_2024-25.13746,Muthukur,163.0,6.0,374.0,0.67
14.289395,80.060751,28_515_shc_2024-25.13367,Narikellapalle,125.0,17.0,470.0,0.1
14.292,79.828,28_515_shc_2024-25.21580,Kuricherlapadu,138.0,68.0,96.9,0.34
14.292,79.832,28_515_shc_2024-25.22195,Kuricherlapadu,201.0,49.0,96.9,0.68
14.292,79.842,28_515_shc_2024-25.22024,Kuricherlapadu,251.0,58.0,116.2,0.08
14.292,79.978,28_515_shc_2024-25.22705,Survepalle Bit 閳 II,163.0,37.0,129.1,0.27
14.292,80.098,28_515_shc_2024-25.16603,Muthukur,188.0,43.0,187.0,1.22
14.295,79.835,28_515_shc_2024-25.22135,Kuricherlapadu,88.0,17.0,200.2,0.54
14.295,80.055,28_515_shc_2024-25.16287,Narikellapalle,151.0,134.0,419.0,0.31
14.295,80.105,28_515_shc_2024-25.3106,Muthukur,100.0,1.0,122.0,1.38
14.298,79.828,28_515_shc_2024-25.22216,Kuricherlapadu,226.0,85.0,90.4,0.15
14.302,80.078,28_515_shc_2024-25.20079,Mollur,113.0,45.0,245.0,0.46
14.305,80.085,28_515_shc_2024-25.16509,Mollur,238.0,52.4,83.9,0.72
14.308,79.888,28_515_shc_2024-25.21849,Kanupur Bit-II @ Chowtapalem,163.0,63.0,103.3,0.46
14.308,79.888,28_515_shc_2024-25.21857,Kanupur Bit-II @ Chowtapalem,88.0,36.0,19.4,0.54
14.308,80.062,28_515_shc_2024-25.16563,Valluru,138.0,11.0,116.0,1.62
14.312,79.708,28_515_shc_2024-25.9405,Degapudi,238.0,40.4,90.4,0.51
14.312,80.078,28_515_shc_2024-25.9911,Mollur,75.0,129.0,122.0,0.87
14.312,80.082,28_515_shc_2024-25.13218,Mollur,226.0,22.0,225.0,0.25
14.313471,80.025349,28_515_shc_2024-25.16494,Survepalle Bit - V,25.0,17.0,393.0,1.0
14.315922,80.029364,28_515_shc_2024-25.3079,Survepalle Bit - V,163.0,35.0,580.0,0.94
14.318,79.718,28_515_shc_2024-25.8563,Degapudi,151.0,164.0,71.0,0.62
14.318,80.098,28_515_shc_2024-25.16461,Mamidipudi,113.0,26.2,83.9,0.48
14.322,79.718,28_515_shc_2024-25.9262,Degapudi,100.0,31.7,83.9,0.88
14.322,80.092,28_515_shc_2024-25.16496,Mamidipudi,125.0,45.9,83.9,0.48
14.325,79.875,28_515_shc_2024-25.21613,Kasumuru,226.0,37.0,122.7,0.78
14.325,79.955,28_515_shc_2024-25.21818,Survepalle Bit-I,163.0,57.0,213.1,0.41
14.328,79.922,28_515_shc_2024-25.22085,Kanupuru Bit - I,213.0,9.0,32.3,0.96
14.328,80.058,28_515_shc_2025-26.10637,Valluru,138.0,69.9,309.9,0.82
14.328,80.078,28_515_shc_2024-25.13795,Mamidipudi,113.0,57.9,77.5,0.39
14.328,80.082,28_515_shc_2024-25.19374,Mamidipudi,75.0,65.5,129.1,0.73
14.332,79.788,28_515_shc_2024-25.9252,Vadlapudi,163.0,1.0,174.0,0.66
14.332,80.088,28_515_shc_2024-25.16299,Mamidipudi,151.0,55.7,116.2,0.24
14.335,80.125,28_515_shc_2025-26.11224,Nelaturu,163.0,62.2,83.9,0.2
14.338,79.712,28_515_shc_2024-25.9692,Prabagiripatnam,238.0,157.2,129.1,0.45
14.338,79.772,28_515_shc_2024-25.8580,Biradavolu,238.0,54.6,51.7,0.62
14.338,79.872,28_515_shc_2024-25.21862,Kasumuru,88.0,25.0,90.4,0.78
14.338,79.928,28_515_shc_2024-25.21722,Kanupuru Bit - I,176.0,91.0,77.0,0.31
14.342,79.858,28_515_shc_2024-25.22180,Kasumuru,88.0,10.0,155.0,0.14
14.342,79.862,28_515_shc_2024-25.22465,Kasumuru,176.0,39.0,135.6,0.48
14.342,80.062,28_515_shc_2024-25.3171,Survepalle Bit - V,113.0,164.0,264.0,0.55
14.345,79.985,28_515_shc_2024-25.22684,Survepalle Bit-I,138.0,70.0,122.7,0.42
14.348,79.862,28_515_shc_2024-25.22072,Kasumuru,176.0,37.0,77.5,0.14
14.348,80.108,28_515_shc_2024-25.13145,Pynampuram,100.0,37.1,122.7,0.26
14.352,80.068,28_515_shc_2024-25.16532,Amudalapadu,88.0,80.0,116.0,1.56
14.352,80.082,28_515_shc_2024-25.16526,Amudalapadu,100.0,157.0,167.0,1.74
14.352,80.112,28_515_shc_2024-25.6598,Ananthapuram,75.0,7.6,167.9,0.48
14.355,80.075,28_515_shc_2024-25.19465,Pidatapolur,88.0,19.0,180.0,0.63
14.355,80.125,28_515_shc_2024-25.2379,Eduru - II,100.0,38.2,116.2,0.56
14.358,79.822,28_515_shc_2024-25.22276,Palicherlapadu,238.0,128.0,206.6,0.1
14.358,80.108,28_515_shc_2024-25.14996,Ananthapuram,238.0,18.6,103.3,0.35
14.362,79.502,28_515_shc_2024-25.4478,Penubarthi Gopasamudram,125.0,1.0,193.0,0.87
14.362,79.652,28_515_shc_2024-25.4830,Vavintaparthi,163.0,48.0,309.9,0.69
14.362,79.888,28_515_shc_2024-25.22544,Kandalapadu,176.0,105.0,45.2,0.77
14.362,80.112,28_515_shc_2024-25.231,Ananthapuram,75.0,18.6,90.4,0.17
14.368,80.042,28_515_shc_2024-25.20355,Brahmadevam,125.0,54.0,258.0,0.52
14.368,80.118,28_515_shc_2024-25.14844,Ananthapuram,100.0,38.2,148.5,0.14
14.372,79.912,28_515_shc_2024-25.22191,Kumkumpudi,163.0,52.0,116.2,0.23
14.372,79.948,28_515_shc_2024-25.11096,Kanuparthipadu,176.0,42.6,193.7,0.51
14.372,79.972,28_515_shc_2024-25.22399,Epuru Bit - II (G V R Palem),100.0,35.0,122.7,0.54
14.375,80.005,28_515_shc_2024-25.19840,Kakupalle-I,100.0,18.6,174.3,0.34
14.378,79.668,28_515_shc_2024-25.2666,Mogallur,88.0,164.0,71.0,0.1
14.378,79.982,28_515_shc_2024-25.11113,Kanuparthipadu,226.0,25.1,187.3,0.15
14.378,80.008,28_515_shc_2024-25.19890,Kakupalle-I,188.0,38.2,45.2,0.52
14.378,80.012,28_515_shc_2024-25.8004,Kakupalle-I,213.0,17.5,71.0,0.71
14.382,80.118,28_515_shc_2024-25.2232,Eduru - I,113.0,17.5,51.7,0.36
14.382,80.122,28_515_shc_2024-25.15555,Eduru - II,138.0,89.5,77.5,0.14
14.385,79.885,28_515_shc_2024-25.8251,Donthali,100.0,52.4,58.1,0.83
14.385,80.055,28_515_shc_2024-25.6088,Varigonda,100.0,18.6,109.8,0.4
14.385525,80.038929,28_515_shc_2024-25.15379,T.P.Gudur Bit-II,138.0,62.2,32.3,0.61
14.388,79.718,28_515_shc_2024-25.4462,Podalakur,125.0,22.9,32.3,0.07
14.388,80.152,28_515_shc_2024-25.15248,Eduru - II,75.0,18.6,161.4,0.64
14.389337,80.038625,28_515_shc_2024-25.578,Varigonda,151.0,167.0,58.1,0.14
14.390169,80.036942,28_515_shc_2024-25.15518,T.P.Gudur Bit-II,75.0,157.2,25.3,0.5
14.391189,80.035932,28_515_shc_2024-25.14899,Varigonda,163.0,1.1,90.4,0.41
14.392,79.418,28_515_shc_2023-24.7046,Tegacherla,138.0,17.5,155.0,0.27
14.392,79.422,28_515_shc_2024-25.5268,Rapur,151.0,8.0,238.0,0.7
14.392,79.668,28_515_shc_2024-25.9576,Mogallur,163.0,93.9,32.3,0.1
14.392,79.718,28_515_shc_2024-25.4629,Podalakur,125.0,57.9,90.4,0.11
14.392,79.898,28_515_shc_2024-25.18664,Donthali,100.0,34.9,122.7,0.86
14.393897,80.039378,28_515_shc_2024-25.17104,Varigonda,113.0,30.6,135.6,0.54
14.394,80.0441,28_515_shc_2024-25.14428,Varigonda,213.0,1.1,64.6,0.44
14.394638,80.047701,28_515_shc_2024-25.3230,Varigonda,201.0,38.2,45.2,0.61
14.395886,80.044014,28_515_shc_2024-25.240,Varigonda,151.0,25.1,90.4,0.6
14.395955,80.038608,28_515_shc_2024-25.14041,Varigonda,238.0,63.3,45.2,0.29
14.398,79.558,28_515_shc_2024-25.16122,Dachuru,251.0,164.0,193.0,0.42
14.398,80.148,28_515_shc_2024-25.15539,Eduru - II,113.0,1.1,122.7,0.45
14.402,79.802,28_515_shc_2024-25.9611,Marupuru,100.0,164.0,148.5,0.18
14.402,79.858,28_515_shc_2024-25.4152,Amancherla,88.0,25.1,51.7,0.55
14.402,80.072,28_515_shc_2025-26.1326,T.P.Gudur Bit-II,113.0,90.0,425.0,0.46
14.408,79.862,28_515_shc_2024-25.3294,Amancherla,251.0,34.9,135.6,0.58
14.408,80.158,28_515_shc_2024-25.2224,Koduru Khandrika,238.0,1.1,109.8,0.37
14.408822,80.041498,28_515_shc_2024-25.3231,Varigonda,75.0,34.9,51.7,0.17
14.412,79.758,28_515_shc_2024-25.17576,Thoderu,238.0,164.0,58.1,0.28
14.412,80.042,28_515_shc_2024-25.6990,Varigonda,188.0,85.2,19.4,0.25
14.412,80.138,28_515_shc_2025-26.3580,Koduru -II,176.0,1.0,264.0,0.9
14.412,80.158,28_515_shc_2024-25.18037,Koduru -II,100.0,42.6,161.4,0.18
14.415,79.645,28_515_shc_2024-25.5010,Yeturu,201.0,18.6,148.5,0.24
14.416032,80.093699,28_515_shc_2024-25.16864,Thotapalle,163.0,17.5,161.4,0.82
14.418,79.588,28_515_shc_2024-25.12138,Nernoor,113.0,74.2,90.4,0.54
14.418,79.858,28_515_shc_2024-25.8119,Amancherla,213.0,42.4,64.6,0.62
14.418,80.028,28_515_shc_2024-25.7688,Chintareddipalem (Part),276.0,8.0,225.0,2.39
14.418,80.072,28_515_shc_2024-25.15400,T.P.Gudur Bit-II,7.5,17.5,38.7,0.17
14.422,79.392,28_515_shc_2024-25.5302,Garimenapenta,113.0,1.0,193.0,1.37
14.422,79.582,28_515_shc_2024-25.12193,Nernoor,251.0,99.4,251.8,0.26
14.422,79.972,28_515_shc_2024-25.18353,Sajjapuram,163.0,1.1,174.3,0.18
14.422,80.048,28_515_shc_2024-25.6475,Chinna Cherukur,63.0,1.1,174.3,0.35
14.425,79.695,28_515_shc_2024-25.11802,Althurthi,88.0,48.0,77.5,0.31
