Point_ID,Latitude,Longitude,N,P,K,OC,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDVI,NDRE,EVI,SAVI
Point_242,14.927193,79.606036,50.0,4.6,229.7,0.24,393.5,637.0,936.5,1212.0,1492.5,2333.5,2606.0,2634.5,2869.0,2985.5,2867.5,1966.0,0.3698167164955154,0.2767143203295372,0.6932261208576997,0.554652976345204
Point_243,14.926652,79.605528,50.0,4.6,229.7,0.24,392.0,507.5,809.5,821.0,1380.0,2309.0,2609.5,2509.5,2823.0,2954.5,2561.5,1676.0,0.5069809337937247,0.29039722329348244,1.1627987053233249,0.7603572500750525
Point_244,14.926529,79.605491,50.0,4.6,229.7,0.24,392.0,459.0,761.5,832.0,1333.0,2307.0,2613.5,2476.0,2870.0,2954.5,2493.0,1701.5,0.4969770253929867,0.3000787608296141,1.0207376133118093,0.7453528789481638
Point_245,14.915923,79.585342,176.0,2.3,155.2,0.31,413.5,628.5,946.0,1425.0,1881.5,2289.0,2556.5,2707.0,2869.0,2887.0,3581.0,2685.5,0.31026137463697967,0.17990628745777487,0.48974290407609733,0.4653357531760436
Point_246,14.917177,79.584242,201.0,10.0,186.2,0.29,412.0,564.0,823.0,922.5,1510.0,2621.5,3015.0,3116.0,3295.0,3137.0,2484.0,1499.0,0.5431472081218274,0.34716817985300474,1.2401062867480777,0.8146199554345135
Point_247,14.917047,79.584616,201.0,10.0,186.2,0.29,368.0,466.5,704.5,777.5,1248.0,2191.5,2499.5,2452.0,2757.5,2879.0,2312.5,1534.5,0.5185013159931878,0.3254054054054054,1.1566622919113076,0.7776315789473683
Point_248,14.917035,79.584919,201.0,10.0,186.2,0.29,351.5,470.5,787.5,931.5,1420.5,2186.0,2469.5,2523.0,2663.5,2862.5,2564.0,1837.5,0.4607034303082935,0.2795739825028528,0.8679173256257839,0.6909551374819103
Point_249,14.916998,79.584972,201.0,10.0,186.2,0.29,351.5,470.5,787.5,931.5,1420.5,2186.0,2469.5,2523.0,2663.5,2862.5,2564.0,1837.5,0.4607034303082935,0.2795739825028528,0.8679173256257839,0.6909551374819103
Point_250,14.916966,79.584925,201.0,10.0,186.2,0.29,351.5,482.5,781.0,1006.5,1420.5,2186.0,2469.5,2607.0,2663.5,2862.5,2564.0,1837.5,0.4429223744292237,0.29459962756052144,0.7957539899567444,0.6642916436081904
Point_251,14.916913,79.584955,201.0,10.0,186.2,0.29,351.5,482.5,781.0,1006.5,1420.5,2186.0,2469.5,2607.0,2663.5,2862.5,2564.0,1837.5,0.4429223744292237,0.29459962756052144,0.7957539899567444,0.6642916436081904
Point_252,14.91673,79.584584,201.0,10.0,186.2,0.29,368.0,547.0,825.5,922.0,1265.5,2250.0,2571.0,2673.0,2817.5,2879.0,2456.5,1613.0,0.4870653685674548,0.35736955693792055,1.0667722675764593,0.7304964539007092
Point_253,14.916707,79.584854,201.0,10.0,186.2,0.29,351.5,376.5,683.0,657.5,1326.0,2723.0,3109.0,3284.5,3302.0,2862.5,2435.5,1600.0,0.6664129883307965,0.4247912373929075,1.4903273387417033,0.9994927076727964
Point_254,14.916769,79.585153,201.0,10.0,186.2,0.29,351.5,492.5,749.5,979.0,1390.5,2519.0,2817.5,2741.5,3049.0,2862.5,2484.5,1699.5,0.47372664964386507,0.3269603097773475,0.8950789700878574,0.7104944907282988
Point_255,14.9168,79.584948,201.0,10.0,186.2,0.29,351.5,414.5,700.0,737.5,1326.0,2723.0,3109.0,3177.5,3302.0,2862.5,2435.5,1600.0,0.6232439335887612,0.41112468080381925,1.3571388842538519,0.9347465202400714
Point_256,14.916802,79.585112,201.0,10.0,186.2,0.29,351.5,538.0,782.0,1151.0,1390.5,2519.0,2817.5,2556.0,3049.0,2862.5,2484.5,1699.5,0.3790126787159428,0.2953249714937286,0.6471075902726603,0.5684423465947404
Point_257,14.916777,79.584735,201.0,10.0,186.2,0.29,351.5,368.0,663.5,600.0,1346.5,2464.0,2774.0,3149.0,3019.0,2862.5,2492.0,1627.0,0.6799146439050413,0.40095651206762317,1.5971177944862156,1.019735964795306
Point_258,14.801453,80.00062,213.0,8.4,478.0,0.19,533.5,814.5,1233.0,1380.0,2014.5,3194.5,3645.5,3778.0,4182.5,4023.0,3066.0,1841.5,0.46490887941062425,0.30444540353905913,1.0075206924078821,0.6972957255015994
Point_259,14.811309,79.99158,238.0,1.5,596.0,0.13,455.0,741.5,1174.0,1528.0,1835.5,2198.0,2297.5,2287.0,2337.5,2486.5,3210.0,2139.5,0.19895150720838795,0.10952092177077016,0.3218966029093685,0.298388153584065
Point_260,14.828319,79.994628,176.0,16.1,602.0,0.13,490.5,918.0,1248.0,1638.0,1786.0,2558.0,2873.0,2796.0,3161.0,3342.0,3314.0,2350.0,0.26116373477672533,0.22042776080314272,0.5043554006968641,0.39170143195399704
Point_261,14.753878,79.679921,151.0,10.0,130.4,0.08,550.5,879.5,1244.0,1746.0,2104.5,2566.5,2881.0,2989.0,3233.5,3230.0,3586.0,2713.5,0.26251319957761354,0.17365269461077845,0.4523454274173005,0.39372822299651566
Point_262,14.75371,79.680201,151.0,10.0,130.4,0.08,432.5,647.5,1008.0,1193.0,1832.0,2439.5,2729.0,2781.0,3015.5,2865.5,3230.5,2294.0,0.3995973829894313,0.2057229568610449,0.7809195967543645,0.5993206692665745
Point_263,14.753333,79.680527,151.0,10.0,130.4,0.08,552.0,900.5,1284.0,1803.0,2149.5,2580.0,2875.5,3015.0,3215.0,3170.5,3788.5,2784.0,0.25155666251556663,0.16758640720302062,0.42795099043112883,0.3772958389540314
Point_264,14.753063,79.679548,151.0,10.0,130.4,0.08,268.0,358.5,590.0,388.0,966.0,2152.5,2430.0,2448.0,2673.5,2625.0,1739.0,967.0,0.7263751763046544,0.43409490333919154,2.466179815635101,1.0893707033315705
Point_265,14.75228,79.677464,163.0,11.5,99.3,0.06,358.5,444.0,733.0,861.0,1405.5,2206.5,2430.5,2472.0,2662.5,2534.0,2481.0,1782.0,0.48334833483348333,0.2750483558994197,0.934671617544674,0.7249137543122843
Point_266,14.752084,79.677682,163.0,11.5,99.3,0.06,404.0,526.0,830.0,951.0,1444.5,2221.0,2528.5,2600.0,2709.5,2657.5,2591.0,1795.5,0.4643762320473106,0.28569662504635923,0.9450939935809262,0.6964662818527383
Point_267,14.75386,79.677962,151.0,14.16,111.7,0.42,394.0,319.5,543.0,381.5,934.5,2046.0,2343.0,2434.0,2577.0,1984.5,1587.0,911.0,0.7290001775883502,0.44515362921181534,2.2043819138653205,1.0933061079545454
Point_268,14.753394,79.678195,151.0,14.16,111.7,0.42,290.0,395.5,629.0,552.5,1077.0,2074.0,2385.5,2260.0,2580.5,2696.0,1880.0,1113.0,0.6071111111111112,0.3545100389571471,1.6356930740492384,0.9105047991468185
Point_269,14.750755,79.720132,138.0,18.4,434.5,0.5,378.0,678.5,960.0,1152.0,1527.5,2333.0,2562.0,2665.0,2817.0,2867.0,2387.0,1713.0,0.3963845952318575,0.2713178294573643,0.8425683577434984,0.5944990176817289
Point_270,14.75463,79.727788,176.0,9.2,428.3,1.4,458.5,676.5,977.0,1246.5,1546.0,2074.0,2305.5,2311.5,2547.0,2597.5,2641.0,2005.5,0.29932546374367625,0.1984445884640311,0.564358009644428,0.448925108894197
Point_271,14.769188,79.718227,238.0,7.7,273.1,0.1,367.0,480.0,826.0,1244.0,1553.0,2401.0,2631.0,2615.0,2763.0,2659.0,2907.0,2367.0,0.35527338688779475,0.2547984644913628,0.5289351851851852,0.5328410415856977
Point_272,14.765781,79.701506,113.0,5.4,204.8,0.55,461.5,492.5,744.0,879.0,1394.0,1882.0,2071.0,1723.5,2288.5,3063.0,2518.5,1750.0,0.32449567723342937,0.10569366479550922,0.6388531658975717,0.4866500192086055
Point_273,14.765781,79.705291,113.0,6.9,322.8,0.46,388.0,530.5,844.5,915.0,1400.5,2513.0,3101.0,3262.0,3388.5,3451.5,2427.0,1521.0,0.5618865214268614,0.39924932975871313,1.2289888464156675,0.8427289048473967
Point_274,14.764844,79.708195,238.0,10.0,471.8,0.06,568.0,844.0,1193.0,1396.0,2045.0,2914.0,3317.0,3504.0,3762.0,3829.0,3412.0,2440.0,0.43020408163265306,0.26293025770409084,0.949378490362097,0.645240281603918
Point_275,14.764163,79.705027,88.0,1.5,285.5,0.54,365.0,479.0,730.0,811.5,1151.0,1504.0,1686.5,1975.5,1776.5,2278.0,1850.0,1367.0,0.4176533907427341,0.2637134175595714,0.8945588687365509,0.6263677130044842
Point_276,14.764929,79.69781,176.0,3.1,211.0,0.55,530.5,742.0,1136.0,1452.0,2057.5,2734.0,3112.0,3218.0,3508.0,3474.5,3563.5,2509.0,0.3781584582441114,0.21997914889583925,0.6935281181275527,0.5671769617813938
Point_277,14.765014,79.696138,201.0,2.8,99.3,0.35,412.0,546.5,871.0,953.0,1365.0,2278.0,2541.0,2767.0,2899.5,2890.0,2422.0,1584.0,0.4876344086021505,0.3393030009680542,1.0336771326001482,0.731353312726784
Point_278,14.763822,79.700538,138.0,6.1,409.7,0.3,485.0,809.0,1288.0,1748.0,2208.0,2749.0,2994.0,3256.0,3493.0,3340.0,3897.0,2850.0,0.30135891286970423,0.191800878477306,0.49104526212959954,0.4519932061144969
Point_279,14.764503,79.704587,88.0,1.5,285.5,0.54,407.0,662.0,987.0,1314.0,1611.0,2351.0,2684.0,2688.0,3117.0,3258.0,3057.0,2161.0,0.34332833583208394,0.2505233775296581,0.6125178316690443,0.5149281698938164
Point_280,14.764929,79.708107,238.0,10.0,471.8,0.06,560.0,836.0,1182.0,1400.0,2045.0,2937.0,3410.0,3504.0,3848.0,3647.0,3509.0,2481.0,0.4290375203915171,0.26293025770409084,0.9334516415261757,0.643490671831991
Point_281,14.763992,79.710747,38.0,4.6,111.7,0.1,450.0,589.0,920.5,1008.0,1612.5,2581.0,2937.0,2883.5,3291.5,3166.0,2559.5,1682.5,0.4819478350250546,0.28269572953736655,1.0384828349944628,0.7228288797533402
Point_282,14.762118,79.711715,151.0,5.4,173.8,0.43,464.0,677.0,1039.0,1194.0,1682.5,2601.5,3050.0,3144.0,3330.5,3165.0,2493.5,1774.5,0.44951590594744123,0.30280741738319694,0.9318551084774922,0.6741961507433445
Point_283,14.761778,79.704763,151.0,6.1,285.5,0.19,447.0,579.5,870.5,1051.0,1845.0,2573.5,2882.5,2901.5,3207.5,3393.5,3183.5,2182.0,0.4681846932321316,0.22258506267776257,0.9514628001439662,0.7021882114849481
Point_284,14.759563,79.711715,125.0,0.8,446.9,0.54,518.0,696.0,1056.0,1394.0,1991.0,2833.0,3141.0,3204.0,3588.0,3611.0,3546.0,2561.0,0.3936494127881688,0.23349374398460057,0.7127106630965506,0.5904099162770469
Point_285,14.756678,79.710659,163.0,4.6,446.9,0.43,528.0,797.0,1066.0,1235.0,1814.0,2723.0,3077.0,3142.0,3410.0,3400.0,2978.0,2106.0,0.43568654329449397,0.2679580306698951,1.0419626270352966,0.653455168475157
Point_286,14.755656,79.712243,138.0,6.1,453.1,0.53,360.5,684.0,1014.0,1209.5,1689.0,2588.0,3034.5,3090.0,3325.5,3292.5,3006.5,1981.5,0.437376439120828,0.29315756434400503,0.9009678037562284,0.6559883720930233
Point_287,14.754464,79.709867,163.0,6.1,105.5,1.21,577.5,828.0,1182.0,1625.0,2041.0,2855.0,3236.5,3321.0,3724.0,3258.5,3714.5,2785.5,0.3429033562474727,0.23871689668034315,0.6178956572427864,0.5143030425553421
Point_288,14.754038,79.727731,176.0,9.2,428.3,1.4,456.5,638.5,928.5,1077.0,1487.0,2005.5,2248.5,2250.0,2431.5,2503.0,2344.5,1786.5,0.3525698827772768,0.20417447150120419,0.7472765496591706,0.5287753568745304
Point_289,14.758297,79.700714,188.0,7.7,260.7,0.44,513.5,772.0,1142.0,1600.0,2033.0,2787.0,3278.0,3444.0,3698.0,3460.0,3495.0,2490.0,0.3655828707375099,0.2576227861968231,0.6354238456237078,0.5483199524234315
Point_290,14.78503,79.497429,88.0,45.31,86.9,0.27,428.5,522.5,729.0,885.5,1400.5,2150.0,2461.5,2523.0,2808.0,2626.5,2618.5,1598.0,0.48041660554496113,0.2860965974257678,1.0447904038792828,0.7205192138457026
Point_291,14.786381,79.49633,100.0,16.9,248.3,0.39,467.0,486.0,743.0,831.0,1301.5,2107.0,2456.5,2690.0,2777.5,2768.5,2530.0,1511.5,0.5279750071002556,0.34786421144932983,1.15265376984127,0.7918500638932273
Point_292,14.784847,79.495024,63.0,0.8,198.6,0.35,519.5,660.0,1035.5,1027.0,1557.0,2272.5,2526.5,2566.0,2719.0,2713.0,2426.0,1827.0,0.4283328694684108,0.2447247150133398,1.0181264884890182,0.6424099067761235
Point_293,14.785344,79.492269,25.0,26.1,149.0,0.41,484.5,549.0,787.5,864.0,1328.0,2031.5,2320.0,2419.5,2612.0,2608.5,2510.5,1694.5,0.4737322978529009,0.2912608405603736,1.1152136507026098,0.7104902557856273
Point_294,14.78661,79.492447,138.0,5.4,316.6,0.36,402.5,483.0,729.5,912.0,1369.0,2014.0,2273.0,2425.0,2640.0,2631.5,2390.0,1534.0,0.45340125861552294,0.2783342119135477,0.8846918489065607,0.6799999999999999
Point_295,14.786552,79.491495,138.0,5.4,316.6,0.36,423.0,548.0,784.0,954.0,1349.0,2175.5,2477.0,2596.0,2771.5,2622.5,2384.5,1702.0,0.46253521126760566,0.31609632446134345,0.9748278318689148,0.6937051119560624
Point_296,14.785632,79.4909,25.0,50.69,260.7,0.15,438.5,463.5,722.0,719.0,1216.5,1906.5,2209.5,2236.0,2474.0,2515.0,2315.0,1571.0,0.5133671742808799,0.2952932657494569,1.2334336124888203,0.7699204872272035
Point_297,14.785459,79.49209,25.0,26.1,149.0,0.41,484.5,629.0,936.5,1107.0,1458.5,2047.5,2293.5,2458.0,2578.5,2608.5,2739.5,2003.0,0.37896213183730715,0.2552023490361292,0.7705030226987566,0.5683634833824147
Point_298,14.784596,79.491793,25.0,50.69,260.7,0.15,426.5,597.0,837.0,1041.5,1439.5,2079.5,2343.5,2463.0,2625.5,2729.5,2726.0,1882.5,0.40562134398630334,0.26226777706598337,0.8390390744894345,0.6083452211126962
Point_299,14.78333,79.492805,13.0,36.1,130.4,0.24,430.5,594.0,929.0,1112.5,1451.0,1745.5,1905.5,1970.5,2115.0,2506.0,2311.5,1967.0,0.2783003567953292,0.15183399093964636,0.5117499701777407,0.4173828441705854
Point_300,14.782409,79.49453,113.0,11.5,12.4,0.44,467.0,651.5,989.0,978.0,1470.5,2277.5,2503.5,2620.0,2693.5,2610.0,2218.5,1657.5,0.4563646470261256,0.28101699058794766,1.1394073971271945,0.6844518549395582
Point_301,14.781086,79.489769,151.0,31.5,397.3,0.15,331.0,371.0,607.0,533.0,1108.5,1991.0,2284.0,2312.5,2568.0,2615.5,2271.0,1457.5,0.6253733965911088,0.3519438760596317,1.6301758886038842,0.9378952916373858
Point_302,14.781891,79.48239,100.0,22.3,155.2,0.39,364.0,449.0,689.0,524.5,1122.5,2370.5,2718.5,2834.0,3002.5,3024.0,2381.0,1309.0,0.6876581807354474,0.4325792998862631,2.20835723847772,1.0313337302768681
Point_303,14.782582,79.48114,50.0,16.9,111.7,0.53,531.0,486.0,725.5,594.0,1368.0,2330.0,2662.0,2875.0,2964.0,2989.5,2803.5,1879.5,0.6575381954453733,0.35517322649069055,2.0402504472271916,0.9861651534803285
Point_304,14.781661,79.482271,100.0,22.3,155.2,0.39,374.5,420.5,692.5,475.5,1115.5,2392.5,2789.5,2948.0,3049.5,2948.0,2220.0,1150.5,0.7222141083686286,0.45096591608219516,2.33408854904182,1.0831629672897196
Point_305,14.785862,79.482093,100.0,59.1,62.1,0.21,446.5,521.5,794.5,752.0,1360.0,2653.0,3023.0,3162.0,3335.5,3232.5,2670.0,1678.0,0.6157383750638733,0.39849624060150374,1.6007970773829292,0.9234895899859497
Point_306,14.784193,79.47876,176.0,5.4,211.0,0.45,559.0,1176.5,1498.0,1818.0,1799.5,2541.0,2796.5,2905.5,3108.0,3072.5,3329.5,2408.0,0.23023181962527786,0.23506907545164718,0.5447578019335771,0.34531117696867064
Point_307,14.78287,79.47632,38.0,9.2,117.9,0.24,437.0,585.5,867.0,925.5,1630.0,2529.0,2844.5,3009.0,3168.0,3062.0,3107.0,2067.0,0.5295463210064811,0.29726234102177196,1.2485767363816145,0.7942185514612453
Point_308,14.782409,79.480843,50.0,16.9,111.7,0.53,465.5,644.5,930.5,1038.0,1578.0,2528.5,2859.0,3033.5,3197.0,3122.0,3092.5,2053.0,0.4901142085226575,0.3156239835194622,1.1264465142534577,0.7350810412573674
Point_309,14.780626,79.477451,38.0,11.5,130.4,0.27,437.0,700.5,977.0,1045.0,1504.5,2455.0,2746.0,2780.5,3021.0,2985.0,2690.0,2006.5,0.4536661874264802,0.29778296382730457,1.142452768086367,0.6804103502352327
Point_310,15.111875,79.716724,25.0,1.5,147.5,0.36,543.0,678.0,981.0,1108.0,1584.5,2446.0,2699.5,2732.0,3067.5,3004.0,2867.5,1991.0,0.42291666666666666,0.2658403799374493,0.9450651769087524,0.6342924098424685
Point_311,15.116177,79.698258,113.0,13.1,316.0,0.56,526.0,516.5,797.0,790.5,1329.5,2387.5,2764.0,2904.0,3029.0,3006.0,2642.5,1701.5,0.5720665854648802,0.3719144915554506,1.3999470093396038,0.8579837618403248
Point_312,15.086065,79.72271,138.0,37.6,182.6,0.28,908.5,1491.0,1814.0,1918.0,1810.0,2391.0,2521.5,3104.0,2811.5,2621.5,2907.5,2399.5,0.23616089207487057,0.2633292633292633,0.8643054948258272,0.35420607267297166
Point_313,15.082991,79.7222,151.0,63.0,259.9,0.28,513.5,537.0,805.5,774.0,1396.5,2523.0,2974.5,3162.0,3226.5,3223.5,2924.0,1827.5,0.6067073170731707,0.3872984534386311,1.5795740177272126,0.9099453829544012
Point_314,14.915607,79.885454,163.0,20.6,70.2,0.57,506.5,854.5,1163.0,1351.0,2221.5,2998.5,3353.0,3406.0,3713.5,3307.5,3118.5,1939.0,0.4319949548034476,0.21048422923145269,1.006514179360337,0.6479243300052548
Point_315,14.913226,79.885116,176.0,3.5,305.0,0.32,604.5,822.0,1190.5,1555.0,2152.0,2813.0,3151.0,3248.0,3598.0,3497.5,3999.0,2927.0,0.3524880283156361,0.20296296296296296,0.6598846273776114,0.5286770063495368
Point_316,14.907891,79.887708,25.0,44.6,168.6,0.47,415.5,520.5,813.5,874.0,1496.5,2672.0,3022.0,3119.0,3293.5,3287.5,2636.5,1689.5,0.5622339093413473,0.35153287834470803,1.2583375371335688,0.8432452735695506
Point_317,14.903972,79.887483,163.0,9.4,126.4,0.8,400.5,556.0,850.0,1064.0,1607.0,2097.5,2358.0,2372.5,2458.0,2411.0,2749.0,1992.0,0.38076531354575877,0.1923608493529338,0.7130790190735694,0.5710648821646784
Point_318,14.90027,79.888271,113.0,85.8,119.4,0.8,430.5,574.0,914.0,1111.0,1619.0,2242.5,2504.5,2393.0,2786.5,2860.5,2728.0,1725.0,0.3658675799086758,0.19292123629112662,0.6740273396424816,0.5487230703381367
Point_319,14.898855,79.890525,38.0,2.9,119.4,0.65,458.5,568.0,922.5,1128.0,1689.5,2175.5,2423.5,2498.0,2608.0,2696.0,2862.0,2089.0,0.37782680639823496,0.19307462686567164,0.6840423407229879,0.5666620708672274
Point_320,14.899943,79.89199,38.0,2.9,119.4,0.65,567.0,683.0,1011.5,1159.5,1654.0,2371.5,2666.5,2783.0,2873.5,2935.0,2867.0,1964.0,0.41179454660748255,0.2544512057696642,0.8788026415502869,0.617613492264773
Point_321,14.899508,79.893794,50.0,6.5,77.3,0.87,505.0,741.5,1114.0,1282.0,1889.5,2695.5,3105.5,3209.5,3422.0,3380.0,3074.0,2179.0,0.42914393855059557,0.25887428907628945,0.902176456821905,0.6436442564559216
Point_322,14.899508,79.896273,100.0,18.8,168.6,0.95,437.0,488.0,763.5,841.0,1430.5,2259.0,2540.5,2572.0,2820.0,2836.5,2904.0,2009.0,0.5071784353940815,0.28519675202998124,1.0930790603687799,0.7606562179581076
Point_323,14.891141,79.893262,125.0,8.8,273.9,0.71,501.5,625.0,978.5,821.5,1631.0,2586.5,2950.0,3099.0,3236.5,3149.5,2501.5,1500.5,0.5809208009182503,0.3103594080338266,1.703950321711806,0.8712700841622034
Point_324,14.88619,79.899235,176.0,105.7,168.6,0.47,520.0,743.5,1107.0,1444.0,1798.0,2601.0,2940.0,3248.0,3329.0,3116.0,3376.5,2455.5,0.38448422847399827,0.28735632183908044,0.7117213082416065,0.5766648907831646
Point_325,14.886953,79.901602,138.0,0.6,49.2,0.65,525.5,722.0,1066.0,1465.0,1842.0,2609.5,2937.0,3048.0,3318.0,3304.0,3436.5,2605.5,0.3507644582317749,0.24662576687116564,0.6160491905354919,0.5260884014622799
Point_326,14.885973,79.90318,13.0,21.1,154.5,0.28,490.5,611.0,890.5,976.0,1617.0,2331.0,2617.5,2786.5,3010.0,2972.0,2377.5,1487.5,0.48119601328903655,0.2655841943908255,1.1145653779857179,0.7216981132075472
Point_327,14.887388,79.909152,88.0,20.0,49.2,0.58,530.5,621.0,973.0,1184.5,1716.0,2443.0,2748.5,2874.5,3116.0,3107.5,3444.5,2368.5,0.41635870904163585,0.25236902298224595,0.7934272300469483,0.6244611405345486
Point_328,14.883686,79.907462,63.0,55.8,575.9,0.56,612.0,567.5,935.5,1025.5,1685.0,2660.5,3066.5,3198.5,3290.0,2970.0,3180.5,2382.0,0.5144412878787878,0.3099211631002355,1.0659798871719401,0.7715706000710143
Point_329,14.882706,79.910505,138.0,63.4,407.3,0.66,796.0,657.5,924.0,1070.5,1696.0,2273.0,2529.0,2523.0,2800.5,2866.5,2998.0,2324.5,0.4042020314456658,0.1960180137473335,0.9042520077196041,0.6062186978297162
Point_330,14.881835,79.912083,138.0,63.4,407.3,0.66,621.0,852.5,1107.0,1285.0,1673.0,2523.5,2837.5,2495.0,3132.0,3213.0,2977.0,2253.5,0.3201058201058201,0.1972168905950096,0.7934946553872385,0.4800952254992725
Point_331,14.881508,79.900024,163.0,13.5,105.3,0.11,453.0,587.5,970.0,1214.5,1717.0,2449.5,2759.5,2867.5,3108.0,3172.0,3092.5,2288.5,0.4049485546300833,0.25095430254117135,0.7187894073139975,0.607348438456828
Point_332,14.882379,79.903968,25.0,67.0,84.3,0.53,597.0,746.5,1093.0,1468.0,1733.5,2457.0,2783.5,2935.5,3090.0,2984.5,3302.0,2288.0,0.3332576359713864,0.25744270721781964,0.5969572468779237,0.4998297002724795
Point_333,14.882053,79.907687,63.0,55.8,575.9,0.56,550.0,698.0,1006.5,1108.0,1764.0,2669.0,2981.5,2956.5,3349.5,3340.5,3270.0,2235.0,0.4547914872678066,0.2526215443279314,1.0573732982496282,0.6821033210332104
Point_334,14.880746,79.904194,25.0,67.0,84.3,0.53,532.0,695.0,1045.5,1118.0,1708.5,2533.5,2841.0,2939.0,3123.5,3056.5,3038.0,2183.0,0.4488538328814395,0.2647660032275417,1.0263780858978695,0.6731977818853974
Point_335,14.879766,79.905433,213.0,11.7,280.9,0.34,528.5,737.0,1103.5,1218.0,1873.5,2616.5,2981.5,3137.0,3276.5,3146.5,2959.0,2062.5,0.4406429391504018,0.2521704420716495,0.9753990037613093,0.6608885317414763
Point_336,14.876282,79.90194,25.0,19.4,126.4,0.75,435.0,586.0,907.0,882.5,1556.0,2636.0,3029.0,3055.5,3304.5,3234.5,2299.5,1390.5,0.5518029456576943,0.32516534750081316,1.3730569948186528,0.8275993398501968
Point_337,14.156669,79.592833,63.0,11.5,111.7,0.41,568.1666666666667,557.0,933.75,768.5,1489.0,2805.916666666667,3518.0,3844.7,3913.0,3481.3333333333335,1942.5,1121.0,0.6668256307985779,0.44166338564223706,1.7971817162086368,1.0001300474673256
Point_338,14.156444,79.59325,63.0,11.5,111.7,0.41,568.1666666666667,700.2142857142858,970.0,1051.625,1561.0,2505.6,2958.0,2823.0,3254.0,3481.3333333333335,2712.833333333333,1710.5,0.45717327483304837,0.28786496350364965,1.1407198712051518,0.6856714299538724
Point_339,14.15574,79.593975,201.0,9.2,68.3,0.38,780.75,1588.25,1994.5,2533.0,2346.0,2722.25,3017.5,3414.5,3328.5,3135.5,3933.0,3436.75,0.148213535098781,0.18548737088794376,0.3288381549251115,0.22230161398789508
Point_340,14.155667,79.594586,201.0,9.2,68.3,0.38,568.75,512.25,745.5714285714286,777.6666666666666,1413.3333333333333,2430.333333333333,2861.0,2901.5,3211.0,3448.666666666667,2916.5,1972.5,0.5772593431483579,0.3448955154698907,1.4247699549413566,0.8657713561010962
Point_341,14.155398,79.594032,201.0,9.2,68.3,0.38,849.1,942.1666666666666,1240.0,1568.9166666666665,2016.0,2483.3333333333335,2763.75,2563.75,3008.916666666667,3094.285714285714,3685.166666666667,3195.0,0.24072431037264083,0.11960259839510891,0.5063280401737242,0.36104278398322526
Point_342,14.155321,79.594032,201.0,9.2,68.3,0.38,849.1,1135.3333333333333,1486.3333333333333,1862.6666666666667,2016.0,2483.3333333333335,2763.75,2997.0,3008.916666666667,3094.285714285714,3685.166666666667,3195.0,0.23341792989917,0.19569120287253142,0.5011191612181186,0.35009087479853224
Point_343,14.155272,79.593924,201.0,9.2,68.3,0.38,849.1,1334.4,1539.75,1759.25,2085.0,2538.25,2840.0,2923.0,3092.5,3094.285714285714,3607.083333333333,3176.5,0.2485450371082279,0.16733226837060702,0.8380743194584473,0.372777748118093
Point_344,14.155178,79.593935,201.0,9.2,68.3,0.38,849.1,1147.5,1309.5,1607.75,2085.0,2538.25,2840.0,2651.3333333333335,3092.5,3094.285714285714,3607.083333333333,3176.5,0.24502533800309143,0.11957210218875362,0.7065401367606238,0.36749486452117774
Point_345,14.155091,79.593601,201.0,9.2,68.3,0.38,944.3333333333334,1158.0,1420.8333333333333,1715.3333333333333,2037.0,2464.75,2754.0,2956.583333333333,2989.75,3120.75,3321.75,2856.0,0.2656832492017908,0.18415299634530977,0.6798265632131448,0.3984822272557028
Point_346,14.154921,79.595266,63.0,13.8,86.9,0.2,481.875,650.0,1064.0,955.5,1613.5,2699.6666666666665,3279.75,3624.0,3630.0,3648.25,2420.0,1401.6666666666667,0.5827055355388143,0.38386634844868733,1.4881217934418918,0.8739628820960699
Point_347,14.15503,79.594603,201.0,9.2,68.3,0.38,600.2857142857143,590.4444444444445,847.1428571428571,822.5,1332.5,2673.3333333333335,3131.666666666667,3200.166666666667,3484.625,3303.25,2690.75,1652.0,0.5910672853828307,0.4120458891013385,1.6031375016856206,0.8864907411243217
Point_348,14.157769,79.593414,63.0,11.5,111.7,0.41,462.0,581.25,867.25,865.75,1612.5,2637.3333333333335,3289.5,3409.5,3700.5,3517.25,2018.5,1114.75,0.5949944447693117,0.3578255675029869,1.497865449727661,0.8923873004736012
Point_349,14.153857,79.593158,125.0,30.0,105.5,0.25,556.3333333333334,674.1666666666667,926.125,1018.0,1633.5,2529.7,2988.75,2982.0,3310.5,3766.875,2811.5,1937.6666666666667,0.491,0.2921676958076048,1.2169279385339862,0.7364079490063742
Point_350,14.154583,79.592869,125.0,30.0,105.5,0.25,748.6666666666666,831.725,1135.0,1350.5,1748.4,2542.0,2871.75,3008.0,3123.25,3178.75,3304.25,2465.333333333333,0.3802913846506826,0.2648221343873518,0.8501634929794191,0.5703716448726772
Point_351,14.154372,79.592756,125.0,30.0,105.5,0.25,543.0,614.2,880.0,927.75,1490.5,2600.25,3205.0,2895.3333333333335,3517.333333333333,3869.5,2403.5,1501.5,0.5146587614708896,0.32031160934828046,1.2755532025239864,0.7718871913344811
Point_352,14.154323,79.593045,151.0,3.8,117.9,0.2,693.0,751.4,1020.5,1123.4,1520.7,2590.166666666667,2927.0,3105.325,3247.6,3237.6666666666665,3116.6666666666665,2171.25,0.468681458359198,0.3425457060867591,1.1765727312124141,0.7029390727615579
