Point_ID,Latitude,Longitude,N,P,K,OC,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDVI,NDRE,EVI,SAVI
Point_498,14.289284,80.095578,176.0,1.8,77.3,0.94,811.8888888888889,814.3076923076923,946.1428571428571,1136.0,1420.125,1714.090909090909,1872.4,1513.3,2033.0,2016.2857142857142,2639.4285714285716,2449.6666666666665,0.14241497754123728,0.03176321194508124,0.4243154583738482,0.21358215714393536
Point_499,14.289233,80.095582,176.0,1.8,77.3,0.94,811.8888888888889,814.3076923076923,946.1428571428571,1136.0,1420.125,1714.090909090909,1872.4,1513.3,2033.0,2016.2857142857142,2639.4285714285716,2449.6666666666665,0.14241497754123728,0.03176321194508124,0.4243154583738482,0.21358215714393536
Point_500,14.51758,80.158116,113.0,135.9,130.4,0.05,439.5,489.0,772.0,740.0,1267.0,2647.0,3352.0,3368.0,3637.3333333333335,3555.5,1677.5,828.0,0.6397273612463485,0.4532901833872708,1.5863817457442955,0.9594742606790799
Point_501,14.515335,80.161871,138.0,178.2,484.2,0.19,550.0,523.0,992.0,737.0,1598.0,3162.0,3851.0,4036.0,4305.0,3922.0,2407.0,1330.0,0.6911795516446679,0.4327298544550941,1.8180315220985341,1.0366607311197233
Point_502,14.514731,80.162164,151.0,223.0,198.6,0.05,552.0,652.0,988.5,924.0,1495.0,2561.5,3017.0,3091.0,3251.0,3895.0,2638.0,1673.0,0.5397260273972603,0.34801569995638904,1.4462092899092367,0.8094882330967501
Point_503,14.514328,80.162089,151.0,223.0,198.6,0.05,561.0,493.5,890.0,706.0,1628.0,2962.0,3557.5,3852.0,4202.0,4025.0,2409.3333333333335,1307.0,0.6902150065818341,0.4058394160583942,1.7924904563842516,1.0352089503126027
Point_504,14.51428,80.162184,151.0,223.0,198.6,0.05,561.0,455.0,814.0,641.0,1473.0,2952.2,3675.0,3608.0,3976.6666666666665,4025.0,2165.0,1110.5,0.6982819486938103,0.42019287541822475,1.8348794063079776,1.0472996823155665
Point_505,14.514032,80.162269,151.0,223.0,198.6,0.05,626.5,447.0,736.0,606.0,1516.0,2889.0,3597.0,3338.6666666666665,3882.0,3904.0,2220.0,1173.5,0.6927497042420145,0.37544630595990114,1.88555131330788,1.038992860462169
Point_506,14.514241,80.162276,151.0,223.0,198.6,0.05,561.0,530.0,910.0,755.0,1473.0,2952.2,3675.0,3711.0,3976.6666666666665,4025.0,2165.0,1110.5,0.6618898343036274,0.43171296296296297,1.7318959456292475,0.9927236090898914
Point_507,14.514491,80.171652,201.0,223.0,99.3,0.28,494.0,751.0,1046.0,1012.0,1699.0,2951.0,3459.0,3618.0,3819.0,3687.0,2633.0,1530.0,0.5628509719222462,0.3609178107955614,1.6052728840704695,0.844185293164885
Point_508,14.514463,80.171631,201.0,223.0,99.3,0.28,494.0,751.0,1046.0,1012.0,1699.0,2951.0,3459.0,3618.0,3819.0,3687.0,2633.0,1530.0,0.5628509719222462,0.3609178107955614,1.6052728840704695,0.844185293164885
Point_509,14.514444,80.171646,201.0,223.0,99.3,0.28,494.0,751.0,1046.0,1012.0,1699.0,2951.0,3459.0,3618.0,3819.0,3687.0,2633.0,1530.0,0.5628509719222462,0.3609178107955614,1.6052728840704695,0.844185293164885
Point_510,14.514422,80.17162,201.0,223.0,99.3,0.28,494.0,744.0,1056.0,1056.0,1636.0,2957.0,3601.0,3632.0,3911.0,3687.0,2405.0,1273.0,0.5494880546075085,0.3788914198936978,1.467304625199362,0.824144182574384
Point_511,14.514463,80.171676,201.0,223.0,99.3,0.28,494.0,634.0,944.0,913.0,1699.0,2951.0,3459.0,3572.0,3819.0,3687.0,2633.0,1530.0,0.5928651059085842,0.35534054259153863,1.5473696461824953,0.8891985285921302
Point_512,14.514436,80.171674,201.0,223.0,99.3,0.28,494.0,744.0,1056.0,1056.0,1636.0,2957.0,3601.0,3632.0,3911.0,3687.0,2405.0,1273.0,0.5494880546075085,0.3788914198936978,1.467304625199362,0.824144182574384
Point_513,14.514995,80.17218,201.0,223.0,99.3,0.28,464.0,568.0,914.0,836.0,1673.0,2900.0,3520.0,3459.0,3849.0,3829.0,2186.0,1309.0,0.6107101280558789,0.348012470771629,1.5553842504743833,0.9159585612850658
Point_514,14.514975,80.172214,201.0,223.0,99.3,0.28,464.0,618.0,935.0,833.0,1547.0,2788.0,3339.0,3440.0,3656.0,3829.0,2199.0,1236.0,0.6101099929791716,0.3795869260076198,1.713328075709779,0.915057915057915
Point_515,14.833557,79.519049,100.0,12.3,235.9,3.0,402.0,487.0,709.5,1241.0,1508.0,1771.0,1905.0,1952.5,2042.0,2049.0,2981.0,2520.0,0.2227963049945201,0.1284496460049126,0.30950930920480246,0.3341421415153413
Point_516,14.846015,79.530576,13.0,14.6,80.7,0.41,297.5,423.0,621.0,871.0,1229.5,1954.5,2239.5,2234.0,2437.0,2431.5,2222.5,1610.0,0.4389694041867955,0.29002454164862135,0.794566864871167,0.6583480920946707
Point_517,14.845105,79.531826,88.0,23.8,173.8,0.24,484.5,616.5,991.0,1756.5,2119.5,2325.0,2510.5,2551.0,2666.5,2674.0,3703.5,3087.0,0.1844457341845618,0.0923883952467616,0.23458029466473768,0.27663649025069637
Point_518,14.842459,79.532004,113.0,19.2,86.9,0.45,501.5,607.0,942.5,1601.5,2100.5,2362.5,2515.0,2462.5,2719.5,2672.5,3712.5,3162.0,0.21186023622047245,0.07933377164146395,0.28623670212765956,0.31775126091770206
Point_519,14.843092,79.53498,50.0,26.1,62.1,0.48,363.5,464.5,736.0,864.5,1360.5,2431.5,2726.5,2676.0,2947.5,2814.0,2550.0,1693.0,0.5116508967659935,0.3259011519881085,1.033902174533417,0.7673679751482633
Point_520,14.843034,79.53617,88.0,0.8,31.0,0.38,427.0,517.0,821.0,1100.0,1499.0,1774.5,1933.0,1934.5,1733.5,1745.0,1244.0,854.5,0.27500411929477675,0.12683850298529198,0.4478853585229713,0.4124382207578254
Point_521,14.842171,79.537182,88.0,0.8,31.0,0.38,411.0,402.5,640.5,530.5,1293.0,1964.5,2187.5,2218.0,2233.5,2328.0,1448.5,862.0,0.6139712570492997,0.26345770435773286,1.7701667890485682,0.9207893779556202
Point_522,14.841021,79.536408,63.0,35.3,254.5,0.41,415.0,582.0,940.5,1274.0,1812.0,1711.5,1779.0,1741.0,1514.5,1878.0,1257.5,932.5,0.1548922056384743,-0.01998311286236983,0.23252340171280622,0.2322997844470237
Point_523,14.8401,79.533909,125.0,13.8,117.9,0.12,329.0,426.0,661.0,835.0,1276.0,2077.5,2338.0,2487.0,2619.0,2768.5,2663.5,1925.0,0.49729078868151716,0.3218176986446984,0.959795491517546,0.745823927765237
Point_524,14.839352,79.532243,151.0,20.0,149.0,0.45,358.0,407.0,657.0,683.0,1288.0,2170.5,2452.0,2478.0,2696.0,2600.5,2490.5,1700.5,0.5678582726985131,0.3159851301115242,1.273230245424883,0.8516526965048237
Point_525,14.838662,79.534087,125.0,13.8,117.9,0.12,328.5,450.0,699.5,902.0,1380.5,2188.5,2571.5,2594.5,2857.0,2891.0,2718.5,1906.0,0.48405548405548404,0.3054088050314465,0.9133837021046951,0.7259794109236488
Point_526,14.836649,79.538015,113.0,76.8,99.3,0.45,386.5,681.0,1071.0,1341.0,1761.5,2565.0,2995.0,3111.5,3288.5,3067.5,3081.5,2101.0,0.39764177428411007,0.2770367330186743,0.7314906627003801,0.5963956883000224
Point_527,14.836591,79.539741,88.0,23.0,55.9,0.45,390.5,406.5,646.5,600.0,1225.5,2162.0,2440.5,2707.0,2800.0,2637.0,2424.0,1620.5,0.6371333534925915,0.3767323585505404,1.6161693641175119,0.9555555555555556
Point_528,15.047583,79.668585,100.0,16.1,512.7,0.41,493.5,553.5,781.5,763.5,1139.0,2011.5,2396.5,2600.0,2668.0,2938.5,2366.5,1509.0,0.546008621971161,0.39074618882054024,1.5148890538645547,0.8188912009512485
Point_529,15.044387,79.671132,25.0,27.6,526.7,0.21,540.0,755.5,1168.0,1774.5,2200.0,2669.0,2897.0,2982.5,3149.5,3076.0,3779.0,3016.0,0.2539415598066008,0.15098890496864448,0.379194525535989,0.3808723068838676
Point_530,14.262151,80.058242,289.0,7.6,147.5,0.41,863.0,748.0,1163.0,1234.0,2115.0,3297.0,3748.0,3750.0,3925.0,3596.0,3734.0,3119.0,0.5048154093097913,0.27877237851662406,1.134355275022543,0.7571471561841709
Point_531,14.263299,80.058622,226.0,20.0,126.4,0.12,734.0,920.0,1300.0,1498.0,2188.0,2824.0,3054.0,2927.0,3287.0,3747.0,3976.0,3443.0,0.32293785310734463,0.14447702834799608,0.7122208931419458,0.48435205061574965
Point_532,14.263315,80.058652,226.0,20.0,126.4,0.12,734.0,920.0,1300.0,1498.0,2188.0,2824.0,3054.0,2927.0,3287.0,3747.0,3976.0,3443.0,0.32293785310734463,0.14447702834799608,0.7122208931419458,0.48435205061574965
Point_533,14.263366,80.058693,226.0,20.0,126.4,0.12,752.0,859.0,1262.0,1553.0,2048.0,2790.0,3190.0,2972.0,3382.0,3343.0,3681.0,3037.0,0.3135911602209945,0.18406374501992032,0.6065657860989997,0.4703347696387139
Point_534,14.26333,80.059105,226.0,20.0,126.4,0.12,752.0,1104.0,1584.0,1996.0,2312.0,2846.0,3075.0,3108.0,3319.0,3343.0,4124.0,3924.0,0.21786833855799373,0.14686346863468636,0.4085231447465099,0.32677049662062885
Point_535,14.266408,80.059528,176.0,0.6,35.1,0.12,694.0,795.0,1139.0,1387.0,1975.0,2390.0,2581.0,2600.0,2788.0,2746.0,3115.0,2574.0,0.3042387760220717,0.1366120218579235,0.6113295030742869,0.4563009404388715
Point_536,14.26957,80.058759,38.0,5.9,35.1,0.24,672.0,730.0,1000.0,1174.0,1847.0,2407.0,2756.0,2836.0,3041.0,3089.0,3113.0,2211.0,0.41446384039900247,0.21118940849882553,0.9430322287789378,0.6216182520882683
Point_537,14.269542,80.058817,38.0,5.9,35.1,0.24,672.0,994.0,1386.0,1828.0,2342.0,2781.0,3025.0,2938.0,3230.0,3089.0,3621.0,3115.0,0.23289970625262274,0.11287878787878788,0.43009919404835706,0.3493129130389174
Point_538,14.269509,80.058879,38.0,5.9,35.1,0.24,672.0,1052.0,1506.0,1987.0,2324.0,2741.0,2952.0,2916.0,3133.0,3089.0,3582.0,2861.0,0.18947583112380176,0.11297709923664122,0.33422075118722117,0.2841847659834812
Point_539,14.269495,80.058937,38.0,5.9,35.1,0.24,672.0,869.0,1312.0,1760.0,2324.0,2741.0,2952.0,2802.0,3133.0,3089.0,3582.0,2861.0,0.22840859272249014,0.09325009754194304,0.3805419618727631,0.3425753424657534
Point_540,14.269623,80.059057,38.0,5.9,35.1,0.24,672.0,756.0,1065.0,1183.0,1885.0,2702.0,3102.0,3062.0,3430.0,3089.0,3030.0,2182.0,0.44263839811542993,0.23792197291287648,1.045980850590069,0.6638794017194677
Point_541,14.279313,80.049809,151.0,8.8,105.3,0.16,707.0,771.0,1108.0,1132.0,1473.0,2414.0,2791.0,2728.0,2966.0,3057.0,2174.0,1472.0,0.41347150259067356,0.29873839562009047,1.0672729704426909,0.6201269265639167
Point_542,14.28184,80.049233,263.0,13.5,56.2,0.18,622.0,704.0,889.0,894.0,1478.0,2667.0,3334.0,3320.0,3503.0,3637.0,1987.0,1193.0,0.5757000474608448,0.3839099624843685,1.7812041116005874,0.8634476213073912
Point_543,14.283765,80.051839,301.0,29.4,35.1,0.12,622.0,1021.0,1384.0,1342.0,2051.0,2870.0,3235.0,3344.0,3538.0,3320.0,2413.0,1149.0,0.4272300469483568,0.2396663577386469,1.3384142265008692,0.6407766990291262
Point_544,14.287024,80.052716,251.0,5.3,56.2,0.18,645.0,887.0,1180.0,1310.0,1620.0,2355.0,2705.0,2996.0,2872.0,2601.0,2664.0,1852.0,0.3915466790524849,0.29809358752166376,1.0024973242953976,0.587251828631139
Point_545,14.28718,80.05314,251.0,5.3,56.2,0.18,532.0,691.0,1024.0,897.0,1704.0,2760.0,2956.0,3112.0,3257.0,3167.0,2716.0,1844.0,0.5525068595659766,0.292358803986711,1.6716981132075472,0.8286569397680509
Point_546,14.287234,80.053105,251.0,5.3,56.2,0.18,532.0,691.0,1024.0,897.0,1704.0,2760.0,2956.0,3112.0,3257.0,3167.0,2716.0,1844.0,0.5525068595659766,0.292358803986711,1.6716981132075472,0.8286569397680509
Point_547,14.288771,80.053383,138.0,10.0,77.3,0.31,439.0,526.0,778.0,705.0,1239.0,2158.0,2561.0,2806.0,2845.0,3111.0,1631.0,1026.0,0.5984050128168613,0.38739184177997527,1.6987386804657179,0.8974797095258438
Point_548,14.288876,80.053813,138.0,10.0,77.3,0.31,520.0,751.0,1012.0,1029.0,1444.0,2304.0,2763.0,2661.0,3037.0,3067.0,1918.0,1416.0,0.44227642276422763,0.2964677222898904,1.2736069923521147,0.6633247527435306
Point_549,14.288959,80.053743,138.0,10.0,77.3,0.31,520.0,751.0,1012.0,1029.0,1444.0,2304.0,2763.0,2661.0,3037.0,3067.0,1918.0,1416.0,0.44227642276422763,0.2964677222898904,1.2736069923521147,0.6633247527435306
Point_550,14.288967,80.053984,138.0,10.0,77.3,0.31,520.0,657.0,888.0,932.0,1585.0,2500.0,3127.0,3262.0,3423.0,3067.0,1608.0,894.0,0.5555555555555556,0.34598720858262844,1.4831317632081475,0.8332339969007032
Point_551,14.28914,80.053914,138.0,10.0,77.3,0.31,520.0,672.0,969.0,949.0,1600.0,2562.0,2999.0,3208.0,3299.0,3067.0,1970.0,1320.0,0.54342073610777,0.33444259567387685,1.4619466735697646,0.8150330727600721
Point_552,14.289317,80.054085,138.0,10.0,77.3,0.31,490.0,726.0,1152.0,1105.0,1568.0,2431.0,2834.0,3088.0,3076.0,2894.0,2130.0,1603.0,0.4729310756021941,0.32646048109965636,1.1599204492278896,0.7093120305234291
Point_553,14.291693,80.056201,276.0,7.0,56.2,0.14,793.0,1158.0,1606.0,1980.0,1957.0,2694.0,3032.0,3236.0,3308.0,3316.0,3080.0,2347.0,0.24079754601226994,0.24629308684767956,0.48818407960199006,0.36116169845681967
Point_554,14.290617,80.057937,263.0,2.9,63.2,0.09,537.0,590.0,869.0,662.0,1334.0,2509.0,3117.0,3345.0,3349.0,3499.0,1885.0,1219.0,0.6695782380833541,0.4297926907458859,2.3185274801244384,1.0042420461634436
Point_555,14.289395,80.060751,289.0,17.6,56.2,0.38,630.0,910.0,1278.0,1634.0,1964.0,2348.0,2767.0,2747.0,2945.0,3127.0,3139.0,2511.0,0.25405158639580006,0.16620675015920186,0.4858564693556836,0.38103389250256764
Point_557,15.009502,79.775871,151.0,8.4,198.6,0.22,468.0,445.0,729.0,677.0,1249.0,2539.0,2969.0,3136.0,3304.0,3206.0,2438.0,1561.0,0.6448990296354576,0.4303306727480046,1.5919979282662178,0.9672217123377475
Point_558,15.03647,79.720125,188.0,55.3,229.7,0.11,638.0,811.0,1108.5,1395.5,1799.5,2162.0,2422.5,2536.0,2796.5,2664.5,2725.5,2139.0,0.29009283988299633,0.16987660016145772,0.5906266183324702,0.4350839267548321
Point_559,15.034682,79.717137,50.0,29.2,149.0,0.22,587.5,802.0,1171.0,1259.5,1840.0,2205.0,2376.0,2434.0,2648.5,2548.0,2614.5,2182.5,0.31799106538513605,0.13897987833411324,0.7383077696756348,0.4769220357336221
Point_560,15.03557,79.719091,50.0,29.2,149.0,0.22,643.0,876.0,1199.5,1674.5,2000.0,2445.0,2663.5,2894.5,2982.5,2889.5,3599.5,2766.5,0.26701685270299846,0.18275615486770866,0.47861906630051,0.40048145311303207
Point_561,15.033018,79.714264,50.0,32.3,235.9,0.19,538.5,602.5,847.5,912.0,1490.5,1978.5,2205.5,2314.0,2437.0,2385.0,2473.0,1952.0,0.43459392436453814,0.21645419897489815,1.0724393788724853,0.6517898651789865
Point_562,15.03213,79.712426,50.0,32.3,235.0,0.19,550.5,716.0,914.5,1103.0,1389.5,1699.0,1878.0,1936.0,2091.0,2181.5,2526.5,2259.5,0.274103323461665,0.16433619004660954,0.6538461538461539,0.41108734989307455
Point_563,15.031242,79.709323,100.0,10.0,167.6,0.18,423.5,423.5,644.0,635.0,1163.0,2138.5,2524.0,2594.0,2792.5,2819.5,1815.0,1149.0,0.606689377516259,0.380889007186585,1.5168408826945412,0.9098931723176962
Point_564,15.022921,79.721964,188.0,23.8,130.4,0.21,583.0,497.0,710.0,646.0,1251.0,2314.5,2704.5,2899.0,3036.5,2987.0,2344.5,1478.0,0.635543018335684,0.39710843373493976,1.8476299819583404,0.9531800874347766
Point_565,15.021256,79.723113,151.0,34.6,155.2,0.06,480.5,525.0,779.0,935.5,1419.5,2190.5,2520.5,2588.0,2852.0,2926.0,3076.0,2087.5,0.46899389811267206,0.29157829070492824,0.9687536639699847,0.7033910329171397
Point_566,15.021755,79.721447,188.0,23.8,130.4,0.21,735.0,847.5,1179.0,1561.5,2146.5,2576.5,2857.5,2778.5,3213.5,3165.5,3549.0,2666.0,0.2804147465437788,0.1283248730964467,0.5252708360309034,0.4205736666282686
Point_567,15.00965,79.775296,151.0,8.4,198.6,0.22,514.0,649.0,974.0,1236.0,1909.0,2742.0,3053.0,2964.0,3320.0,3237.0,3413.0,2600.0,0.4114285714285714,0.21649907654422326,0.7835313321846377,0.6170693965004166
Point_568,15.011291,79.693015,88.0,3.1,434.5,0.06,506.0,728.0,1070.0,1484.0,1862.5,2460.5,2815.0,2959.0,3140.5,3145.0,3545.0,2546.5,0.33198289444069323,0.22741885305402884,0.5758119925046846,0.4979183076403736
Point_569,15.010292,79.697037,38.0,23.0,254.5,0.25,429.5,553.5,876.0,1050.0,1490.0,2367.5,2713.5,3002.0,2953.0,3012.5,2740.0,1903.5,0.4817374136229023,0.3365983971504898,0.9472509341485903,0.7225169648365207
Point_570,15.00774,79.695313,100.0,18.4,279.3,0.18,463.0,492.0,809.0,693.5,1500.5,2514.0,3032.5,3134.0,3364.0,3135.5,3057.0,1999.0,0.6376224689745265,0.352465206602654,1.691971713810316,0.956308777429467
Point_571,15.005853,79.696003,113.0,23.0,186.2,0.1,600.5,616.5,899.0,982.0,1680.0,2492.0,2831.5,3000.0,3150.5,3053.5,3272.5,2371.5,0.5067805123053741,0.28205128205128205,1.1817063887099608,0.760075329566855
Point_572,15.005409,79.69359,226.0,23.0,161.4,0.02,515.0,761.5,1095.5,1376.0,1781.5,2416.0,3050.0,3312.5,3360.0,3065.0,3262.5,2328.0,0.4130318865308734,0.3005496662740479,0.8263986685443605,0.6194817658349329
Point_573,14.126984,79.674958,201.0,26.9,223.5,0.31,552.0,491.3333333333333,810.5,766.1666666666667,1452.0,2461.5,2826.0,3040.0,3074.0,3093.6666666666665,2701.5,1798.8333333333335,0.5974077155493277,0.3535173642030276,1.438042836664137,0.8959938704028019
Point_574,14.126587,79.675619,201.0,26.9,223.5,0.31,438.75,575.5,840.0,891.0,1288.5,2012.0,2229.0,2404.5,2497.5,2676.5,2573.5,1745.0,0.459262630860264,0.3021933387489846,1.1014482206535186,0.6887894417475728
Point_575,14.212202,79.50255,163.0,12.3,86.9,0.45,502.0,623.0,968.5,1159.0,1725.0,2367.5,2549.0,2813.5,2843.0,2742.5,3241.0,2564.0,0.41648835745752044,0.2398369505343175,0.8116660125588697,0.6246539139189529
Point_576,14.221032,79.490903,163.0,4.6,329.0,0.25,706.0,885.0,1222.5,1696.5,1982.0,2530.5,2824.0,3047.0,3211.5,3135.5,4251.5,3357.5,0.28470538631811954,0.21177172400079539,0.5123681614690037,0.4270130691399663
Point_577,14.220985,79.495281,100.0,13.8,558.7,0.56,613.0,857.0,1160.0,1307.0,1773.0,2558.0,2905.5,3167.5,3290.5,3288.5,3566.5,2515.5,0.41580064811710804,0.2822588806800931,1.0148919921448833,0.6236312849162011
Point_578,14.223711,79.490278,75.0,13.1,180.0,0.13,510.5,546.5,803.0,878.0,1317.0,2216.0,2526.0,2648.5,2914.0,3030.5,2862.5,1912.0,0.5020558627534383,0.33577102509141343,1.1590834697217676,0.7529770343067763
Point_579,14.223555,79.490169,75.0,13.1,180.0,0.13,510.5,564.5,805.0,875.0,1338.5,2259.5,2543.5,2586.5,2929.0,3030.5,2976.5,1938.0,0.49443882709807885,0.31796178343949044,1.1873048907388137,0.7415511265164645
Point_580,14.222828,79.490247,163.0,4.6,329.0,0.25,655.0,824.5,1172.0,1480.0,2034.5,2725.0,3076.0,3218.0,3432.5,3386.5,4120.0,3023.0,0.36994465730097914,0.22532127558305567,0.7345420734542074,0.5548579333829946
Point_581,14.222495,79.490513,163.0,4.6,329.0,0.25,655.0,753.0,1106.0,1374.5,1948.0,2722.5,3056.0,3222.5,3450.0,3386.5,4062.0,2928.0,0.40200130519904287,0.24649453631176868,0.7934054611025244,0.6029363784665579
Point_582,14.222192,79.490935,163.0,4.6,329.0,0.25,699.5,828.0,1161.0,1490.0,2098.5,2656.0,2935.5,3050.5,3307.0,3280.0,4317.5,3307.0,0.34368461623169255,0.18489026995533114,0.6747816310646026,0.5154701607575425
Point_583,14.222055,79.491044,163.0,4.6,329.0,0.25,699.5,943.5,1324.5,1883.5,2129.5,2618.5,2904.0,3148.0,3288.0,3280.0,4360.5,3418.5,0.25131670476001194,0.19298910468972053,0.42871673164943214,0.3769375993640699
Point_584,14.221768,79.491279,163.0,4.6,329.0,0.25,720.5,918.5,1260.0,1791.0,2268.5,2646.0,2894.5,3078.0,3290.5,3124.0,4555.0,3675.5,0.2643253234750462,0.15140746282614795,0.4638673634889169,0.3964472738474176
Point_585,14.221662,79.491623,163.0,4.6,329.0,0.25,720.5,929.0,1273.0,1661.0,2083.5,2534.5,2781.0,2883.0,3129.0,3124.0,4236.5,3424.0,0.2689260563380282,0.16097855632739352,0.5193370165745856,0.40334470238750136
Point_586,14.221586,79.491325,163.0,4.6,329.0,0.25,720.5,991.0,1352.5,1897.5,2215.5,2578.5,2823.0,3065.0,3165.5,3124.0,4328.0,3483.5,0.23526448362720404,0.16087491714799734,0.415865213364679,0.3528611726778158
Point_587,14.22151,79.491544,163.0,4.6,329.0,0.25,720.5,835.5,1157.5,1500.0,2067.0,2516.0,2778.5,2933.5,3123.0,3124.0,4264.0,3454.0,0.3233337092590504,0.17328267173282672,0.6322498125523751,0.4849458728010825
Point_588,14.221404,79.4907,163.0,4.6,329.0,0.25,755.5,1019.5,1387.0,1934.0,2336.0,2741.5,3040.0,3210.5,3411.0,3297.5,4578.0,3756.0,0.24812906988045486,0.1576669972054449,0.4451302437493462,0.37215743440233234
Point_589,14.221374,79.491263,163.0,4.6,329.0,0.25,720.5,825.5,1175.5,1525.0,2068.0,2513.0,2745.0,2698.0,3052.0,3124.0,4015.0,3289.5,0.27776462230641724,0.13218631976500209,0.518315584817286,0.4165976086184444
Point_590,14.221071,79.490825,163.0,4.6,329.0,0.25,706.0,989.0,1378.0,1893.0,2200.0,2676.5,2975.5,3157.5,3328.0,3135.5,4370.0,3438.0,0.25037125037125035,0.1787214185720952,0.44530919847865896,0.37551969906949123
Point_591,14.219931,79.493345,201.0,20.7,167.6,0.25,588.5,579.5,854.5,953.0,1633.0,2384.0,2790.0,2820.0,3161.0,3581.0,3066.5,2042.0,0.49483169891333156,0.2665618684033236,1.1132311728579094,0.742149198356963
Point_592,14.21976,79.493376,201.0,20.7,167.6,0.25,617.0,731.0,1036.5,1159.0,1500.5,2244.5,2602.5,2829.0,2888.5,3452.0,3052.0,2177.0,0.41875626880641925,0.3068483658621088,0.9705916540741601,0.6280556600225649
Point_593,14.219775,79.494642,138.0,31.5,136.6,0.25,678.5,1222.0,1571.5,1953.0,2067.5,2459.0,2666.0,2736.5,2952.0,3096.0,3614.0,2962.0,0.1670753811707005,0.13925895087427145,0.37023910783479824,0.2505863539445629
Point_594,14.219321,79.494642,138.0,31.5,136.6,0.25,665.5,770.0,1069.5,1239.0,1713.0,2288.0,2546.5,2535.5,2815.5,3009.5,3268.0,2372.5,0.343489203868062,0.19359774037895727,0.7725539268263616,0.5151655629139074
Point_595,14.217731,79.496878,113.0,10.0,372.4,0.64,629.5,775.0,1133.5,1447.5,1946.0,2428.0,2726.0,2858.0,3047.0,3012.0,3677.5,2709.0,0.3276042271513181,0.18984179850124897,0.615240338480328,0.49134928007431494
Point_596,14.217504,79.496878,113.0,10.0,372.4,0.64,629.5,736.5,1024.5,1357.5,1828.5,2333.5,2611.5,2765.0,2955.5,3012.0,3593.0,2708.0,0.34141904184354155,0.20387504081854796,0.6531625597475521,0.51206645646374
Point_597,14.218321,79.500052,138.0,9.2,155.2,0.25,561.0,733.0,1086.0,1394.0,1864.0,2530.0,2904.0,3111.5,3231.0,3224.5,3432.0,2441.5,0.38120075463322606,0.25072856999296556,0.7181384846964376,0.5717376830892144
Point_598,14.217837,79.500442,138.0,9.2,155.2,0.25,528.5,659.5,995.5,1143.5,1438.0,2095.0,2356.5,2505.0,2572.5,3011.0,2764.5,1940.5,0.37316705495409075,0.2706061374587877,0.7699485381439801,0.5596738832556865
Point_599,14.21762,79.499958,138.0,9.2,155.2,0.25,533.5,664.0,970.0,1253.0,1659.0,2251.5,2520.0,2490.5,2734.0,3041.5,3184.0,2607.5,0.3305729931881929,0.20038558862513556,0.6151207873546078,0.4957932692307692
Point_600,14.21768,79.500333,138.0,9.2,155.2,0.25,528.5,495.5,753.5,759.0,1526.5,2360.0,2650.5,2839.5,2850.5,3011.0,2757.5,1906.0,0.5781575656523551,0.30073293632615666,1.414055597091008,0.8671158655181994
Point_601,14.21768,79.500739,138.0,9.2,155.2,0.25,498.5,744.5,1131.0,1274.5,1861.5,2733.5,3306.0,3487.5,3623.0,3424.5,3206.5,2151.5,0.4647207055858883,0.3039820527201346,0.996532624848021,0.697007874015748
Point_602,14.217544,79.500145,138.0,9.2,155.2,0.25,528.5,662.5,971.0,1288.5,1733.0,2344.5,2674.5,2600.0,2879.5,3011.0,3111.0,2363.5,0.33727658480133726,0.20009231479344564,0.6113364098261316,0.5058498328619182
Point_603,14.216438,79.498191,25.0,9.2,142.8,0.44,647.5,831.5,1147.5,1368.0,1785.5,2500.0,2944.0,2892.0,3229.5,3174.5,3203.0,2520.0,0.35774647887323946,0.23655799037947622,0.7831851585384655,0.5365567421664124
Point_604,14.216311,79.497769,201.0,23.0,27.31,0.56,609.0,780.5,1156.0,1434.0,1824.0,2640.5,3102.0,3220.5,3412.5,3308.5,3335.0,2540.5,0.3838221076377699,0.2768361581920904,0.7478963452924186,0.5756713211600429
Point_605,14.216387,79.498113,25.0,9.2,142.8,0.44,647.5,815.0,1130.5,1388.0,1785.5,2500.0,2944.0,3029.0,3229.5,3174.5,3203.0,2520.0,0.37151913063165043,0.2582822723024198,0.7820989419502431,0.5572156196943974
Point_606,14.215615,79.499067,188.0,9.2,93.1,0.25,573.5,698.0,1034.5,1210.0,1776.5,2392.5,2721.0,2831.0,2963.5,3095.5,3082.0,2274.0,0.40113833209601585,0.2288659793814433,0.8343627753757464,0.6016330570332797
Point_607,14.2156,79.499426,188.0,9.2,93.1,0.25,573.5,777.0,1224.0,1587.5,2090.5,2571.0,3019.0,3141.0,3334.0,3095.5,3446.5,2519.0,0.32853970603785554,0.20080282901653446,0.5678412164631917,0.4927574540071897
Point_608,14.215448,79.499301,188.0,9.2,93.1,0.25,573.5,584.0,899.0,1092.5,1593.0,2302.0,2628.5,2694.0,2912.0,3095.5,2855.0,2106.5,0.42294995378317707,0.2568229531140658,0.8221252566735113,0.6343411671507789
Point_609,15.114088,79.719399,50.0,16.1,316.0,0.56,445.0,465.0,742.0,594.0,1237.0,2576.5,3002.5,3165.0,3299.5,3193.0,2329.0,1453.5,0.6839584996009577,0.4379827351203998,1.982266769468003,1.0258013033648092
