Latitude,Longitude,Feature_ID,Village,N,P,K,OC
14.758,79.968,28_515_shc_2023-24.6490,Bitragunta,125.0,24.0,117.0,0.52
14.758,79.968,28_515_shc_2023-24.6532,Thalluru,125.0,20.0,137.0,0.68
14.758,79.968,28_515_shc_2023-24.6535,Bogole,163.0,16.0,182.0,0.61
14.758,79.968,28_515_shc_2023-24.6536,Bogole,138.0,32.0,143.0,0.71
14.758,79.968,28_515_shc_2023-24.6537,Bogole,138.0,7.0,234.0,0.31
14.758,79.968,28_515_shc_2023-24.6588,Bogole,88.0,36.0,221.0,0.32
14.758,79.968,28_515_shc_2023-24.6627,Bitragunta,88.0,23.0,137.0,0.68
14.758,79.978,28_515_shc_2023-24.6492,Bogole,88.0,38.0,182.0,0.25
14.758,79.978,28_515_shc_2023-24.6647,Bogole,100.0,85.0,247.0,0.31
14.758,79.992,28_515_shc_2023-24.6465,Bogole,75.0,23.0,182.0,0.18
14.758,79.992,28_515_shc_2023-24.6467,Bogole,100.0,34.0,156.0,0.41
14.758,79.992,28_515_shc_2023-24.6576,Bogole,88.0,20.0,234.0,0.58
14.768,79.732,28_515_shc_2023-24.7595,Velagapadu,113.0,22.0,124.0,0.88
14.768,79.782,28_515_shc_2023-24.7743,Ananthapuram,188.0,25.0,20.0,0.25
14.762,79.828,28_515_shc_2023-24.7558,Gudladona,151.0,38.0,33.0,0.18
14.762,79.828,28_515_shc_2023-24.7704,Gudladona,51.0,36.0,26.0,0.18
14.762,79.828,28_515_shc_2023-24.7706,Gudladona,100.0,15.0,98.0,0.29
14.762,79.828,28_515_shc_2023-24.7833,Gudladona,75.0,48.0,565.0,1.56
14.768,79.832,28_515_shc_2023-24.7708,Gudladona,163.0,103.0,33.0,0.48
14.768,79.832,28_515_shc_2023-24.7761,Gudladona,88.0,34.0,46.0,0.54
14.768,79.832,28_515_shc_2023-24.7763,Gudladona,100.0,17.0,85.0,0.52
14.768,79.832,28_515_shc_2023-24.7764,Ananthapuram,151.0,17.0,163.0,0.52
14.768,79.832,28_515_shc_2023-24.7767,Gudladona,100.0,29.0,20.0,0.38
14.768,79.832,28_515_shc_2023-24.7768,Ananthapuram,176.0,19.0,26.0,0.52
14.768,79.832,28_515_shc_2023-24.7777,Gudladona,188.0,22.0,104.0,0.25
14.768,79.832,28_515_shc_2023-24.7779,Ananthapuram,176.0,16.0,33.0,0.88
14.768,79.832,28_515_shc_2023-24.7780,Gudladona,113.0,24.0,156.0,0.51
14.768,79.832,28_515_shc_2023-24.7781,Gudladona,125.0,22.0,137.0,0.18
14.768,79.832,28_515_shc_2023-24.7786,Gudladona,163.0,40.0,33.0,0.58
14.768,79.832,28_515_shc_2023-24.7800,Gudladona,138.0,43.0,46.0,0.32
14.768,79.832,28_515_shc_2023-24.7806,Gudladona,113.0,45.0,33.0,0.58
14.768,79.832,28_515_shc_2023-24.7820,Gudladona,100.0,22.0,111.0,0.28
14.768,79.832,28_515_shc_2023-24.7834,Gudladona,151.0,9.0,91.0,0.21
14.765,79.975,28_515_shc_2023-24.7128,Bogole,50.0,7.0,150.0,0.91
14.762,80.058,28_515_shc_2023-24.4900,Allurupeta,125.0,75.0,117.0,0.38
14.762,80.058,28_515_shc_2023-24.4944,Allurupeta,163.0,91.0,59.0,0.61
14.762,80.052,28_515_shc_2023-24.5721,Ulavapalle,50.0,64.0,650.0,0.73
14.775,79.785,28_515_shc_2023-24.7561,Ananthapuram,63.0,55.0,72.0,1.03
14.775,79.785,28_515_shc_2023-24.7570,Ananthapuram,113.0,27.0,39.0,0.81
14.782,79.482,28_515_shc_2025-26.7715,Gundemadakala,188.0,19.0,234.0,0.54
14.788,79.722,28_515_shc_2023-24.7562,Velagapadu,50.0,82.0,345.0,0.48
14.798,79.522,28_515_shc_2023-24.5606,Sankavaram,163.0,78.0,150.0,0.18
14.798,79.798,28_515_shc_2023-24.7707,Lakshmipuram,75.0,17.0,137.0,0.51
14.798,80.002,28_515_shc_2023-24.6499,Bogole,38.0,48.0,228.0,0.61
14.798,80.002,28_515_shc_2023-24.6500,Allimadugu,113.0,23.0,182.0,0.18
14.798,80.002,28_515_shc_2023-24.6502,Allimadugu,100.0,36.0,130.0,0.21
14.798,80.002,28_515_shc_2023-24.6598,Allimadugu,50.0,48.0,195.0,0.91
14.798,80.002,28_515_shc_2023-24.6606,Allimadugu,25.0,46.0,331.0,1.07
14.798,80.008,28_515_shc_2023-24.6642,Allimadugu,314.0,6.0,280.0,0.26
14.798,80.022,28_515_shc_2023-24.6552,Mungamur,88.0,110.0,618.0,0.38
14.798,80.068,28_515_shc_2023-24.6486,Juvvaladinne,138.0,12.0,442.0,0.22
14.798,80.068,28_515_shc_2023-24.6487,Juvvaladinne,50.0,97.0,273.0,0.28
14.792,80.072,28_515_shc_2023-24.6586,Bogole,100.0,66.0,182.0,0.18
14.802,79.798,28_515_shc_2023-24.7652,Lakshmipuram,75.0,20.0,247.0,0.52
14.802,79.798,28_515_shc_2023-24.7759,Lakshmipuram,75.0,33.0,292.0,0.4
14.802,79.798,28_515_shc_2023-24.7771,Lakshmipuram,88.0,26.0,299.0,0.52
14.802,79.798,28_515_shc_2023-24.7801,China Annaluru,151.0,34.0,358.0,0.41
14.808,80.028,28_515_shc_2023-24.6562,Mungamur,13.0,73.0,624.0,0.25
14.808,80.068,28_515_shc_2023-24.6641,Juvvaladinne,138.0,110.0,173.0,0.71
14.818,79.658,28_515_shc_2023-24.7585,Nagasamudram,176.0,16.0,117.0,0.55
14.818,79.658,28_515_shc_2023-24.7674,Nagasamudram,100.0,97.0,345.0,0.23
14.818,79.658,28_515_shc_2023-24.7687,Nagasamudram,151.0,24.0,325.0,0.21
14.818,79.658,28_515_shc_2023-24.7736,Nagasamudram,100.0,17.0,637.0,0.12
14.818,79.658,28_515_shc_2023-24.7819,Nagasamudram,163.0,38.0,462.0,0.18
14.812,79.692,28_515_shc_2023-24.7755,China Annaluru,63.0,3.0,273.0,1.13
14.818,79.738,28_515_shc_2023-24.7590,Pedakonduru,100.0,123.0,319.0,0.54
14.812,79.822,28_515_shc_2023-24.6357,Kodandaramapuram,151.0,22.0,137.0,0.39
14.818,79.958,28_515_shc_2023-24.6482,Bitragunta,75.0,97.0,163.0,0.78
14.812,79.978,28_515_shc_2023-24.6489,Bitragunta,138.0,75.0,247.0,0.62
14.818,80.042,28_515_shc_2023-24.6508,Juvvaladinne,50.0,29.0,247.0,0.51
14.828,79.462,28_515_shc_2023-24.5676,Yerukollu,226.0,1.0,267.0,0.41
14.825,79.695,28_515_shc_2023-24.7809,Kaligiri,113.0,62.0,33.0,0.11
14.828,79.728,28_515_shc_2023-24.7843,Pedakonduru,75.0,61.0,357.0,0.28
14.822,79.908,28_515_shc_2023-24.5458,Jaladanki,201.0,21.0,332.0,0.28
14.825,79.955,28_515_shc_2023-24.6595,Bitragunta,125.0,21.0,91.0,0.28
14.822,80.058,28_515_shc_2023-24.6632,Juvvaladinne,38.0,9.0,156.0,0.25
14.835,79.575,28_515_shc_2023-24.7250,Thurpuyerraballe,25.0,19.0,371.0,0.79
14.835,79.575,28_515_shc_2023-24.7387,Thurpuyerraballe,163.0,17.0,85.0,0.41
14.835,79.575,28_515_shc_2023-24.7388,Thurpuyerraballe,138.0,23.0,176.0,0.53
14.835,79.575,28_515_shc_2023-24.7392,Thurpuyerraballe,176.0,25.0,163.0,1.25
14.838,79.652,28_515_shc_2023-24.7681,China Annaluru,151.0,117.0,189.0,0.46
14.838,79.652,28_515_shc_2023-24.7682,China Annaluru,113.0,20.0,208.0,0.55
14.838,79.652,28_515_shc_2023-24.7788,China Annaluru,301.0,87.0,143.0,0.51
14.832,79.662,28_515_shc_2023-24.7666,Kaligiri,75.0,85.0,39.0,0.91
14.832,79.732,28_515_shc_2023-24.7589,Pedakonduru,75.0,19.0,345.0,0.58
14.832,79.818,28_515_shc_2023-24.6276,China Kraka,138.0,85.0,163.0,0.18
14.835,79.915,28_515_shc_2023-24.4992,Brahmanakraka,163.0,17.0,163.0,0.12
14.835,79.915,28_515_shc_2023-24.6204,Brahmanakraka,125.0,25.0,254.0,1.0
14.842,79.588,28_515_shc_2023-24.5534,Akilavalasa,125.0,21.0,312.0,0.82
14.842,79.588,28_515_shc_2023-24.6960,Akilavalasa,163.0,43.0,117.0,0.9
14.842,79.588,28_515_shc_2023-24.7635,Kummarakonduru,100.0,36.0,85.0,0.88
14.842,79.582,28_515_shc_2023-24.5775,Vinjamur,176.0,61.0,97.0,0.68
14.842,79.582,28_515_shc_2023-24.5776,Vinjamur,75.0,80.0,156.0,0.62
14.848,79.622,28_515_shc_2023-24.5207,Vinjamur,151.0,27.0,364.0,0.32
14.842,79.838,28_515_shc_2023-24.5790,China Kraka,188.0,69.0,137.0,0.31
14.845,79.895,28_515_shc_2023-24.7281,Brahmanakraka,163.0,5.0,156.0,1.19
14.848,79.988,28_515_shc_2023-24.7152,Thallapalem,113.0,9.0,666.0,0.85
14.855,79.405,28_515_shc_2023-24.6445,Duttalur,151.0,1.0,26.0,0.42
14.855,79.735,28_515_shc_2023-24.7557,Kaligiri,51.0,20.0,650.0,0.52
14.858,79.742,28_515_shc_2023-24.7566,Ravulakollu,125.0,19.0,579.0,0.45
14.852,79.798,28_515_shc_2023-24.7776,Kummarakonduru,188.0,21.0,234.0,0.86
14.868,79.618,28_515_shc_2023-24.7596,China Annaluru,100.0,25.0,39.0,0.52
14.862,79.758,28_515_shc_2023-24.7815,Krakuturu,226.0,12.0,163.0,0.21
14.862,79.758,28_515_shc_2023-24.7830,Krakuturu,301.0,100.0,150.0,0.35
14.868,79.998,28_515_shc_2023-24.6189,Musunuru (Part),138.0,14.0,117.0,0.71
14.875,79.905,28_515_shc_2023-24.5653,Jaladanki,138.0,27.0,116.0,0.2
14.878,79.908,28_515_shc_2023-24.5237,Jaladanki,127.0,32.0,122.0,0.4
14.872,79.988,28_515_shc_2023-24.5858,Musunuru (Part),213.0,40.0,78.0,0.68
14.888,79.388,28_515_shc_2023-24.6372,Mandallanaidupalle,301.0,8.0,59.0,0.13
14.885,79.565,28_515_shc_2023-24.6186,Utukuru,163.0,25.0,104.0,0.18
14.885,79.565,28_515_shc_2023-24.7156,Utukuru,163.0,34.0,137.0,0.33
14.885,79.905,28_515_shc_2023-24.5451,Jaladanki,163.0,14.0,176.0,0.28
14.888,79.942,28_515_shc_2023-24.6350,Budamagunta,113.0,38.0,91.0,0.79
14.888,79.948,28_515_shc_2023-24.6857,Budamagunta,100.0,40.0,117.0,0.12
14.892,79.458,28_515_shc_2023-24.5470,Narrawada,138.0,6.0,85.0,0.62
14.892,79.678,28_515_shc_2023-24.7656,China Annaluru,125.0,12.0,267.0,0.25
14.895,79.775,28_515_shc_2023-24.5005,Kesavaram,201.0,21.0,137.0,0.14
14.895,79.775,28_515_shc_2023-24.6168,Chodavaram,163.0,52.0,280.0,0.5
14.895,79.775,28_515_shc_2023-24.6733,Kesavaram,176.0,20.0,202.0,0.22
14.892,79.852,28_515_shc_2023-24.7659,Ananthapuram,100.0,9.0,78.0,0.72
14.892,79.868,28_515_shc_2023-24.5651,Gattupalle,125.0,35.0,169.0,0.83
14.898,79.942,28_515_shc_2023-24.5656,Jammalapalem,201.0,20.0,174.0,0.4
14.898,80.048,28_515_shc_2023-24.7317,Thummalapenta,113.0,43.0,78.0,0.32
14.898,80.048,28_515_shc_2023-24.7320,Chennayapalem,213.0,5.0,520.0,0.62
14.905,79.375,28_515_shc_2023-24.5174,Appasamudram,88.0,1.0,13.0,0.42
14.908,79.462,28_515_shc_2023-24.6966,Kothapeta,88.0,14.0,305.0,0.37
14.908,79.462,28_515_shc_2023-24.6974,Kothapeta,125.0,1.0,500.0,0.86
14.902,79.562,28_515_shc_2023-24.7169,Turpurompidodla,176.0,15.0,104.0,0.18
14.902,79.778,28_515_shc_2023-24.5000,Kesavaram,113.0,23.0,124.0,0.1
14.908,79.992,28_515_shc_2023-24.7315,Budamagunta,213.0,1.0,98.0,0.54
14.918,79.422,28_515_shc_2023-24.5485,Theddupadu,151.0,8.0,59.0,0.65
14.918,79.678,28_515_shc_2023-24.5082,Ganugapenta,125.0,24.0,163.0,0.31
14.915,79.705,28_515_shc_2023-24.7670,China Annaluru,201.0,23.0,189.0,0.73
14.928,80.028,28_515_shc_2023-24.7106,Palukur,100.0,23.0,293.0,0.42
14.928,80.062,28_515_shc_2023-24.7313,Thummalapenta,238.0,103.0,52.0,1.15
14.935,80.025,28_515_shc_2023-24.6849,Anemadugu,25.0,36.0,163.0,0.81
14.948,79.912,28_515_shc_2023-24.4795,Kothapalle,125.0,38.0,78.0,0.42
14.958,80.008,28_515_shc_2023-24.6771,Maddurupadu (Part),188.0,69.0,104.0,0.62
14.968,79.368,28_515_shc_2023-24.6156,Thurpu Boyamadugula,238.0,33.0,195.0,0.19
14.968,79.828,28_515_shc_2023-24.7300,Chodavaram,88.0,22.0,111.0,0.6
14.975,79.375,28_515_shc_2023-24.6842,Guvvadi,138.0,23.0,91.0,0.38
14.978,79.648,28_515_shc_2023-24.7375,Thurpu- Brahmanapalle,13.0,97.0,436.0,0.71
14.978,79.648,28_515_shc_2023-24.7383,Thurpu- Brahmanapalle,163.0,19.0,345.0,0.38
14.972,80.008,28_515_shc_2023-24.5870,Rudrakota,75.0,3.0,78.0,1.01
14.972,80.052,28_515_shc_2023-24.5436,Chennayapalem,88.0,8.0,28.0,0.88
14.982,79.648,28_515_shc_2023-24.7228,Chinthaladevi,125.0,48.0,660.0,0.88
14.998,79.602,28_515_shc_2023-24.6662,Thurpuyerraballe,125.0,22.0,124.0,0.68
14.992,79.692,28_515_shc_2023-24.5850,Gudavalluru (Kondapuram),138.0,20.0,234.0,1.0
14.998,79.728,28_515_shc_2023-24.6002,Parlapalle,175.0,20.0,293.0,0.49
14.998,79.728,28_515_shc_2023-24.6648,Parlapalle,138.0,4.0,124.0,0.52
14.998,79.838,28_515_shc_2023-24.6356,Nayudupalem,163.0,36.0,410.0,0.35
14.998,80.008,28_515_shc_2023-24.5353,Chevuru,176.0,6.0,39.0,0.25
14.998,80.042,28_515_shc_2023-24.6187,Thummalapenta,88.0,25.0,91.0,0.97
15.002,79.702,28_515_shc_2023-24.7083,Parlapalle,175.0,27.0,111.0,0.58
15.002,79.838,28_515_shc_2023-24.6278,Nayudupalem,113.0,22.0,33.0,0.75
15.005,79.845,28_515_shc_2023-24.6780,Nayudupalem,188.0,17.0,117.0,0.62
15.025,79.565,28_515_shc_2023-24.5709,Iskadamerla,51.0,34.0,501.0,1.15
15.035,79.745,28_515_shc_2023-24.7489,Saipeta,125.0,20.0,163.0,1.02
15.038,79.878,28_515_shc_2023-24.5125,Ammavari Palem,125.0,13.0,332.0,0.48
15.042,79.498,28_515_shc_2023-24.7337,Turpurompidodla,125.0,14.0,182.0,0.58
15.048,79.648,28_515_shc_2023-24.5464,Mogilicherla,50.0,8.0,338.0,1.21
15.042,79.738,28_515_shc_2023-24.6114,Rallapadu,263.0,8.0,130.0,0.21
15.052,79.882,28_515_shc_2023-24.6436,Gudluru,113.0,110.0,299.0,0.17
15.052,80.042,28_515_shc_2023-24.5934,Ramayapatnam,138.0,23.0,117.0,0.48
15.068,79.732,28_515_shc_2023-24.5550,Cheemalapenta,213.0,46.0,85.0,0.44
15.088,79.708,28_515_shc_2023-24.6060,Lingasamudram,213.0,22.0,130.0,0.2
15.088,79.722,28_515_shc_2023-24.6941,Mala Konda Rayunipalem,188.0,37.0,130.0,0.2
15.088,79.722,28_515_shc_2023-24.6942,Mala Konda Rayunipalem,151.0,37.0,91.0,0.16
15.088,79.722,28_515_shc_2023-24.6976,Mala Konda Rayunipalem,138.0,24.0,481.0,0.58
15.088,79.722,28_515_shc_2023-24.7061,Mala Konda Rayunipalem,201.0,21.0,163.0,0.1
15.088,80.002,28_515_shc_2023-24.6746,Veerepalle,157.0,38.0,156.0,0.82
15.088,80.032,28_515_shc_2023-24.6179,K.Rajupalem,213.0,15.0,156.0,0.58
15.082,80.032,28_515_shc_2023-24.7170,K.Rajupalem,188.0,19.0,124.0,0.39
15.108,79.792,28_515_shc_2023-24.5666,Veera Raghavuni Kota,113.0,23.0,124.0,0.28
15.102,80.008,28_515_shc_2023-24.5228,Veerepalle,113.0,34.0,104.0,0.81
15.118,79.702,28_515_shc_2023-24.7002,Jagamreddi Khandrika,50.0,56.0,429.0,0.26
15.115,80.035,28_515_shc_2023-24.7360,Karedu,113.0,62.0,221.0,0.1
15.122,79.958,28_515_shc_2023-24.5945,Baddepudi,138.0,35.0,195.0,0.76
15.122,79.958,28_515_shc_2023-24.5948,Baddepudi,113.0,110.0,286.0,0.82
15.132,79.958,28_515_shc_2023-24.4803,Bheemavaram,100.0,43.0,72.0,0.61
15.132,79.958,28_515_shc_2023-24.5772,Bheemavaram,113.0,60.0,85.0,0.25
15.142,80.008,28_515_shc_2023-24.7363,K.Rajupalem,125.0,21.0,241.0,0.48
15.145,80.025,28_515_shc_2023-24.7151,Karedu,100.0,42.0,169.0,0.68
15.158,79.958,28_515_shc_2023-24.6727,Atmakur,75.0,15.0,182.0,0.18
15.158,80.062,28_515_shc_2023-24.6854,Karedu,100.0,34.0,169.0,0.25
15.162,79.892,28_515_shc_2023-24.5155,Mopadu,75.0,29.0,98.0,0.42
15.168,80.008,28_515_shc_2023-24.5949,K.Rajupalem,100.0,68.0,182.0,0.58
15.168,80.008,28_515_shc_2023-24.5952,Ramayapatnam,151.0,110.0,610.0,0.82
15.168,80.012,28_515_shc_2023-24.5940,Chaki Cherla,151.0,64.0,201.0,0.69
15.168,80.012,28_515_shc_2023-24.5942,Chaki Cherla,63.0,70.0,84.0,0.51
15.172,79.792,28_515_shc_2023-24.6208,Sameerapalem,100.0,3.0,91.0,0.6
15.178,79.892,28_515_shc_2023-24.7097,Kondamudusu Palem,226.0,80.0,109.0,0.28
15.178,80.022,28_515_shc_2023-24.6419,Karedu,125.0,88.0,292.0,0.48
15.178,80.052,28_515_shc_2023-24.4979,Karedu,138.0,8.0,137.0,0.48
15.178,80.062,28_515_shc_2023-24.5765,Karedu,151.0,5.0,227.0,0.57
15.178,80.062,28_515_shc_2023-24.5950,Manneti Kota,100.0,42.0,169.0,0.68
15.178,80.062,28_515_shc_2023-24.5951,Manneti Kota,125.0,88.0,104.0,0.68
15.178,80.062,28_515_shc_2023-24.5953,Karedu,125.0,88.0,292.0,0.48
15.185,79.655,28_515_shc_2023-24.4850,Polineni Cheruvu,100.0,4.0,104.0,0.47
15.188,79.838,28_515_shc_2023-24.6301,Nekunam Puram K.Kandrika,50.0,38.0,266.0,0.62
15.182,79.842,28_515_shc_2023-24.6450,Nekunam Puram K.Kandrika,125.0,105.0,456.0,0.59
15.188,79.998,28_515_shc_2023-24.5859,Manneti Kota,188.0,27.0,117.0,0.88
15.182,80.058,28_515_shc_2023-24.4978,Karedu,88.0,43.0,85.0,0.25
15.198,79.862,28_515_shc_2023-24.6896,Kancharagunta,113.0,34.0,332.0,0.19
15.198,79.862,28_515_shc_2023-24.6998,Kancharagunta,125.0,34.0,122.0,0.29
15.198,79.862,28_515_shc_2023-24.7008,Kancharagunta,25.0,45.0,221.0,0.18
15.198,79.862,28_515_shc_2023-24.7019,Kancharagunta,201.0,19.0,462.0,0.25
15.198,79.862,28_515_shc_2023-24.7117,Kancharagunta,125.0,34.0,122.0,0.29
15.195,79.865,28_515_shc_2023-24.4834,Kancharagunta,25.0,45.0,221.0,0.18
15.192,79.892,28_515_shc_2023-24.5015,Kondamudusu Palem,138.0,38.0,228.0,0.65
15.192,79.892,28_515_shc_2023-24.7102,Kondamudusu Palem,163.0,25.0,122.0,0.16
15.208,80.072,28_515_shc_2023-24.4965,Thummalapenta,213.0,75.0,46.0,0.44
15.208,80.072,28_515_shc_2023-24.6030,Thummalapenta,113.0,60.0,78.0,0.62
15.232,79.882,28_515_shc_2023-24.5371,Kondikandukur,88.0,10.0,293.0,0.74
15.268,79.898,28_515_shc_2023-24.6064,Kondikandukur,163.0,14.0,221.0,0.64
15.292,79.918,28_515_shc_2023-24.6983,Vikkiralapeta,188.0,1.0,377.0,1.2
15.298,79.918,28_515_shc_2023-24.6959,Vikkiralapeta,113.0,14.0,267.0,0.58
14.178,79.742,28_515_shc_2023-24.5020,Molakalapundla,125.0,66.0,234.0,0.87
14.178,79.742,28_515_shc_2023-24.5148,Cheekavolu,63.0,31.0,260.0,0.46
14.178,79.742,28_515_shc_2023-24.5149,Ananthamadugu,351.0,21.0,585.0,1.37
14.178,79.742,28_515_shc_2023-24.5537,Cheekavolu,113.0,8.0,202.0,0.48
14.178,79.742,28_515_shc_2023-24.5538,Vemulachedu,188.0,8.0,176.0,0.96
14.178,79.742,28_515_shc_2023-24.5541,Palur,38.0,64.0,143.0,0.69
14.178,79.742,28_515_shc_2023-24.5695,Devaravemur,138.0,82.0,228.0,0.78
14.178,79.742,28_515_shc_2023-24.5696,Devaravemur,100.0,3.0,306.0,1.75
14.178,79.742,28_515_shc_2023-24.5697,Ananthamadugu,125.0,88.0,650.0,0.69
14.172,79.752,28_515_shc_2023-24.6230,Molakalapundla,251.0,23.0,169.0,0.4
14.172,79.752,28_515_shc_2023-24.6791,Molakalapundla,151.0,29.0,202.0,0.76
14.172,79.752,28_515_shc_2023-24.7092,Molakalapundla,188.0,1.0,195.0,0.85
14.202,79.682,28_515_shc_2023-24.5386,Chaganam,188.0,8.0,195.0,0.58
14.225,79.995,28_515_shc_2023-24.7530,Pudiparthi,100.0,10.0,650.0,0.49
14.252,79.642,28_515_shc_2023-24.6698,Munagala Venkatapuram,163.0,22.0,176.0,0.25
14.258,80.032,28_515_shc_2023-24.7543,Epuru Bit - II (G V R Palem),138.0,23.0,46.0,1.38
14.285,79.735,28_515_shc_2023-24.5262,Kalichedu,188.0,14.0,182.0,0.62
14.285,79.735,28_515_shc_2023-24.7050,Griddalur,188.0,3.0,72.0,0.66
14.288,79.732,28_515_shc_2023-24.4852,Griddalur,113.0,16.0,104.0,0.72
14.282,79.812,28_515_shc_2023-24.6957,Manubolu,125.0,55.0,85.0,0.31
14.298,79.712,28_515_shc_2023-24.5909,Perumallapadu,176.0,8.0,89.0,0.86
14.298,79.712,28_515_shc_2023-24.6058,Orupalle,113.0,6.0,137.0,0.48
14.292,79.832,28_515_shc_2023-24.7540,Kuricherlapadu,289.0,29.0,91.0,0.98
14.292,79.978,28_515_shc_2023-24.7532,Survepalle Bit 閳 II,339.0,24.0,78.0,1.59
14.318,79.718,28_515_shc_2023-24.5165,Griddalur,238.0,12.0,72.0,0.82
14.338,79.712,28_515_shc_2023-24.4870,Inukurthy,113.0,6.0,215.0,0.21
14.338,79.712,28_515_shc_2023-24.5145,Inukurthy,113.0,38.0,130.0,0.41
14.338,79.712,28_515_shc_2023-24.5806,Inukurthy,125.0,101.0,279.0,0.58
14.348,79.862,28_515_shc_2023-24.7494,Kasumuru,251.0,48.0,78.0,1.0
14.342,80.062,28_515_shc_2023-24.6169,Brahmadevam,125.0,40.0,85.0,0.1
14.342,80.062,28_515_shc_2023-24.6739,Brahmadevam,88.0,70.0,331.0,0.05
14.368,80.042,28_515_shc_2023-24.7164,Kakupalle -II (Madaraja Gudur),188.0,30.0,215.0,0.62
14.382,79.728,28_515_shc_2023-24.5800,Navooru,125.0,68.0,13.0,0.56
14.382,79.728,28_515_shc_2023-24.5801,Navooru,213.0,28.0,650.0,1.59
14.385,80.055,28_515_shc_2023-24.7084,Varigonda,75.0,29.0,78.0,0.25
14.402,79.802,28_515_shc_2023-24.7048,Marupuru,151.0,36.0,176.0,0.31
14.402,79.802,28_515_shc_2023-24.7051,Marupuru,151.0,13.0,91.0,0.33
14.418,79.588,28_515_shc_2023-24.5988,Nernoor,50.0,11.0,91.0,0.63
14.415,79.805,28_515_shc_2023-24.7049,Marupuru,63.0,6.0,124.0,0.23
14.425,79.695,28_515_shc_2023-24.6793,Kanuparthi,213.0,50.0,65.0,0.34
14.425,80.055,28_515_shc_2023-24.6337,Chinna Cherukur,163.0,38.0,111.0,0.31
14.438,80.072,28_515_shc_2023-24.6249,Peduru,88.0,30.0,98.0,0.28
14.445,80.155,28_515_shc_2023-24.6245,Venkanapalem,113.0,7.0,221.0,0.31
14.465,79.375,28_515_shc_2023-24.4966,Madannagaripalle,151.0,11.0,130.0,0.58
14.465,79.375,28_515_shc_2023-24.5088,Madannagaripalle,213.0,19.0,176.0,0.42
14.478,79.972,28_515_shc_2023-24.5316,Pothireddipalem,88.0,75.0,215.0,0.73
14.478,79.972,28_515_shc_2023-24.7235,Gangavaram,213.0,20.0,124.0,0.44
14.478,79.972,28_515_shc_2023-24.7238,Gangavaram,188.0,23.0,546.0,0.67
14.478,79.972,28_515_shc_2023-24.7445,Gangavaram,201.0,82.0,111.0,0.67
14.478,79.972,28_515_shc_2023-24.7448,Gangavaram,226.0,21.0,137.0,1.0
14.478,79.972,28_515_shc_2023-24.7450,Gangavaram,138.0,82.0,163.0,0.57
14.478,79.972,28_515_shc_2023-24.7465,Gangavaram,163.0,22.0,169.0,0.51
14.478,80.118,28_515_shc_2023-24.5664,Indukurpet Bit - I,113.0,24.0,280.0,0.26
14.488,79.368,28_515_shc_2023-24.7147,Kulluru,251.0,9.0,72.0,0.24
14.485,79.675,28_515_shc_2023-24.6927,Navooru,125.0,7.0,163.0,0.42
14.488,79.678,28_515_shc_2023-24.5488,Navooru,226.0,9.0,163.0,0.82
14.482,79.898,28_515_shc_2023-24.6191,Devarapalem,50.0,15.0,122.0,0.1
14.498,80.102,28_515_shc_2023-24.4814,Punnur,63.0,70.0,650.0,1.0
14.498,80.102,28_515_shc_2023-24.5248,Punnur,201.0,18.0,214.0,0.32
14.498,80.102,28_515_shc_2023-24.6874,Punnur,201.0,52.0,658.0,0.91
14.502,79.448,28_515_shc_2023-24.6850,Thopugunta,88.0,1.0,221.0,0.08
14.508,80.028,28_515_shc_2023-24.7215,Leguntapadu,100.0,38.0,312.0,0.72
14.508,80.038,28_515_shc_2023-24.6829,Leguntapadu,176.0,22.0,163.0,0.18
14.505,80.055,28_515_shc_2023-24.5310,Inamadugu,238.0,44.0,98.0,0.83
14.502,80.138,28_515_shc_2023-24.4998,Komarika,138.0,17.0,371.0,0.21
14.502,80.138,28_515_shc_2023-24.5786,Komarika,188.0,27.0,156.0,0.31
14.505,80.165,28_515_shc_2023-24.5873,Mypadu,251.0,73.0,234.0,0.19
14.515,79.565,28_515_shc_2023-24.6119,Chejerla,113.0,21.0,78.0,0.99
14.512,79.762,28_515_shc_2023-24.6094,Thatiparthi,251.0,139.0,234.0,0.28
14.518,79.802,28_515_shc_2023-24.6755,Golla Kandukur,176.0,14.0,163.0,0.26
14.528,79.518,28_515_shc_2023-24.4871,Yanamadala,113.0,128.0,247.0,0.58
14.522,79.742,28_515_shc_2023-24.5692,Nedurupalle,113.0,16.0,215.0,1.0
14.532,79.552,28_515_shc_2023-24.5051,Chejerla,100.0,3.0,98.0,1.03
14.538,79.992,28_515_shc_2023-24.5557,Kovur,138.0,29.0,91.0,0.77
14.548,79.368,28_515_shc_2023-24.6062,Ananthasagaram,125.0,80.0,442.0,0.38
14.548,79.368,28_515_shc_2023-24.6906,Ananthasagaram,113.0,32.0,371.0,0.61
14.568,79.808,28_515_shc_2023-24.5914,Padamatipalem,125.0,5.0,292.0,0.58
14.562,79.822,28_515_shc_2023-24.5718,Duvvuru,38.0,60.0,455.0,0.18
14.565,79.985,28_515_shc_2023-24.6705,Gandavaram,188.0,22.0,104.0,0.52
14.568,80.002,28_515_shc_2023-24.7192,Kodavalur,163.0,13.0,137.0,0.32
14.568,80.032,28_515_shc_2023-24.5608,Parlapalle,75.0,65.0,266.0,0.46
14.572,79.412,28_515_shc_2023-24.5360,Ananthasagaram,63.0,46.0,85.0,0.25
