system:index,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,K,N,OC,P,sample_id,.geo
0,634.0,3476.0,3051.5,1400.5,1657.0,1961.0,2103.5,2437.5,2717.0,2812.0,2916.5,2865.5,310.4,38,0.26,90.2,0,"{""type"":""Point"",""coordinates"":[79.555352,14.171091]}"
1,735.918918918919,2666.0,2084.5,605.390243902439,798.7647058823529,861.68,1611.6,2165.4,2419.1666666666665,2449.6,2654.7333333333336,2646.1428571428573,428.3,113,0.2,21.5,1,"{""type"":""Point"",""coordinates"":[79.883129,15.298906000000002]}"
2,497.57142857142856,3241.25,2375.0,553.8,847.1818181818181,1138.8,1709.6666666666667,2269.5,2469.6666666666665,2570.0,2775.5,2903.0,347.6,113,0.14,0.8,2,"{""type"":""Point"",""coordinates"":[79.720251,14.771593999999997]}"
3,481.1111111111111,3623.0,2609.0,762.5,1144.0,1527.0,1945.0,2668.5,3119.5,3215.0,3504.5,3582.25,329,113,0.39,0.8,3,"{""type"":""Point"",""coordinates"":[79.70221,14.764503000000005]}"
4,584.5,3224.5,2267.25,756.3333333333334,1171.0,1550.0,2013.1666666666665,2863.2,3270.0,3408.75,3699.5,3738.75,521,201,0.48,0.8,4,"{""type"":""Point"",""coordinates"":[80.002703,14.975099999999998]}"
5,421.0,2673.5,1716.5,648.5,1024.0,1166.0,1736.0,2676.5,3182.0,3189.5,3488.0,3551.0,621,188,0.13,47.62,5,"{""type"":""Point"",""coordinates"":[80.033357,14.949367000000006]}"
6,696.0,3311.5,2771.5,982.5,1258.0,1524.0,1803.0,2162.5,2376.0,2532.0,2648.5,3025.0,323,151,0.25,16.1,6,"{""type"":""Point"",""coordinates"":[80.026144,14.947189000000003]}"
7,685.0,3498.5,2584.5,912.0,1427.0,1744.0,2265.5,3473.0,3928.5,3674.5,4162.5,3964.5,397,314,0.15,0.8,7,"{""type"":""Point"",""coordinates"":[80.034934,14.961666999999997]}"
8,446.0,2158.5,1083.0,669.5,1048.0,991.5,1551.0,2863.0,3383.5,3553.5,3858.0,3866.0,416,376,0.14,18.4,8,"{""type"":""Point"",""coordinates"":[80.026031,14.958184]}"
9,449.5,2989.0,1997.0,612.0,938.5,1105.5,1753.0,2763.0,3076.5,3138.0,3550.0,3214.5,130.4,351,0.34,8.4,9,"{""type"":""Point"",""coordinates"":[79.666517,14.678559000000005]}"
10,450.0,2965.0,2079.5,778.0,1154.5,1395.0,1979.0,2945.0,3479.0,3752.5,3895.5,3480.0,142.8,326,0.23,10.8,10,"{""type"":""Point"",""coordinates"":[79.677545,14.665916000000003]}"
11,277.54545454545456,1262.5,658.8333333333334,358.6923076923077,544.45,350.4761904761905,805.0625,2482.0,3116.4444444444443,3188.8888888888887,3409.0,3290.1,49.2,125,0.3,4.1,11,"{""type"":""Point"",""coordinates"":[79.968203,15.183636999999996]}"
12,338.8,1778.3333333333333,1141.857142857143,350.53846153846155,494.09090909090907,333.44444444444446,972.5714285714286,2381.8,2923.714285714286,2994.0,3242.714285714286,3110.8571428571427,49.2,125,0.3,4.1,12,"{""type"":""Point"",""coordinates"":[79.968268,15.183172]}"
13,690.6,3399.3333333333335,2628.5,853.5,1198.857142857143,1487.9,1746.3333333333333,2160.0,2447.3333333333335,2676.714285714286,2802.4285714285716,2898.2,35.1,238,0.44,72.8,13,"{""type"":""Point"",""coordinates"":[79.977611,15.180090999999997]}"
14,546.7333333333333,1967.6666666666667,1139.0,418.0769230769231,687.1111111111111,527.875,1166.6,2450.1666666666665,2927.0,2930.1666666666665,3149.1666666666665,2846.25,35.1,238,0.44,72.8,14,"{""type"":""Point"",""coordinates"":[79.977198,15.179881]}"
15,813.8,2988.0,2533.0,1013.6666666666666,1263.6363636363637,1520.0,1707.0,2105.0,2259.7,2444.0,2534.5,2591.5555555555557,35.1,238,0.44,72.8,15,"{""type"":""Point"",""coordinates"":[79.977763,15.179922999999999]}"
16,466.45454545454544,1908.0,1169.5,544.0,711.3333333333334,682.0,1074.8,2319.0,2797.0,2677.0,3092.5,3298.1111111111113,35.1,238,0.44,72.8,16,"{""type"":""Point"",""coordinates"":[79.977394,15.179524999999998]}"
17,466.45454545454544,2062.6666666666665,1297.0,605.5,846.75,1010.0,1231.0,2605.8,3187.4,2862.0,3427.5,3298.1111111111113,35.1,238,0.44,72.8,17,"{""type"":""Point"",""coordinates"":[79.977307,15.179084000000001]}"
18,410.6,2328.0,1578.0,591.0,807.5,983.0,1383.0,2258.0,2642.75,2575.5,2830.3333333333335,3232.3333333333335,49.2,276,0.32,112.8,18,"{""type"":""Point"",""coordinates"":[79.97722,15.178665000000002]}"
19,789.2,3174.5,2537.0,991.5333333333333,1294.142857142857,1543.5,1810.3333333333333,2438.8,2676.5,2930.25,2971.5,2900.5,35.1,238,0.44,72.8,19,"{""type"":""Point"",""coordinates"":[79.97861,15.178980000000001]}"
20,677.1,2540.0,1840.857142857143,540.8333333333334,751.4444444444445,665.6666666666666,1306.1666666666667,2269.125,2589.6,2406.0,2858.3333333333335,2975.3333333333335,28.1,289,0.11,7.6,20,"{""type"":""Point"",""coordinates"":[79.979501,15.180049000000004]}"
21,677.1,2318.625,1550.125,481.46666666666664,670.0,603.3846153846154,1241.2727272727273,2469.6666666666665,3031.3333333333335,3422.6666666666665,3211.3333333333335,2975.3333333333335,28.1,289,0.11,7.6,21,"{""type"":""Point"",""coordinates"":[79.979697,15.179965000000003]}"
22,482.64285714285717,2964.6666666666665,2254.6,540.6666666666666,809.9,862.7,1570.1818181818182,2281.5,2522.25,2524.625,2783.0,2963.3333333333335,28.1,289,0.11,7.6,22,"{""type"":""Point"",""coordinates"":[79.98011,15.18007]}"
23,663.2307692307693,2487.6666666666665,1650.6,613.4545454545455,858.5,855.8181818181819,1242.1,2072.4285714285716,2411.375,2544.375,2666.5,2919.8571428571427,28.1,289,0.11,7.6,23,"{""type"":""Point"",""coordinates"":[79.980023,15.179503999999996]}"
24,542.2727272727273,2862.6666666666665,2166.0,604.1428571428571,926.7647058823529,1188.3636363636363,1565.75,2205.75,2458.8888888888887,2637.2,2735.0,2874.0,35.1,188,0.18,48.8,24,"{""type"":""Point"",""coordinates"":[79.983391,15.179105000000002]}"
25,348.9,1770.6666666666667,982.3333333333334,357.4736842105263,590.2727272727273,432.0,1004.3333333333334,2387.3333333333335,2936.3333333333335,3153.0,3195.0,3104.285714285714,63.2,188,0.27,66.4,25,"{""type"":""Point"",""coordinates"":[79.981479,15.178015000000002]}"
26,525.1111111111111,2802.3333333333335,2054.0,621.1,890.3333333333334,1039.8,1588.75,2389.5,2727.0,2818.0,2962.0,3165.0,35.1,163,0.48,8.8,26,"{""type"":""Point"",""coordinates"":[79.966458,15.165909]}"
27,688.2857142857143,2989.5,2642.222222222222,941.9166666666666,1232.8333333333333,1517.4285714285713,1901.1666666666667,2181.8,2350.3333333333335,2319.25,2533.3333333333335,2701.6,35.1,163,0.48,8.8,27,"{""type"":""Point"",""coordinates"":[79.966784,15.165288000000002]}"
28,688.2857142857143,2413.0,1681.5,462.1111111111111,684.5,656.0,1262.8333333333333,2193.25,2611.25,2705.5714285714284,2895.6666666666665,2701.6,35.1,163,0.48,8.8,28,"{""type"":""Point"",""coordinates"":[79.96711,15.164869]}"
29,531.8888888888889,2540.0,1726.0,592.6666666666666,846.0,942.0,1456.0,2575.222222222222,3091.0,3091.25,3444.6666666666665,3217.5,35.1,163,0.48,8.8,29,"{""type"":""Point"",""coordinates"":[79.967001,15.164407999999998]}"
30,553.25,2507.5,1828.0,625.5555555555555,903.75,1095.0,1394.25,2277.25,2765.0,2783.0,2954.0,2833.625,35.1,163,0.48,8.8,30,"{""type"":""Point"",""coordinates"":[79.966067,15.164869]}"
31,553.25,2763.3333333333335,1968.0,619.0,934.0,1261.8,1528.75,2199.0,2507.5,2570.0,2761.0,2833.625,35.1,163,0.48,8.8,31,"{""type"":""Point"",""coordinates"":[79.966067,15.165225000000001]}"
32,349.6923076923077,2189.5,1229.2,470.75,737.0,585.2,1296.0,2127.6666666666665,2414.5,2228.0,2573.0,2399.5,49.2,201,0.29,12.3,32,"{""type"":""Point"",""coordinates"":[79.94613000000001,15.126161999999999]}"
33,356.09090909090907,2575.0,1679.0,485.25,731.2142857142857,805.1111111111111,1437.5,2142.75,2400.5,2400.4285714285716,2516.714285714286,2532.0,49.2,201,0.29,12.3,33,"{""type"":""Point"",""coordinates"":[79.945303,15.125683]}"
34,416.7857142857143,2347.75,1362.6666666666667,470.375,735.8125,666.7,1319.4285714285713,2075.1,2272.5,2259.0,2468.0,2582.8,49.2,201,0.29,12.3,34,"{""type"":""Point"",""coordinates"":[79.944999,15.126508]}"
35,824.0,2478.5,2103.5,923.0,1197.0,1404.0,1483.0,1960.0,2219.5,2419.0,2326.5,2500.0,99.3,238,0.1,13.1,35,"{""type"":""Point"",""coordinates"":[79.587028,14.841833999999999]}"
36,604.1764705882352,2676.0,2000.25,607.5,982.0666666666667,1185.6,1575.8,2397.5,2647.25,2709.0,2908.75,2859.6666666666665,229.7,113,0.14,14.6,36,"{""type"":""Point"",""coordinates"":[79.723288,14.784418]}"
37,615.5,2851.5,1773.25,731.3333333333334,1051.5,1250.6666666666667,1708.111111111111,2782.2727272727275,3231.5,3360.0,3678.0,3404.4444444444443,42.1,100,0.62,14.7,37,"{""type"":""Point"",""coordinates"":[79.984281,15.142970999999998]}"
38,615.5,3111.25,1949.0,862.6666666666666,1315.4,1621.3333333333333,2082.6666666666665,2961.5,3420.8571428571427,3540.0,3811.75,3404.4444444444443,42.1,100,0.62,14.7,38,"{""type"":""Point"",""coordinates"":[79.984075,15.142955000000002]}"
39,613.4,2760.0,1773.0,736.1428571428571,1113.4285714285713,1315.3333333333333,1894.0,2739.0,3118.0,3208.0,3468.0,3522.0,42.1,100,0.62,14.7,39,"{""type"":""Point"",""coordinates"":[79.983554,15.143154000000003]}"
40,599.5555555555555,2987.0,1990.5,797.5,1187.0,1361.0,1906.0,2826.5,3325.0,3376.0,3633.0,3515.0,42.1,100,0.62,14.7,40,"{""type"":""Point"",""coordinates"":[79.983814,15.142535999999998]}"
41,599.5555555555555,2816.0,1851.0,795.8571428571429,1192.125,1321.0,1948.4285714285713,2820.5,3223.0,3310.5,3514.0,3515.0,42.1,100,0.62,14.7,41,"{""type"":""Point"",""coordinates"":[79.98351,15.142672]}"
42,599.5555555555555,3028.0,1960.0,743.5,1116.6666666666667,1268.0,1957.0,2843.6666666666665,3221.5,3310.0,3563.6666666666665,3515.0,42.1,100,0.62,14.7,42,"{""type"":""Point"",""coordinates"":[79.983532,15.142148]}"
43,485.55555555555554,2969.0,2000.4,604.9375,858.2,1135.5,1546.625,1939.2,2102.6,1996.7142857142858,2217.4285714285716,2213.0,49.2,113,0.2,68.7,43,"{""type"":""Point"",""coordinates"":[79.986865,15.136464]}"
44,617.8333333333334,3056.5,1874.0,732.0,1131.3333333333333,1399.0,2042.0,2969.5,3308.6666666666665,3408.0,3670.0,3629.6666666666665,49.2,226,0.38,12.3,44,"{""type"":""Point"",""coordinates"":[79.981815,15.138871000000002]}"
45,616.625,3225.0,2033.5,796.0,1190.0,1426.5,1932.5,3000.5,3286.3333333333335,3402.6666666666665,3729.75,3665.3333333333335,49.2,226,0.38,12.3,45,"{""type"":""Point"",""coordinates"":[79.981935,15.138691999999997]}"
46,616.625,3182.5,2065.0,849.0,1249.8,1392.3333333333333,1895.5,2832.6666666666665,3448.0,3629.5,3822.5,3665.3333333333335,49.2,226,0.38,12.3,46,"{""type"":""Point"",""coordinates"":[79.982098,15.138439999999996]}"
47,616.625,3182.5,2065.0,804.0,1172.0,1390.5,1895.5,2832.6666666666665,3448.0,3570.0,3822.5,3665.3333333333335,49.2,226,0.38,12.3,47,"{""type"":""Point"",""coordinates"":[79.981962,15.138334999999996]}"
48,544.0,3347.0,2159.0,851.0,1287.0,1540.0,2000.5,2927.75,3381.0,3728.0,3726.3333333333335,3323.0,49.2,226,0.38,12.3,48,"{""type"":""Point"",""coordinates"":[79.981745,15.138262000000001]}"
49,662.2,3308.0,2102.0,727.7142857142857,1174.0,1370.0,1940.0,2995.8333333333335,3383.0,3382.6666666666665,3699.3333333333335,3753.3333333333335,49.2,226,0.38,12.3,49,"{""type"":""Point"",""coordinates"":[79.981631,15.138592]}"
50,662.2,3360.0,2166.5,802.6666666666666,1208.0,1413.5,2074.5,3065.0,3501.5,3618.0,3854.0,3753.3333333333335,49.2,226,0.38,12.3,50,"{""type"":""Point"",""coordinates"":[79.981652,15.138466]}"
51,495.6,3096.0,1971.0,688.0,1051.4,1194.0,1729.0,2479.0,2823.5,2952.0,3180.75,2767.4444444444443,28.1,50,0.17,5.9,51,"{""type"":""Point"",""coordinates"":[79.970685,15.131673]}"
52,458.57142857142856,2805.0,1929.2,662.7857142857143,942.125,1229.0,1674.0,2194.75,2387.3333333333335,2319.0,2477.0,1837.5,49.2,138,0.18,59.3,52,"{""type"":""Point"",""coordinates"":[79.968947,15.132273]}"
53,463.42857142857144,2403.0,1441.0,619.0,869.5,935.0,1581.3333333333333,2506.75,3028.3333333333335,3150.5,3436.75,3428.1428571428573,42.1,163,0.42,11.2,53,"{""type"":""Point"",""coordinates"":[79.965561,15.133465]}"
54,543.7142857142857,2755.0,1836.0,608.4444444444445,937.5,1070.0,1647.6666666666667,2384.0,2673.5,2771.8,2929.0,2279.875,42.1,163,0.42,11.2,54,"{""type"":""Point"",""coordinates"":[79.965691,15.133336000000002]}"
55,490.5,2287.0,1378.0,497.7142857142857,818.6666666666666,821.3333333333334,1329.5,2344.2,2678.5,2959.0,2872.0,2296.3333333333335,35.1,351,0.11,37.59,55,"{""type"":""Point"",""coordinates"":[79.963692,15.133864999999997]}"
56,490.5,2228.6666666666665,1394.0,527.6666666666666,753.7,755.5,1325.6666666666667,2162.0,2464.0,2292.0,2614.5,2296.3333333333335,35.1,351,0.11,37.59,56,"{""type"":""Point"",""coordinates"":[79.963469,15.133817]}"
57,493.1666666666667,2216.0,1321.0,592.6666666666666,914.375,918.0,1392.25,2417.4285714285716,2862.5,2918.0,3014.0,3290.0,35.1,351,0.11,37.59,57,"{""type"":""Point"",""coordinates"":[79.963295,15.134074000000002]}"
58,490.5,2228.6666666666665,1394.0,461.5,672.0,655.0,1325.6666666666667,2162.0,2464.0,2299.0,2614.5,2296.3333333333335,35.1,351,0.11,37.59,58,"{""type"":""Point"",""coordinates"":[79.963482,15.133833000000001]}"
59,664.6363636363636,3207.0,2693.5,860.6666666666666,1241.642857142857,1760.7272727272727,2140.285714285714,2473.0,2665.714285714286,2460.3,2723.25,2775.8,35.1,88,0.26,76.9,59,"{""type"":""Point"",""coordinates"":[79.960072,15.134940000000002]}"
60,793.9375,3311.0,2892.75,794.4444444444445,995.2222222222222,1235.4285714285713,1820.2857142857142,2077.4285714285716,2334.75,2081.714285714286,2590.5,2580.1111111111113,35.1,88,0.26,76.9,60,"{""type"":""Point"",""coordinates"":[79.959189,15.135242]}"
61,605.2857142857143,2767.5,1745.6666666666667,673.7692307692307,994.3076923076923,1060.1666666666667,1443.8235294117646,2648.285714285714,3041.4,3153.0,3444.0,2976.8888888888887,56.2,276,0.27,40.53,61,"{""type"":""Point"",""coordinates"":[79.959312,15.136467999999997]}"
62,606.6666666666666,2813.0,1713.0,734.4,1006.6666666666666,1069.0,1740.5,2788.5,3224.6666666666665,3417.6666666666665,3553.9285714285716,3614.6666666666665,42.1,201,0.8,10,62,"{""type"":""Point"",""coordinates"":[79.956606,15.135141]}"
63,545.3333333333334,2565.5,1489.0,671.2,1066.0,1048.25,1635.5,2922.2,3402.0,3560.5,3849.0,3805.2,35.1,314,0.68,1.8,63,"{""type"":""Point"",""coordinates"":[79.956172,15.136814000000001]}"
64,465.0,2432.0,1442.0,611.0,989.0,991.0,1496.6666666666667,2594.8571428571427,3113.1428571428573,3363.6666666666665,3470.5,3232.2,56.2,351,0.32,22.3,64,"{""type"":""Point"",""coordinates"":[79.956563,15.138285000000003]}"
65,544.0,2326.5,1454.0,672.5,870.8333333333334,796.0,1553.3333333333333,2907.5,3385.0,3473.0,3813.0,3775.0,42.1,50,0.17,13.5,65,"{""type"":""Point"",""coordinates"":[79.955867,15.139812000000001]}"
66,492.5,2345.0,1368.0,541.5714285714286,876.4,748.6666666666666,1554.0,2803.4,3376.5,3471.6666666666665,3788.3333333333335,3696.6666666666665,49.2,289,0.19,36.42,66,"{""type"":""Point"",""coordinates"":[79.953684,15.139333000000002]}"
67,475.25,2448.0,1520.6666666666667,621.3333333333334,999.0,988.75,1565.0,2771.5,3185.0,3345.3333333333335,3570.5,3624.5,49.2,125,0.11,31.72,67,"{""type"":""Point"",""coordinates"":[79.953608,15.13861]}"
68,487.2,2246.0,1321.0,619.6,934.6,878.5,1575.0,2681.0,3153.0,3212.8,3508.25,3602.0,49.2,188,0.28,11.2,68,"{""type"":""Point"",""coordinates"":[79.953227,15.137708000000005]}"
69,478.3333333333333,2468.0,1523.0,717.5,1060.3333333333333,1126.25,1701.6666666666667,2714.8571428571427,3164.0,3314.0,3623.375,3682.1111111111113,35.1,314,0.68,1.8,69,"{""type"":""Point"",""coordinates"":[79.955061,15.137242]}"
70,545.3333333333334,2565.5,1489.0,653.0,1056.6,1076.0,1635.5,2922.2,3402.0,3608.0,3849.0,3805.2,35.1,314,0.68,1.8,70,"{""type"":""Point"",""coordinates"":[79.956164,15.136816]}"
71,555.7142857142857,2571.5,1582.0,673.7142857142857,1053.076923076923,1107.5,1688.3333333333333,2349.5,2730.5,2450.6,2972.5,3030.0,35.1,314,0.68,1.8,71,"{""type"":""Point"",""coordinates"":[79.954827,15.136284000000002]}"
72,336.0,2028.0,1267.5,524.4285714285714,717.7777777777778,807.0,1167.75,2094.5,2419.0,2089.5,2573.0,2587.5,42.1,263,0.23,135,72,"{""type"":""Point"",""coordinates"":[79.95269,15.130206000000001]}"
73,341.27272727272725,2192.3333333333335,1356.25,487.8333333333333,736.0,721.6666666666666,1238.375,2122.0,2343.8,2454.5,2570.0,2654.6666666666665,49.2,314,0.18,5.9,73,"{""type"":""Point"",""coordinates"":[79.95032,15.129115000000002]}"
74,417.54545454545456,2897.0,2029.25,405.46153846153845,737.4,924.6666666666666,1624.5833333333333,2281.3333333333335,2462.5,2566.0,2579.6666666666665,2597.4,28.1,289,0.69,3.5,74,"{""type"":""Point"",""coordinates"":[79.944503,15.121267000000005]}"
75,604.1764705882352,3025.6666666666665,2393.8,681.7058823529412,987.0,1189.8,1636.4166666666667,2270.4,2528.3571428571427,2523.7,2836.5714285714284,2859.6666666666665,229.7,113,0.14,14.6,75,"{""type"":""Point"",""coordinates"":[79.723388,14.784260000000003]}"
76,664.6363636363636,3207.0,2693.5,801.625,1121.7142857142858,1380.0,2140.285714285714,2473.0,2665.714285714286,2386.1428571428573,2723.25,2775.8,35.1,88,0.26,76.9,76,"{""type"":""Point"",""coordinates"":[79.960088,15.134829999999996]}"
77,501.6,2066.0,1380.0,599.4,1007.0,1009.6666666666666,1640.5,2065.2,2250.2,2214.6666666666665,2383.3333333333335,2352.0,434,113,0.14,14.6,77,"{""type"":""Point"",""coordinates"":[79.95384200000001,14.851277]}"
78,561.6666666666666,3001.0,2053.0,793.0,1118.0,1370.0,1807.0,2508.25,2795.0,2836.0,3132.0,3116.0,515,226,0.4,3.8,78,"{""type"":""Point"",""coordinates"":[79.957311,14.884256]}"
79,338.5,2585.5,1474.0,543.5,947.0,862.5,1619.5,2517.5,3035.0,3156.5,3376.5,3252.0,180,113,0.32,0.8,79,"{""type"":""Point"",""coordinates"":[79.511017,14.957625]}"
80,566.5,3228.0,2043.0,748.0,1099.0,1171.0,1915.0,2772.0,3159.0,3307.5,3604.0,3549.1666666666665,56.2,201,0.51,15.9,80,"{""type"":""Point"",""coordinates"":[80.032199,15.116372]}"
81,473.7142857142857,3115.3333333333335,2253.3333333333335,737.3,1114.4,1187.8333333333333,1690.7142857142858,2794.75,3220.5,3337.6,3533.25,3414.3333333333335,42.1,163,0.16,12.3,81,"{""type"":""Point"",""coordinates"":[80.041849,15.111631000000001]}"
82,544.8888888888889,4265.0,3608.5,993.3333333333334,1415.0,1800.0,2281.25,2948.6666666666665,3201.0,3308.8,3559.0,3440.25,49.2,226,0.87,1.8,82,"{""type"":""Point"",""coordinates"":[80.041799,15.111003999999996]}"
83,602.4545454545455,3163.75,2393.0,732.9333333333333,1007.6363636363636,1199.4444444444443,1800.5714285714287,2516.25,2792.5,2703.25,3018.8571428571427,2855.0,49.2,226,0.12,1.8,83,"{""type"":""Point"",""coordinates"":[80.041649,15.110328]}"
84,544.8888888888889,4265.0,3608.5,996.4,1424.5,1838.0,2281.25,2948.6666666666665,3201.0,3274.6666666666665,3559.0,3440.25,49.2,226,0.87,1.8,84,"{""type"":""Point"",""coordinates"":[80.041787,15.111036999999996]}"
85,531.75,2892.0,1817.0,783.0,1105.0,1272.0,1841.5,2826.0,3244.5,3309.5,3638.0,3472.6666666666665,35.1,289,0.89,4.7,85,"{""type"":""Point"",""coordinates"":[80.028423,15.110896000000002]}"
86,531.75,3214.0,2168.3333333333335,756.25,1106.3333333333333,1236.0,1848.3333333333333,2728.5,3084.6666666666665,3288.0,3469.0,3472.6666666666665,35.1,289,0.89,4.7,86,"{""type"":""Point"",""coordinates"":[80.028427,15.111032000000002]}"
87,531.75,2892.0,1817.0,786.0,1079.0,1258.6666666666667,1841.5,2826.0,3244.5,3286.5,3638.0,3472.6666666666665,35.1,289,0.89,4.7,87,"{""type"":""Point"",""coordinates"":[80.028243,15.110906]}"
88,563.0,2993.0,2046.0,780.0,1104.0,1282.0,1797.0,2672.5,3037.0,3214.75,3413.0,3358.5,35.1,289,0.89,4.7,88,"{""type"":""Point"",""coordinates"":[80.02816,15.110935]}"
89,542.8333333333334,3145.0,2080.0,799.8888888888889,1103.3333333333333,1201.0,1838.0,2609.3333333333335,3000.0,3270.0,3339.5,3241.6,35.1,289,0.89,4.7,89,"{""type"":""Point"",""coordinates"":[80.028409,15.110637999999998]}"
90,552.8,4035.75,3228.0,864.0,1302.9166666666665,1612.5,2228.5,2764.0,3015.6666666666665,2938.8,3288.75,3119.5,21.1,75,0.52,18.2,90,"{""type"":""Point"",""coordinates"":[80.03966,15.089427000000002]}"
91,572.4642857142858,3058.0,2171.0,850.5,1218.2083333333335,1430.0,1886.5,2829.5,3201.0,3247.0,3530.3333333333335,3555.25,28.1,314,0.5,18.2,91,"{""type"":""Point"",""coordinates"":[80.026777,15.094667]}"
92,551.8,2580.0,1824.25,749.0,1118.1666666666667,1255.0,1735.8333333333335,2607.2,2927.0,3037.5,3253.0,3214.5,28.1,151,0.68,11.2,92,"{""type"":""Point"",""coordinates"":[80.027212,15.093541]}"
93,543.75,3315.5,2320.5,804.75,1122.2,1386.0,1962.1666666666667,2790.6666666666665,3323.3,3402.5,3659.75,3662.4,42.1,88,0.36,15.9,93,"{""type"":""Point"",""coordinates"":[80.029341,15.092408]}"
94,571.8055555555555,3714.75,2556.75,863.6666666666666,1205.2738095238096,1495.0,2018.6666666666667,2981.2,3531.5,3622.3333333333335,3973.916666666667,3778.1428571428573,42.1,88,0.36,15.9,94,"{""type"":""Point"",""coordinates"":[80.029863,15.092618000000002]}"
95,611.5714285714286,3559.0,2346.0,847.0,1184.8,1476.0,2039.0,2896.0,3352.166666666667,3501.0,3817.5,3727.75,28.1,138,0.65,12.3,95,"{""type"":""Point"",""coordinates"":[80.02795,15.091275999999997]}"
96,583.25,3982.5,2805.75,881.6,1319.5,1693.0,2147.5,2986.6666666666665,3356.416666666667,3457.0,3774.75,3627.75,21.1,113,0.52,27,96,"{""type"":""Point"",""coordinates"":[80.030427,15.089471999999999]}"
97,609.1428571428571,3627.6666666666665,2498.0,876.7777777777778,1239.5,1605.8333333333335,2147.916666666667,2901.0,3375.3333333333335,3463.3333333333335,3776.333333333333,3641.25,56.2,151,0.37,37.59,97,"{""type"":""Point"",""coordinates"":[80.028472,15.088087999999999]}"
98,610.1666666666666,3600.5,2463.5,861.9090909090909,1251.5,1555.0,2252.0,3096.0,3611.875,3729.5,4078.6666666666665,3964.25,28.1,125,0.92,10,98,"{""type"":""Point"",""coordinates"":[80.027342,15.087081]}"
99,565.4142857142857,3485.833333333333,2512.0,800.0,1248.25,1520.0,2045.6,2919.416666666667,3391.583333333333,3455.5,3745.666666666667,3560.5,35,113,0.5,12.3,99,"{""type"":""Point"",""coordinates"":[80.029863,15.086409999999999]}"
100,546.1111111111111,3321.75,2291.5,776.0,1195.1666666666667,1375.0,1992.3333333333335,2912.222222222222,3313.0,3419.75,3808.6,3705.75,35,113,0.5,12.3,100,"{""type"":""Point"",""coordinates"":[80.029993,15.085403000000003]}"
101,545.5,3441.0,2377.5,806.7,1144.5,1432.0,1862.5,2560.75,3069.1666666666665,3166.333333333333,3379.0,3289.714285714286,28.1,151,0.68,11.2,101,"{""type"":""Point"",""coordinates"":[80.02669,15.093163]}"
102,549.8571428571429,3313.0,2308.0,795.1428571428571,1179.5714285714287,1385.0,1940.0,2781.4444444444443,3346.0,3547.0,3852.6666666666665,3624.6666666666665,35,113,0.5,12.3,102,"{""type"":""Point"",""coordinates"":[80.029995,15.085488999999999]}"
103,608.3333333333334,3522.5,2401.5,732.4285714285714,1113.6666666666667,1473.0333333333333,1979.6607142857142,2847.916666666667,3263.25,3242.0,3577.25,3594.5,28.1,226,0.71,12.3,103,"{""type"":""Point"",""coordinates"":[80.03129800000002,15.082922000000002]}"
104,658.375,3885.25,2887.5,867.7777777777778,1308.0,1655.0,2118.625,2927.0,3484.5,3480.5,3857.5,3713.9523809523807,35.1,213,0.48,7,104,"{""type"":""Point"",""coordinates"":[80.030429,15.081580000000004]}"
105,536.3,3723.3333333333335,2642.0,837.5833333333333,1175.0,1498.0,1966.6666666666667,2865.3333333333335,3304.0,3421.75,3708.375,3594.866666666667,49.2,188,0.65,24.1,105,"{""type"":""Point"",""coordinates"":[80.028648,15.081454000000006]}"
106,548.1666666666666,2707.0,1922.0,663.1428571428571,991.1666666666666,1149.471590909091,1601.0535714285716,2281.6666666666665,2611.75,2463.769230769231,2813.0666666666666,2909.8,28.1,138,0.73,15.9,106,"{""type"":""Point"",""coordinates"":[80.033167,15.080236999999999]}"
107,493.0,2921.5,2012.75,497.8888888888889,763.3125,923.547619047619,1601.1,2390.8,2699.5,2817.0,2820.9,2935.2,366,314,0.1,17.7,107,"{""type"":""Point"",""coordinates"":[79.912011,14.993612]}"
108,825.6,2843.6666666666665,2162.0,808.5,1095.75,1306.5,1672.6666666666667,2375.0,2583.3333333333335,2616.0,2804.5,2761.0,105.3,125,0.34,11.7,108,"{""type"":""Point"",""coordinates"":[79.907462,14.886735000000003]}"
109,886.0,2555.5,2092.5,677.0,880.0,835.0,1451.0,2251.5,2569.0,2811.0,2808.0,2708.5,335.2,75,0.18,86.8,109,"{""type"":""Point"",""coordinates"":[79.831852,14.128472999999998]}"
110,920.0,3113.0,2675.0,1037.0,1324.0,1514.0,2100.0,2500.0,2721.0,2554.0,2855.0,2862.0,335.2,75,0.18,86.8,110,"{""type"":""Point"",""coordinates"":[79.830847,14.128599]}"
111,886.0,2555.5,2092.5,677.0,880.0,835.0,1451.0,2251.5,2569.0,2811.0,2808.0,2708.5,335.2,75,0.18,86.8,111,"{""type"":""Point"",""coordinates"":[79.831879,14.12851]}"
112,750.0,2841.5,2455.5,1271.0,1540.0,1713.0,1780.5,2137.0,2356.5,2612.5,2569.5,2714.0,285.5,100,0.27,10,112,"{""type"":""Point"",""coordinates"":[79.832047,14.128338999999999]}"
113,886.0,2625.5,2178.0,917.0,1106.5,1286.0,1513.0,2178.5,2396.0,2230.5,2648.5,2708.5,285.5,100,0.27,10,113,"{""type"":""Point"",""coordinates"":[79.831852,14.128338999999999]}"
