system:index,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,K,N,OC,P,sample_id,.geo
224,391.0,2497.0,1647.5,472.0,735.5,771.0,1394.0,2375.5,2690.5,2783.0,2921.5,3019.0,229.7,50,0.24,4.6,224,"{""type"":""Point"",""coordinates"":[79.605437,14.926505999999998]}"
225,682.0,4380.5,3590.5,1032.5,1385.0,1937.0,2290.5,2641.5,2948.5,2977.0,3356.0,3198.0,223.5,138,0.16,10.8,225,"{""type"":""Point"",""coordinates"":[79.595602,14.933553999999997]}"
226,743.0,3920.0,3342.0,1339.0,1670.5,2058.0,2385.5,2664.0,2898.5,2983.0,3171.5,3239.0,291.7,125,0.31,9.2,226,"{""type"":""Point"",""coordinates"":[79.590798,14.935437999999998]}"
227,560.5,3209.0,2343.0,740.0,1076.0,1392.5,1860.5,2742.5,3118.5,2979.5,3474.0,3269.5,167.6,125,0.09,1.5,227,"{""type"":""Point"",""coordinates"":[79.589899,14.928690000000001]}"
228,560.5,3209.0,2343.0,740.0,1076.0,1392.5,1860.5,2742.5,3118.5,2979.5,3474.0,3269.5,167.6,125,0.09,1.5,228,"{""type"":""Point"",""coordinates"":[79.589888,14.928682000000002]}"
229,560.5,3108.5,2074.0,582.5,827.5,1003.0,1569.0,2462.5,2768.0,2843.0,3151.5,3269.5,167.6,125,0.09,1.5,229,"{""type"":""Point"",""coordinates"":[79.58991,14.928646000000002]}"
230,560.5,2903.0,1976.0,559.0,867.5,977.0,1517.5,2396.0,2754.5,3000.5,3125.0,3269.5,167.6,125,0.09,1.5,230,"{""type"":""Point"",""coordinates"":[79.589933,14.928616000000002]}"
231,560.5,3108.5,2074.0,840.0,1135.0,1197.0,1569.0,2462.5,2768.0,2913.5,3151.5,3269.5,167.6,125,0.09,1.5,231,"{""type"":""Point"",""coordinates"":[79.589793,14.928611999999998]}"
232,560.5,2902.0,2070.0,707.5,956.5,1133.5,1628.5,2349.5,2686.5,2618.5,2980.5,3269.5,167.6,125,0.09,1.5,232,"{""type"":""Point"",""coordinates"":[79.589593,14.928591999999998]}"
233,560.5,2902.0,2070.0,554.5,811.5,858.5,1628.5,2349.5,2686.5,2636.0,2980.5,3269.5,167.6,125,0.09,1.5,233,"{""type"":""Point"",""coordinates"":[79.589633,14.928519999999997]}"
234,585.0,3010.5,2461.0,961.0,1261.0,1604.0,2144.0,2549.5,2784.5,2521.0,2995.5,2929.0,167.6,125,0.09,1.5,234,"{""type"":""Point"",""coordinates"":[79.589508,14.928486]}"
235,585.0,3183.0,2664.0,1192.5,1570.5,1949.0,2170.5,2610.0,2794.0,2936.0,2954.0,2929.0,167.6,125,0.09,1.5,235,"{""type"":""Point"",""coordinates"":[79.589447,14.928690999999999]}"
236,585.0,3010.5,2461.0,860.0,1172.5,1539.5,2144.0,2549.5,2784.5,2571.0,2995.5,2929.0,167.6,125,0.09,1.5,236,"{""type"":""Point"",""coordinates"":[79.58948200000002,14.92863]}"
237,560.5,2902.0,2070.0,707.5,956.5,1133.5,1628.5,2349.5,2686.5,2618.5,2980.5,3269.5,167.6,125,0.09,1.5,237,"{""type"":""Point"",""coordinates"":[79.589593,14.928594]}"
238,560.5,3209.0,2343.0,740.0,1076.0,1392.5,1860.5,2742.5,3118.5,2979.5,3474.0,3269.5,167.6,125,0.09,1.5,238,"{""type"":""Point"",""coordinates"":[79.589889,14.928679000000002]}"
239,560.5,3108.5,2074.0,582.5,827.5,1003.0,1569.0,2462.5,2768.0,2843.0,3151.5,3269.5,167.6,125,0.09,1.5,239,"{""type"":""Point"",""coordinates"":[79.589841,14.928647]}"
240,394.5,2969.5,2101.5,506.0,812.0,859.0,1586.0,2499.5,2824.0,2951.0,3064.5,3041.0,229.7,50,0.24,4.6,240,"{""type"":""Point"",""coordinates"":[79.605745,14.927429]}"
241,394.5,2888.5,1979.0,629.5,940.5,1226.5,1510.5,2348.0,2634.0,2645.0,2913.0,3041.0,229.7,50,0.24,4.6,241,"{""type"":""Point"",""coordinates"":[79.606036,14.927193]}"
242,391.0,2573.0,1692.5,487.0,808.5,805.0,1388.5,2367.5,2645.5,2551.0,2849.0,3019.0,229.7,50,0.24,4.6,242,"{""type"":""Point"",""coordinates"":[79.605528,14.926652000000002]}"
243,391.0,2497.0,1647.5,457.0,776.0,827.5,1394.0,2375.5,2690.5,2517.0,2921.5,3019.0,229.7,50,0.24,4.6,243,"{""type"":""Point"",""coordinates"":[79.605491,14.926529]}"
244,407.0,3609.0,2703.0,628.5,946.0,1431.0,1908.5,2341.0,2579.5,2728.0,2906.5,2914.5,155.2,176,0.31,2.3,244,"{""type"":""Point"",""coordinates"":[79.585342,14.915923]}"
245,412.0,3277.5,2284.0,752.5,1147.0,1401.0,2040.5,2682.5,3065.0,3194.5,3304.0,3153.0,186.2,201,0.29,10,245,"{""type"":""Point"",""coordinates"":[79.584242,14.917177000000002]}"
246,362.0,2622.5,1763.0,466.5,704.5,777.5,1363.5,2229.5,2561.0,2452.0,2771.0,2914.5,186.2,201,0.29,10,246,"{""type"":""Point"",""coordinates"":[79.584616,14.917046999999997]}"
247,355.5,2579.0,1816.0,470.5,783.0,931.5,1438.5,2193.5,2485.0,2523.0,2685.5,2902.5,186.2,201,0.29,10,247,"{""type"":""Point"",""coordinates"":[79.584919,14.917035]}"
248,355.5,2579.0,1816.0,470.5,783.0,931.5,1438.5,2193.5,2485.0,2523.0,2685.5,2902.5,186.2,201,0.29,10,248,"{""type"":""Point"",""coordinates"":[79.584972,14.916998000000001]}"
249,355.5,2579.0,1816.0,486.0,781.0,1014.5,1438.5,2193.5,2485.0,2614.0,2685.5,2902.5,186.2,201,0.29,10,249,"{""type"":""Point"",""coordinates"":[79.584925,14.916966000000004]}"
250,355.5,2579.0,1816.0,486.0,781.0,1014.5,1438.5,2193.5,2485.0,2614.0,2685.5,2902.5,186.2,201,0.29,10,250,"{""type"":""Point"",""coordinates"":[79.584955,14.916912999999996]}"
251,362.0,2487.5,1628.0,547.0,851.0,937.0,1296.5,2275.0,2571.0,2683.0,2834.0,2914.5,186.2,201,0.29,10,251,"{""type"":""Point"",""coordinates"":[79.584584,14.91673]}"
252,355.5,2468.5,1578.5,414.0,707.0,667.0,1340.0,2768.5,3261.5,3326.5,3500.5,2902.5,186.2,201,0.29,10,252,"{""type"":""Point"",""coordinates"":[79.584854,14.916707000000004]}"
253,355.5,2423.5,1661.0,498.5,762.5,969.5,1401.5,2519.0,2845.5,2666.0,3049.0,2902.5,186.2,201,0.29,10,253,"{""type"":""Point"",""coordinates"":[79.585153,14.916769000000002]}"
254,355.5,2468.5,1578.5,425.5,715.0,744.5,1340.0,2768.5,3261.5,3226.5,3500.5,2902.5,186.2,201,0.29,10,254,"{""type"":""Point"",""coordinates"":[79.584948,14.9168]}"
255,355.5,2423.5,1661.0,538.0,796.5,1117.5,1401.5,2519.0,2845.5,2543.0,3049.0,2902.5,186.2,201,0.29,10,255,"{""type"":""Point"",""coordinates"":[79.585112,14.916802000000002]}"
256,355.5,2513.5,1634.5,391.5,670.0,630.5,1371.5,2488.5,2853.0,3264.0,3108.5,2902.5,186.2,201,0.29,10,256,"{""type"":""Point"",""coordinates"":[79.584735,14.916777000000002]}"
257,649.0,3657.0,2514.0,907.0,1337.0,1734.0,2194.0,3192.0,3633.0,3760.0,4176.0,4041.0,478,213,0.19,8.4,257,"{""type"":""Point"",""coordinates"":[80.00062,14.801453]}"
258,498.0,3358.0,2225.0,761.5,1221.0,1609.0,1865.0,2280.5,2403.0,2351.0,2430.5,2586.0,596,238,0.13,1.5,258,"{""type"":""Point"",""coordinates"":[79.99158,14.811309000000001]}"
259,537.0,3378.0,2350.0,941.0,1257.0,1637.0,1793.0,2560.0,2884.0,2856.0,3161.0,3382.0,602,176,0.13,16.1,259,"{""type"":""Point"",""coordinates"":[79.994628,14.828318999999997]}"
260,563.0,3586.0,2713.5,886.5,1277.0,1772.0,2123.0,2625.0,2909.0,3016.5,3307.0,3231.0,130.4,151,0.08,10,260,"{""type"":""Point"",""coordinates"":[79.679921,14.753878000000002]}"
261,432.5,3196.5,2293.5,653.5,1012.0,1152.5,1832.0,2507.0,2775.0,2781.0,3047.0,2908.5,130.4,151,0.08,10,261,"{""type"":""Point"",""coordinates"":[79.680201,14.75371]}"
262,548.5,3662.5,2702.0,900.5,1292.0,1799.5,2167.0,2583.5,2890.0,3027.5,3215.0,3197.0,130.4,151,0.08,10,262,"{""type"":""Point"",""coordinates"":[79.680527,14.753332999999998]}"
263,283.0,1790.5,992.0,359.5,596.0,399.5,1006.0,2162.5,2503.5,2473.5,2684.5,2625.0,130.4,151,0.08,10,263,"{""type"":""Point"",""coordinates"":[79.679548,14.753062999999997]}"
264,365.5,2481.0,1782.0,452.0,747.5,861.0,1405.5,2190.5,2428.5,2456.5,2653.5,2556.0,99.3,163,0.06,11.5,264,"{""type"":""Point"",""coordinates"":[79.677464,14.752279999999997]}"
265,404.0,2577.0,1731.5,530.5,838.0,879.5,1429.5,2221.0,2528.5,2600.0,2694.0,2767.0,99.3,163,0.06,11.5,265,"{""type"":""Point"",""coordinates"":[79.677682,14.752084000000004]}"
266,420.5,1667.0,961.5,332.0,547.5,419.0,966.5,2060.5,2389.5,2449.0,2604.0,2081.5,111.7,151,0.42,14.16,266,"{""type"":""Point"",""coordinates"":[79.677962,14.753860000000001]}"
267,309.0,1949.5,1119.5,395.5,629.0,555.0,1099.0,2075.5,2385.5,2266.5,2580.5,2729.0,111.7,151,0.42,14.16,267,"{""type"":""Point"",""coordinates"":[79.678195,14.753393999999997]}"
268,403.25,2424.0,1790.0,739.2,1039.0,1194.5,1618.0,2409.0,2599.0,2676.0,2876.0,2885.4,434.5,138,0.5,18.4,268,"{""type"":""Point"",""coordinates"":[79.720132,14.750755]}"
269,471.09090909090907,2639.8,2072.0,671.1666666666666,982.0,1270.6666666666667,1548.8333333333333,2059.75,2313.6,2188.0,2516.3333333333335,2605.6,428.3,176,1.4,9.2,269,"{""type"":""Point"",""coordinates"":[79.727788,14.754630000000004]}"
270,395.0,2915.75,2361.6666666666665,491.3333333333333,845.3333333333334,1261.0,1588.5,2443.0,2656.0,2676.0,2776.5,2705.0,273.1,238,0.1,7.7,270,"{""type"":""Point"",""coordinates"":[79.718227,14.769188]}"
271,508.0,2598.0,1856.0,528.5,802.0,946.5,1469.5,1948.5,2192.0,1782.0,2378.5,3204.0,204.8,113,0.55,5.4,271,"{""type"":""Point"",""coordinates"":[79.701506,14.765781]}"
272,404.09090909090907,2714.3333333333335,1690.0,543.125,918.25,999.5,1487.3333333333333,2582.25,3116.0,3281.3333333333335,3502.0,3552.3333333333335,322.8,113,0.46,6.9,272,"{""type"":""Point"",""coordinates"":[79.705291,14.765781]}"
273,614.0,3582.0,2514.5,875.0,1221.0,1547.0,2085.0,2910.0,3317.0,3475.0,3784.5,3794.5,471.8,238,0.06,10,273,"{""type"":""Point"",""coordinates"":[79.708195,14.764844000000002]}"
274,402.0,1967.5,1431.0,492.3333333333333,752.1666666666666,851.3333333333334,1186.0,1552.75,1746.0,2058.25,1838.0,2372.0,285.5,88,0.54,1.5,274,"{""type"":""Point"",""coordinates"":[79.70502700000002,14.764163000000002]}"
275,552.5,3646.0,2578.0,778.0,1192.0,1560.0,2104.0,2832.0,3134.0,3252.0,3539.0,3474.0,211,176,0.55,3.1,275,"{""type"":""Point"",""coordinates"":[79.69781,14.764929]}"
276,422.0,2860.0,2027.0,572.0,889.0,1058.0,1540.0,2302.0,2564.0,2784.0,2972.0,2999.0,99.3,201,0.35,2.8,276,"{""type"":""Point"",""coordinates"":[79.696138,14.765014000000006]}"
277,521.0,4011.0,2974.0,966.0,1334.0,1862.0,2297.0,2830.0,3148.0,3384.0,3616.0,3384.0,409.7,138,0.3,6.1,277,"{""type"":""Point"",""coordinates"":[79.700538,14.763822000000003]}"
278,405.3636363636364,3188.0,2305.5,670.1666666666666,1056.9166666666665,1430.25,1770.25,2403.1,2767.75,2801.5,3183.6666666666665,3335.25,285.5,88,0.54,1.5,278,"{""type"":""Point"",""coordinates"":[79.704587,14.764503000000001]}"
279,582.3333333333334,3594.5,2597.0,875.5,1237.3333333333333,1547.0,2056.5,2937.0,3407.0,3510.0,3882.5,3584.0,471.8,238,0.06,10,279,"{""type"":""Point"",""coordinates"":[79.708107,14.764929]}"
280,465.77777777777777,2811.0,1923.0,617.5,933.75,1037.0,1654.0,2564.0,2871.0,2883.5,3244.0,3156.0,111.7,38,0.1,4.6,280,"{""type"":""Point"",""coordinates"":[79.710747,14.763992000000004]}"
281,477.8888888888889,2546.0,1844.0,671.0,1073.5,1255.3333333333333,1734.0,2602.6,2886.0,3015.0,3196.0,3171.0,173.8,151,0.43,5.4,281,"{""type"":""Point"",""coordinates"":[79.711715,14.762117999999997]}"
282,490.0,3195.0,2183.6666666666665,587.0,881.5,1051.0,1859.0,2603.0,2939.5,2914.5,3237.0,3447.0,285.5,151,0.19,6.1,282,"{""type"":""Point"",""coordinates"":[79.704763,14.761777999999996]}"
283,528.8571428571429,3614.5,2569.0,735.1666666666666,1104.6666666666667,1435.5,2100.25,2859.0,3199.0,3227.125,3673.0,3625.5714285714284,446.9,125,0.54,0.8,283,"{""type"":""Point"",""coordinates"":[79.711715,14.759563]}"
284,597.5,3044.0,2311.0,840.5,1161.0,1335.0,1815.25,2634.0,3042.0,3074.0,3363.3333333333335,3369.25,446.9,163,0.43,4.6,284,"{""type"":""Point"",""coordinates"":[79.710659,14.756678]}"
285,395.0,2991.0,2008.0,675.5,1012.0,1202.6666666666667,1689.0,2595.0,3021.0,3040.0,3340.0,3316.0,453.1,138,0.53,6.1,285,"{""type"":""Point"",""coordinates"":[79.712243,14.755656000000004]}"
286,585.0,3751.0,2810.0,853.0,1205.0,1735.0,2248.0,2826.0,3217.0,3285.0,3710.0,3270.0,105.5,163,1.21,6.1,286,"{""type"":""Point"",""coordinates"":[79.709867,14.754464]}"
287,479.0,2375.0,1802.4,662.3571428571429,920.0,1127.8,1506.375,2010.1666666666667,2269.25,2258.0,2536.1111111111113,2547.6666666666665,428.3,176,1.4,9.2,287,"{""type"":""Point"",""coordinates"":[79.727731,14.754037999999998]}"
288,580.0,3592.5,2544.5,830.5,1241.0,1618.0,2097.0,2801.5,3252.0,3428.0,3675.5,3534.0,260.7,188,0.44,7.7,288,"{""type"":""Point"",""coordinates"":[79.700714,14.758297]}"
289,450.5,2618.5,1643.0,575.0,750.5,902.5,1400.5,2168.5,2461.5,2528.0,2835.0,2607.0,86.9,88,0.27,45.31,289,"{""type"":""Point"",""coordinates"":[79.497429,14.785030000000004]}"
290,467.0,2524.0,1513.5,494.0,753.0,840.5,1304.0,2136.5,2456.5,2682.0,2809.0,2768.5,248.3,100,0.39,16.9,290,"{""type"":""Point"",""coordinates"":[79.49633,14.786381000000002]}"
291,552.5,2530.5,1981.5,695.0,1054.0,1070.5,1603.0,2189.0,2440.0,2608.0,2707.0,2713.0,198.6,63,0.35,0.8,291,"{""type"":""Point"",""coordinates"":[79.495024,14.784847]}"
292,478.0,2525.0,1724.5,557.0,803.5,887.0,1359.5,2053.0,2320.0,2410.0,2616.5,2616.5,149,25,0.41,26.1,292,"{""type"":""Point"",""coordinates"":[79.492269,14.785343999999998]}"
293,402.5,2402.5,1536.0,486.5,729.5,912.0,1385.0,2014.0,2295.5,2428.5,2649.5,2631.5,316.6,138,0.36,5.4,293,"{""type"":""Point"",""coordinates"":[79.492447,14.786610000000001]}"
294,423.0,2468.0,1708.0,545.5,784.0,964.5,1386.5,2216.0,2522.5,2621.0,2815.0,2665.5,316.6,138,0.36,5.4,294,"{""type"":""Point"",""coordinates"":[79.491495,14.786552]}"
295,447.0,2330.5,1588.5,463.5,720.0,725.0,1221.0,1916.5,2215.0,2250.0,2490.0,2520.0,260.7,25,0.15,50.69,295,"{""type"":""Point"",""coordinates"":[79.4909,14.785632000000001]}"
296,478.0,2752.5,2020.0,630.0,946.5,1121.0,1480.5,2053.5,2297.5,2465.0,2585.0,2616.5,149,25,0.41,26.1,296,"{""type"":""Point"",""coordinates"":[79.49209,14.785458999999998]}"
297,428.5,2776.0,1893.5,598.5,875.5,1070.0,1465.5,2093.5,2352.0,2448.5,2650.5,2729.5,260.7,25,0.15,50.69,297,"{""type"":""Point"",""coordinates"":[79.491793,14.784596000000002]}"
298,437.0,2332.5,1967.0,614.5,950.5,1123.0,1462.5,1793.5,1934.0,1990.0,2141.0,2520.5,130.4,13,0.24,36.1,298,"{""type"":""Point"",""coordinates"":[79.492805,14.783329999999996]}"
299,471.5,2249.0,1752.0,673.5,999.0,1000.5,1477.5,2219.5,2429.5,2592.0,2636.0,2536.5,12.4,113,0.44,11.5,299,"{""type"":""Point"",""coordinates"":[79.49453,14.782409]}"
300,346.0,2316.5,1484.5,382.0,630.5,546.0,1193.0,2003.5,2298.5,2342.0,2593.0,2632.0,397.3,151,0.15,31.5,300,"{""type"":""Point"",""coordinates"":[79.489769,14.781086]}"
301,364.0,2456.5,1370.0,459.0,705.0,551.5,1159.0,2379.0,2743.0,2770.5,3017.5,3047.5,155.2,100,0.39,22.3,301,"{""type"":""Point"",""coordinates"":[79.48239000000001,14.781891]}"
302,526.5,2976.5,1986.5,531.0,794.5,617.5,1464.5,2349.5,2671.0,2887.5,2978.5,3034.5,111.7,50,0.53,16.9,302,"{""type"":""Point"",""coordinates"":[79.48114,14.782582]}"
303,374.5,2312.5,1216.5,462.0,734.5,514.5,1155.5,2375.0,2789.5,2859.0,3049.5,2986.0,155.2,100,0.39,22.3,303,"{""type"":""Point"",""coordinates"":[79.482271,14.781661]}"
304,446.5,2677.5,1631.0,515.5,794.5,752.0,1360.0,2646.5,3049.5,3188.5,3355.0,3254.5,62.1,100,0.21,59.1,304,"{""type"":""Point"",""coordinates"":[79.482093,14.785862000000002]}"
305,559.0,3344.5,2393.0,1191.5,1548.5,1830.0,1803.0,2549.5,2860.5,2920.0,3150.0,3172.0,211,176,0.45,5.4,305,"{""type"":""Point"",""coordinates"":[79.47876,14.784193000000002]}"
306,443.5,3115.5,2064.5,610.5,868.0,959.0,1647.0,2579.5,2898.5,3025.5,3222.0,3096.0,117.9,38,0.24,9.2,306,"{""type"":""Point"",""coordinates"":[79.47632000000002,14.782869999999999]}"
307,465.5,3098.0,2017.0,644.5,930.5,1044.0,1593.0,2603.0,2951.0,3101.0,3288.5,3175.5,111.7,50,0.53,16.9,307,"{""type"":""Point"",""coordinates"":[79.480843,14.782409]}"
308,438.0,2752.0,1991.5,676.0,981.0,1045.0,1546.0,2511.5,2803.5,2831.0,3105.0,3040.5,130.4,38,0.27,11.5,308,"{""type"":""Point"",""coordinates"":[79.477451,14.780626000000003]}"
309,570.0,2867.5,1991.0,678.0,969.0,1108.0,1606.0,2409.5,2700.5,2694.0,2986.0,3004.0,147.5,25,0.36,1.5,309,"{""type"":""Point"",""coordinates"":[79.716724,15.111875000000001]}"
310,539.5,2715.0,1763.5,542.5,804.5,838.0,1355.5,2428.0,2764.0,2916.0,3030.0,3030.5,316,113,0.56,13.1,310,"{""type"":""Point"",""coordinates"":[79.698258,15.116177000000006]}"
311,938.5,2958.5,2399.5,1507.0,1814.0,1926.5,1850.0,2433.0,2652.5,3118.5,2833.5,2666.5,182.6,138,0.28,37.6,311,"{""type"":""Point"",""coordinates"":[79.72271,15.086065]}"
312,531.5,2964.0,1879.5,560.5,843.0,808.0,1442.5,2544.5,2974.5,3162.0,3269.5,3237.0,259.9,151,0.28,63,312,"{""type"":""Point"",""coordinates"":[79.7222,15.082991000000002]}"
313,544.8571428571429,3756.0,2890.0,935.625,1317.5,1833.5,2393.0,3094.0,3415.75,3430.5,3753.2,3428.0,70.2,163,0.57,20.6,313,"{""type"":""Point"",""coordinates"":[79.885454,14.915607]}"
314,617.4545454545455,4112.0,3105.0,869.0,1254.5,1765.6,2270.2,2840.2,3172.1666666666665,3290.0,3674.6,3538.75,305,176,0.32,3.5,314,"{""type"":""Point"",""coordinates"":[79.885116,14.913225999999996]}"
315,479.8888888888889,2734.0,1810.0,535.0,860.625,992.4,1566.6666666666667,2730.0,3121.5,3161.0,3461.0,3370.285714285714,168.6,25,0.47,44.6,315,"{""type"":""Point"",""coordinates"":[79.887708,14.907891]}"
316,436.0,2726.5,2004.5,592.8,850.2,1073.0,1654.5,2131.6666666666665,2381.2,2355.6,2508.0,2422.4,126.4,163,0.8,9.4,316,"{""type"":""Point"",""coordinates"":[79.887483,14.903971999999996]}"
317,474.4,2655.0,1737.0,583.25,917.75,1109.0,1608.5,2242.5,2483.0,2391.3333333333335,2783.0,2933.0,119.4,113,0.8,85.8,317,"{""type"":""Point"",""coordinates"":[79.888271,14.90027]}"
318,490.42857142857144,2861.6666666666665,2132.0,586.8571428571429,941.0909090909091,1134.75,1685.1666666666667,2190.0,2482.3333333333335,2521.0,2635.0,2676.5,119.4,38,0.65,2.9,318,"{""type"":""Point"",""coordinates"":[79.890525,14.898854999999998]}"
319,591.6,2938.6666666666665,2000.0,718.0,1033.2,1167.0,1711.5,2451.0,2765.6666666666665,2854.0,2990.0,2999.25,119.4,38,0.65,2.9,319,"{""type"":""Point"",""coordinates"":[79.89199,14.899942999999997]}"
320,555.0,3079.0,2195.0,748.8,1137.0,1368.3333333333333,1902.6666666666667,2708.0,3131.0,3209.5,3485.0,3354.3333333333335,77.3,50,0.87,6.5,320,"{""type"":""Point"",""coordinates"":[79.89379400000001,14.899507999999999]}"
321,492.75,2917.5,2011.0,526.75,785.1428571428571,848.5,1458.125,2288.3333333333335,2640.3333333333335,2581.4,2901.6666666666665,2897.0,168.6,100,0.95,18.8,321,"{""type"":""Point"",""coordinates"":[79.896273,14.899507999999999]}"
322,550.0,2403.0,1462.0,620.5,970.0,814.0,1592.5,2618.0,2948.75,3103.0,3210.0,3001.0,273.9,125,0.71,8.8,322,"{""type"":""Point"",""coordinates"":[79.893262,14.891141000000005]}"
323,547.0,3498.0,2506.3333333333335,786.6666666666666,1128.0,1465.6666666666667,1858.0,2613.5,2956.3333333333335,3225.0,3374.0,3112.0,168.6,176,0.47,105.7,323,"{""type"":""Point"",""coordinates"":[79.899235,14.886190000000001]}"
324,564.5,3538.3333333333335,2689.5,725.8333333333334,1107.3333333333333,1484.0,1945.5,2730.0,3021.6,3145.3333333333335,3440.5,3393.0,49.2,138,0.65,0.6,324,"{""type"":""Point"",""coordinates"":[79.901602,14.886952999999997]}"
325,500.0,2507.5,1498.5,644.5,931.0,1064.0,1637.0,2373.5,2700.0,2809.5,3045.6666666666665,3094.0,154.5,13,0.28,21.1,325,"{""type"":""Point"",""coordinates"":[79.90318,14.885973000000002]}"
326,585.5,3533.0,2408.0,702.0,1015.5,1217.0,1786.5,2470.5,2790.5,2864.1666666666665,3144.5,3116.0,49.2,88,0.58,20,326,"{""type"":""Point"",""coordinates"":[79.909152,14.887388]}"
327,679.5,3194.0,2369.0,605.0,948.6666666666666,1091.0,1722.0,2662.8333333333335,3027.0,3172.6666666666665,3273.0,2986.0,575.9,63,0.56,55.8,327,"{""type"":""Point"",""coordinates"":[79.907462,14.883686]}"
328,826.8571428571429,2996.75,2325.5,679.4,938.0,1097.0,1707.0,2304.0,2572.5,2548.0,2841.6666666666665,2871.6,407.3,138,0.66,63.4,328,"{""type"":""Point"",""coordinates"":[79.910505,14.882706]}"
329,657.4,3036.0,2299.0,879.2222222222222,1130.857142857143,1309.5,1707.2,2541.0,2888.285714285714,2570.8,3190.6666666666665,3254.6666666666665,407.3,138,0.66,63.4,329,"{""type"":""Point"",""coordinates"":[79.912083,14.881835]}"
330,480.3636363636364,3144.5,2348.0,659.75,999.25,1330.0,1772.3333333333333,2469.6666666666665,2805.6666666666665,2893.0,3119.5,3162.6,105.3,163,0.11,13.5,330,"{""type"":""Point"",""coordinates"":[79.900024,14.881507999999998]}"
331,638.0,3300.0,2282.0,775.6,1129.3333333333333,1493.0,1755.5,2525.0,2839.0,2984.5,3171.5,3018.75,84.3,25,0.53,67,331,"{""type"":""Point"",""coordinates"":[79.903968,14.882379000000002]}"
332,617.3333333333334,3373.0,2312.0,749.0,1057.0,1137.0,1868.5,2665.3333333333335,3020.3333333333335,2952.0,3351.0,3374.0,575.9,63,0.56,55.8,332,"{""type"":""Point"",""coordinates"":[79.907687,14.882053]}"
333,585.8,3047.5,2230.6666666666665,713.5,1057.25,1172.0,1749.3333333333333,2564.3333333333335,2870.3333333333335,3012.0,3166.0,3078.0,84.3,25,0.53,67,333,"{""type"":""Point"",""coordinates"":[79.904194,14.880746000000002]}"
334,548.5,3210.5,2225.0,746.0,1139.0,1305.0,1898.0,2627.6666666666665,2997.3333333333335,3142.0,3286.0,3142.0,280.9,213,0.34,11.7,334,"{""type"":""Point"",""coordinates"":[79.905433,14.879766]}"
335,473.2,2468.0,1501.0,641.0,950.75,931.5,1624.5,2695.0,3080.5,3138.5,3370.0,3287.5,126.4,25,0.75,19.4,335,"{""type"":""Point"",""coordinates"":[79.90194000000001,14.876282000000003]}"
336,576.0,1953.0,1104.0,560.4,1007.25,802.0,1489.0,2777.5,3504.5,3796.0,3802.0,3482.75,111.7,63,0.41,11.5,336,"{""type"":""Point"",""coordinates"":[79.592833,14.156669]}"
337,576.0,2807.0,1739.3333333333333,716.0833333333334,970.5454545454545,1068.75,1587.0,2554.0,2991.5,2858.0,3285.0,3482.75,111.7,63,0.41,11.5,337,"{""type"":""Point"",""coordinates"":[79.59325,14.156444]}"
338,780.75,3984.2,3465.6666666666665,1620.2857142857142,2037.0,2571.0,2346.5,2770.4,3091.0,3434.5,3342.6666666666665,3179.777777777778,68.3,201,0.38,9.2,338,"{""type"":""Point"",""coordinates"":[79.593975,14.155740000000002]}"
339,617.0,3051.0,2022.5,535.75,758.25,821.6666666666666,1453.6666666666667,2515.3333333333335,2926.0,2934.0,3319.0,3492.2,68.3,201,0.38,9.2,339,"{""type"":""Point"",""coordinates"":[79.594586,14.155666999999998]}"
340,849.1,3659.0,3192.5,943.5714285714286,1263.2857142857142,1580.25,2095.25,2513.3333333333335,2795.8,2645.0,3054.0,3103.625,68.3,201,0.38,9.2,340,"{""type"":""Point"",""coordinates"":[79.594032,14.155397999999998]}"
341,849.1,3659.0,3192.5,1170.6666666666667,1484.7142857142858,1905.75,2095.25,2513.3333333333335,2795.8,3028.75,3054.0,3103.625,68.3,201,0.38,9.2,341,"{""type"":""Point"",""coordinates"":[79.594032,14.155320999999999]}"
342,849.1,3644.5,3186.1666666666665,1354.5,1579.5,1805.5,2126.0,2564.8,2870.3333333333335,2955.5,3158.6666666666665,3103.625,68.3,201,0.38,9.2,342,"{""type"":""Point"",""coordinates"":[79.593924,14.155272]}"
343,849.1,3644.5,3186.1666666666665,1159.7142857142858,1353.0,1607.75,2126.0,2564.8,2870.3333333333335,2699.0,3158.6666666666665,3103.625,68.3,201,0.38,9.2,343,"{""type"":""Point"",""coordinates"":[79.593935,14.155178000000001]}"
344,944.3333333333334,3381.5,2939.0,1159.4285714285713,1456.25,1712.75,2073.75,2512.1666666666665,2767.0,2995.5555555555557,3032.0,3159.8333333333335,68.3,201,0.38,9.2,344,"{""type"":""Point"",""coordinates"":[79.593601,14.155091000000004]}"
345,585.75,2519.5,1650.0,758.0,1176.5,1147.0,1725.0,2711.3333333333335,3273.6666666666665,3590.0,3653.3333333333335,3689.0,86.9,63,0.2,13.8,345,"{""type"":""Point"",""coordinates"":[79.595266,14.154920999999998]}"
346,602.1428571428571,2739.6666666666665,1757.0,589.4545454545455,846.5714285714286,848.0,1365.25,2671.6,3146.3333333333335,3141.3333333333335,3464.0,3293.8571428571427,68.3,201,0.38,9.2,346,"{""type"":""Point"",""coordinates"":[79.594603,14.155030000000002]}"
