Latitude,Longitude,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDVI,NDRE,EVI,SAVI,Cumulative_Integral_NDVI,Elevation_m,Slope_deg,Aspect_deg,Hillshade,TWI,Terrain_Curvature,Soil_Moisture_0_7cm,Soil_Temp_0_7cm_K,LST_K,Precipitation_Mean_m,PET_mm,Aridity_Index,VPD_kpa,Clay_Fraction_g_kg,Sand_Fraction_g_kg,Silt_Fraction_g_kg
14.171091,79.555352,616.0,1337.0,1602.5,1932.0,2064.0,2388.5,2683.5,2768.5,2871.0,2835.0,3416.0,3030.0,0.1779597915115413,0.1457837558199689,0.4825219197046608,0.2669112954690491,9.399537952790602,68,2,207,183,3.37823253623404,-4,0.1918115448533442,303.7188754834627,302.9800456197638,0.0007555945000877,4.497824720074538,0.005599661669442,1.5521923016644616,342,408,250
15.298906,79.883129,734.8965517241379,590.6904761904761,808.4444444444445,845.6666666666667,1600.0,2124.6666666666665,2381.833333333333,2412.0,2587.8,2645.2727272727275,2661.333333333333,2118.5,0.4808144888979841,0.2023928215353938,1.2810147484353882,0.7211110542738758,66.11700130753587,25,2,270,186,3.418964039735162,9,0.2319022061532004,303.8459356876842,303.0899902812222,0.0008803874064862,4.260623386004107,0.0068877285395195,1.397616269227139,281,396,323
14.771594,79.720251,476.0,536.0,854.0,1104.0,1668.5,2244.5,2447.5,2535.0,2725.0,2866.5,3215.0,2351.5,0.393239901071723,0.2061377423575592,0.6960116731517509,0.5897788157713972,36.888782015274536,58,4,284,192,2.731579624634691,-3,0.3206887161522581,303.6685867978815,302.9485814613208,0.000905926820365,4.37325242216599,0.0069050051533593,1.4701873648298336,304,367,329
