Actual_ET,Aspect_deg,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,Clay_Fraction_g_kg,Climate_Water_Deficit,EVI,Elevation_m,Feature_ID,Hillshade,K,LST_K,Latitude,Longitude,N,NDRE,NDVI,OC,P,Potential_ET,Precipitation_Mean_m,SAVI,SWIR_Ratio,Sand_Fraction_g_kg,Silt_Fraction_g_kg,Slope_deg,Soil_Moisture_0_7cm,Soil_Temp_0_7cm_K,Village
905.0,296,0.05730000138282776,0.2199999988079071,0.18140000104904175,0.05959999933838844,0.08380000293254852,0.09539999812841415,0.1251000016927719,0.18140000104904175,0.19859999418258667,0.19979999959468842,0.2184000015258789,0.23999999463558197,329,545.75,0.19695140731956776,26,28_515_shc_2024-25.17989,186,45.2,301.9510017818875,14.145,79.73,113.0,0.22991688549518585,0.3536585569381714,0.63,96.0,1451.0,0.0011091278745096152,0.19693159286695727,1.101101040840149,380,290,2,0.2319729699028863,302.71088439093694,Ananthamadugu
905.0,0,0.05415000021457672,0.22419999539852142,0.1688999980688095,0.05620000138878822,0.07765000313520432,0.0767500028014183,0.1278499960899353,0.2101999968290329,0.23765000700950623,0.22920000553131104,0.2585499882698059,0.25655001401901245,327,545.75,0.3005243677979077,28,28_515_shc_2024-25.17981,180,67.6,301.9510017818875,14.148,79.732,113.0,0.28385382890701294,0.4982840418815613,0.16,97.0,1451.0,0.0011091278745096152,0.2837334843731804,0.9781849384307861,379,293,1,0.2319729699028863,302.71088439093694,Ananthamadugu
909.4166666666666,116,0.040449999272823334,0.2648000121116638,0.17080000042915344,0.051600001752376556,0.07000000029802322,0.07999999821186066,0.13075000047683716,0.19875000417232513,0.22994999587535858,0.23000000417232513,0.26330000162124634,0.2574000060558319,331,536.0833333333334,0.28344672750179384,55,28_515_shc_2024-25.20016,174,245.0,302.13870794508193,14.15,79.58,213.0,0.27512127161026,0.4838709831237793,0.77,19.0,1445.5,0.0009758299095790809,0.2777777879980529,1.1513043642044067,399,269,2,0.2192535400390625,302.89212896558973,Jorepalle
903.25,90,0.05779999867081642,0.25949999690055847,0.17839999496936798,0.06445000320672989,0.09264999628067017,0.09504999965429306,0.1436000019311905,0.23485000431537628,0.268449991941452,0.2517000138759613,0.29155001044273376,0.2766999900341034,319,546.8333333333334,0.29255769101700474,33,28_515_shc_2024-25.5699,177,64.6,302.2613533443875,14.152696,79.703033,213.0,0.2734632194042206,0.4517664313316345,0.25,164.0,1450.1666666666667,0.001033144682436434,0.2775022351081506,1.030989170074463,363,318,1,0.23700184292263454,303.026851187812,Raganaramapuram
905.0,27,0.04230000078678131,0.17520000040531158,0.11940000206232071,0.07010000199079514,0.09489999711513519,0.09679999947547913,0.12290000170469284,0.21629999577999115,0.257099986076355,0.25760000944137573,0.27399998903274536,0.3010999858379364,308,545.75,0.30625073519958956,18,28_515_shc_2024-25.17963,177,58.1,302.2613533443875,14.155,79.735,213.0,0.35400789976119995,0.45372462272644043,0.47,25.0,1451.0,0.001033144682436434,0.2823033853365948,0.6801242232322693,353,339,2,0.23700184292263454,303.026851187812,Ananthamadugu
908.9166666666666,270,0.04084999859333038,0.164450004696846,0.08534999936819077,0.048900000751018524,0.07280000299215317,0.06109999865293503,0.11599999666213989,0.2662000060081482,0.33469998836517334,0.34940001368522644,0.37264999747276306,0.3666999936103821,336,539.5833333333334,0.5341856865641271,54,28_515_shc_2024-25.19955,183,303.0,302.13870794508193,14.158,79.592,100.0,0.501504123210907,0.7023142576217651,0.64,19.0,1448.6666666666667,0.0009758299095790809,0.47495883216729096,0.47066399455070496,399,264,1,0.2192535400390625,302.89212896558973,Jorepalle
905.0,180,0.050850000232458115,0.22169999778270721,0.13414999842643738,0.06279999762773514,0.09685000032186508,0.08789999783039093,0.17569999396800995,0.2824000120162964,0.3381499946117401,0.350600004196167,0.3725999891757965,0.35839998722076416,313,545.75,0.46677328480970215,24,28_515_shc_2024-25.9712,180,614.0,302.2613533443875,14.16,79.735,151.0,0.3323200047016144,0.5990878343582153,0.16,90.6,1451.0,0.001033144682436434,0.4198721456555875,0.6323445439338684,348,339,1,0.23700184292263454,303.026851187812,Molakalapundla
909.4166666666666,46,0.04334999993443489,0.27889999747276306,0.19705000519752502,0.04895000159740448,0.07275000214576721,0.08335000276565552,0.1343500018119812,0.22384999692440033,0.26089999079704285,0.2538999915122986,0.2854500114917755,0.2837499976158142,332,536.0833333333334,0.30743576245711157,68,28_515_shc_2024-25.407,177,167.0,301.59108424716527,14.165,79.55,176.0,0.3079201281070709,0.5057079195976257,0.87,1.0,1445.5,0.0009597665134327668,0.3055538786125505,1.098464012145996,410,258,1,0.20952898661295574,302.35126525031194,Siddavaram
905.5,134,0.05909999832510948,0.3935000002384186,0.301800012588501,0.08420000225305557,0.12060000002384186,0.17159999907016754,0.20720000565052032,0.25699999928474426,0.2784999907016754,0.3041999936103821,0.3077999949455261,0.3077999949455261,325,543.4166666666666,0.19473652821001236,65,28_515_shc_2024-25.3936,177,58.1,302.13870794508193,14.165,79.65,301.0,0.18967537581920624,0.2786885201931,0.47,156.0,1448.8333333333333,0.0009758299095790809,0.203832745749401,1.2935569286346436,370,305,1,0.2192535400390625,302.89212896558973,Molakalapundla
905.0,134,0.04735000059008598,0.25644999742507935,0.18355000019073486,0.054749999195337296,0.08055000007152557,0.09449999779462814,0.14100000262260437,0.23350000381469727,0.26170000433921814,0.2680000066757202,0.2825999855995178,0.27649998664855957,313,545.75,0.30451954180714313,27,28_515_shc_2024-25.9815,174,58.7,302.2613533443875,14.165,79.735,364.0,0.310513436794281,0.478620707988739,0.16,38.2,1451.0,0.001033144682436434,0.3017391443162423,0.9569029808044434,365,322,3,0.23700184292263454,303.026851187812,Molakalapundla
