Aspect_deg,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,Clay_Fraction_g_kg,EVI,Elevation_m,Feature_ID,Hillshade,K,LST_K,Latitude,Longitude,N,NDRE,NDVI,OC,P,Precipitation_Mean_m,SAVI,SWIR_Ratio,Sand_Fraction_g_kg,Silt_Fraction_g_kg,Slope_deg,Soil_Moisture_0_7cm,Soil_Temp_0_7cm_K,Village
0,0.05077916756272316,0.30000001192092896,0.19345000386238098,0.07152500003576279,0.10273999720811844,0.11927500367164612,0.17776666581630707,0.273499995470047,0.3131999969482422,0.3243333399295807,0.35324999690055847,0.3407166600227356,315,0.3409579007242226,14,28_515_shc_2025-26.10664,180,105.3,302.84448332535595,14.818,79.912,125.0,0.29190734028816223,0.46225085854530334,0.21,1.2,0.0009514299679405559,0.3259694623015009,0.9249743223190308,345,341,3,0.20603628325880619,303.6895057945921,Brahmanakraka
270,0.042399998754262924,0.2736999988555908,0.1932000070810318,0.05260000005364418,0.07639999687671661,0.09109999984502792,0.13120000064373016,0.18359999358654022,0.20100000500679016,0.2070000022649765,0.22390000522136688,0.23090000450611115,308,0.2131925582010174,130,28_515_shc_2025-26.7646,192,99.3,302.786193680345,14.8186,79.531546,100.0,0.22412773966789246,0.3887957036495209,0.23,29.2,0.0008552319701651696,0.2178298498562848,1.3222222328186035,424,268,4,0.2094393947668243,303.5029780739232,Sankavaram
46,0.05660000070929527,0.3389500081539154,0.23980000615119934,0.09395000338554382,0.12610000371932983,0.16425000131130219,0.18029999732971191,0.2578999996185303,0.289000004529953,0.2868500053882599,0.32304999232292175,0.3440000116825104,306,0.1955062351910962,10,28_515_shc_2025-26.513,171,602.0,302.84418350353576,14.828319,79.994628,176.0,0.2280852198600769,0.2717801034450531,0.13,16.1,0.0009584558572739588,0.19335506762700272,1.1816279888153076,347,347,4,0.1422053889224404,303.64248516685086,Gowravaram
0,0.057999998331069946,0.29490000009536743,0.2040500044822693,0.07445000112056732,0.11240000277757645,0.13230000436306,0.19185000658035278,0.3107999861240387,0.34804999828338623,0.36364999413490295,0.3971500098705292,0.3725999891757965,309,0.36169346035814276,8,28_515_shc_2025-26.9563,180,521.0,302.84418350353576,14.832,79.998,289.0,0.3092709183692932,0.46647846698760986,0.31,7.7,0.0009584558572739588,0.34843615159508856,0.8109446167945862,345,347,1,0.1422053889224404,303.64248516685086,Gowravaram
0,0.057999998331069946,0.29490000009536743,0.2040500044822693,0.07445000112056732,0.11240000277757645,0.13230000436306,0.19185000658035278,0.3107999861240387,0.34804999828338623,0.36364999413490295,0.3971500098705292,0.3725999891757965,309,0.36169346035814276,8,28_515_shc_2025-26.9566,180,453.0,302.84418350353576,14.832,79.998,213.0,0.3092709183692932,0.46647846698760986,0.13,90.6,0.0009584558572739588,0.34843615159508856,0.8109446167945862,345,347,1,0.1422053889224404,303.64248516685086,Gowravaram
0,0.057999998331069946,0.29490000009536743,0.2040500044822693,0.07445000112056732,0.11240000277757645,0.13230000436306,0.19185000658035278,0.3107999861240387,0.34804999828338623,0.36364999413490295,0.3971500098705292,0.3725999891757965,309,0.36169346035814276,8,28_515_shc_2025-26.9567,180,397.0,302.84418350353576,14.832,79.998,276.0,0.3092709183692932,0.46647846698760986,0.2,8.4,0.0009584558572739588,0.34843615159508856,0.8109446167945862,345,347,1,0.1422053889224404,303.64248516685086,Gowravaram
0,0.057999998331069946,0.29490000009536743,0.2040500044822693,0.07445000112056732,0.11240000277757645,0.13230000436306,0.19185000658035278,0.3107999861240387,0.34804999828338623,0.36364999413490295,0.3971500098705292,0.3725999891757965,309,0.36169346035814276,8,28_515_shc_2025-26.9593,180,478.0,302.84418350353576,14.832,79.998,50.0,0.3092709183692932,0.46647846698760986,0.18,9.2,0.0009584558572739588,0.34843615159508856,0.8109446167945862,345,347,1,0.1422053889224404,303.64248516685086,Gowravaram
0,0.057999998331069946,0.29490000009536743,0.2040500044822693,0.07445000112056732,0.11240000277757645,0.13230000436306,0.19185000658035278,0.3107999861240387,0.34804999828338623,0.36364999413490295,0.3971500098705292,0.3725999891757965,309,0.36169346035814276,8,28_515_shc_2025-26.9561,180,447.0,302.84418350353576,14.832,79.998,238.0,0.3092709183692932,0.46647846698760986,0.13,8.4,0.0009584558572739588,0.34843615159508856,0.8109446167945862,345,347,1,0.1422053889224404,303.64248516685086,Gowravaram
90,0.0442500002682209,0.3237000107765198,0.2363000065088272,0.06274999678134918,0.09915000200271606,0.16349999606609344,0.17219999432563782,0.23385000228881836,0.25984999537467957,0.2724500000476837,0.28220000863075256,0.26339998841285706,314,0.15277719903228562,106,28_515_shc_2025-26.8594,165,130.4,302.799895537527,14.836246,79.561046,100.0,0.22545823454856873,0.2499139904975891,0.21,23.8,0.0008784304005915884,0.1746086934675503,1.188107967376709,422,265,5,0.20452937745211416,303.51107326306794,Vinjamur
270,0.03830000013113022,0.2957000136375427,0.1973000019788742,0.06599999964237213,0.10580000281333923,0.12479999661445618,0.16699999570846558,0.26179999113082886,0.30090001225471497,0.3091000020503998,0.3336000144481659,0.30869999527931213,293,0.2948045416745195,115,28_515_shc_2025-26.8635,189,99.3,302.786193680345,14.836649,79.538015,113.0,0.2984667122364044,0.42475226521492004,0.45,76.8,0.0008552319701651696,0.29601671329814794,0.9566483497619629,408,298,3,0.2094393947668243,303.5029780739232,Nandigunta
0,0.045499999076128006,0.2703999876976013,0.18870000541210175,0.04749999940395355,0.07490000128746033,0.10360000282526016,0.13369999825954437,0.210099995136261,0.23440000414848328,0.23680000007152557,0.2565000057220459,0.2653999924659729,317,0.22168224767896053,71,28_515_shc_2023-24.7681,180,55.9,302.9485814613208,14.838,79.652,75.0,0.2782725989818573,0.3913043439388275,0.41,3.1,0.0009059268203650745,0.23774392572668362,1.1418918371200562,386,298,0,0.3206887161522581,303.6685867978815,China Annaluru
153,0.04502499848604202,0.24570000171661377,0.16519999504089355,0.08077500015497208,0.11124999821186066,0.12470000237226486,0.16625000536441803,0.251800000667572,0.29143333435058594,0.3179750144481659,0.3174999952316284,0.34540000557899475,316,0.33086820641069375,9,28_515_shc_2025-26.6084,177,509.0,302.84418350353576,14.838,79.988,88.0,0.31333574652671814,0.4366070032119751,0.23,23.8,0.0009584558572739588,0.30754237986671573,0.7727022171020508,339,346,2,0.1422053889224404,303.64248516685086,Gowravaram
237,0.032349999994039536,0.2455500066280365,0.1717499941587448,0.040550000965595245,0.06400000303983688,0.07734999805688858,0.1290999948978424,0.20909999310970306,0.2361000031232834,0.25119999051094055,0.263949990272522,0.2825999855995178,301,0.30798801699209166,114,28_515_shc_2025-26.6104,198,149.0,302.786193680345,14.8401,79.533909,151.0,0.3210623264312744,0.529143214225769,0.45,20.0,0.0008552319701651696,0.31473657869675975,0.977508008480072,401,299,7,0.2094393947668243,303.5029780739232,Nandigunta
90,0.06174999848008156,0.2912999987602234,0.2362000048160553,0.06154999881982803,0.09314999729394913,0.12004999816417694,0.17024999856948853,0.2176000028848648,0.23884999752044678,0.23849999904632568,0.2543500065803528,0.2502000033855438,296,0.19778917148759803,99,28_515_shc_2025-26.2156,171,99.3,302.799895537527,14.842,79.588,238.0,0.16697247326374054,0.3303583860397339,0.1,13.1,0.0008784304005915884,0.20694776297303985,1.2213836908340454,421,283,3,0.20452937745211416,303.51107326306794,Chouta Bheemavaram
314,0.050599999725818634,0.23260000348091125,0.13410000503063202,0.06310000270605087,0.10109999775886536,0.10040000081062317,0.1712999939918518,0.27129998803138733,0.3375000059604645,0.35519999265670776,0.37549999356269836,0.38119998574256897,309,0.4291440626462354,8,28_515_shc_2025-26.3021,183,428.0,302.84418350353576,14.842,79.998,238.0,0.349287748336792,0.5592625141143799,0.21,1.5,0.0009584558572739588,0.39995813141682823,0.6548423767089844,333,357,1,0.1422053889224404,303.64248516685086,Gowravaram
270,0.05014999955892563,0.37220001220703125,0.31584998965263367,0.0596500001847744,0.09539999812841415,0.16124999523162842,0.2125999927520752,0.2379000037908554,0.2520500123500824,0.24789999425411224,0.273250013589859,0.26794999837875366,303,0.12252372106471529,112,28_515_shc_2025-26.6114,195,86.9,302.786193680345,14.842459,79.532004,113.0,0.076655812561512,0.21178051829338074,0.45,19.2,0.0008552319701651696,0.14296320743208268,1.5014119148254395,389,307,5,0.2094393947668243,303.5029780739232,Nandigunta
0,0.04280000180006027,0.22294999659061432,0.1805499941110611,0.052000001072883606,0.08295000344514847,0.10999999940395355,0.15185000002384186,0.18320000171661377,0.195700004696846,0.20020000636577606,0.1923999935388565,0.17810000479221344,296,0.15338050483668716,112,28_515_shc_2025-26.9453,180,130.4,302.786193680345,14.843034,79.53617,151.0,0.13733845949172974,0.2907801568508148,0.21,36.9,0.0008552319701651696,0.16699581520515067,1.1136362552642822,403,301,0,0.2094393947668243,303.5029780739232,Nandigunta
35,0.03610000014305115,0.2549999952316284,0.16930000483989716,0.046799998730421066,0.07360000163316727,0.0864500030875206,0.13695000112056732,0.243599995970726,0.2745000123977661,0.2700499892234802,0.29585000872612,0.28075000643730164,303,0.3192487983490384,113,28_515_shc_2025-26.8636,174,31.0,302.786193680345,14.843092,79.53498,88.0,0.32702699303627014,0.515006959438324,0.38,0.8,0.0008552319701651696,0.3215411344731687,0.944269597530365,392,305,3,0.2094393947668243,303.5029780739232,Nandigunta
101,0.030150000005960464,0.22785000503063202,0.16355000436306,0.04230000078678131,0.06334999948740005,0.08754999935626984,0.12415000051259995,0.1964000016450882,0.2235500067472458,0.22300000488758087,0.24529999494552612,0.24580000340938568,316,0.23662696270709632,113,28_515_shc_2025-26.798,165,173.8,302.786193680345,14.846015,79.530576,88.0,0.28474724292755127,0.43616166710853577,0.24,23.8,0.0008552319701651696,0.25066313889727915,1.0217489004135132,383,300,5,0.2094393947668243,303.5029780739232,Nandigunta
46,0.044555556029081345,0.23819999396800995,0.1436000019311905,0.0526374988257885,0.08420000225305557,0.07597143203020096,0.1510142832994461,0.25134000182151794,0.28200000524520874,0.2862749993801117,0.32155001163482666,0.3217666745185852,320,0.3902250402297651,15,28_515_shc_2025-26.9771,177,175.6,302.84448332535595,14.848,79.902,25.0,0.30931633710861206,0.5805538892745972,0.8,19.4,0.0009514299679405559,0.36585289255288556,0.83206707239151,343,337,1,0.20603628325880619,303.6895057945921,Brahmanakraka
0,0.03830000013113022,0.2718000113964081,0.18799999356269836,0.05079999938607216,0.0860000029206276,0.09880000352859497,0.15309999883174896,0.24500000476837158,0.27480000257492065,0.2833999991416931,0.30000001192092896,0.29319998621940613,326,0.30865434814190895,118,28_515_shc_2025-26.2987,180,80.7,302.786193680345,14.849812,79.513199,176.0,0.298510879278183,0.4829931855201721,0.24,23.8,0.0008552319701651696,0.31387439648777166,0.9590684771537781,391,283,0,0.2094393947668243,303.5029780739232,Utukuru
0,0.03830000013113022,0.2718000113964081,0.18799999356269836,0.05079999938607216,0.0860000029206276,0.09880000352859497,0.15309999883174896,0.24500000476837158,0.27480000257492065,0.2833999991416931,0.30000001192092896,0.29319998621940613,326,0.30865434814190895,118,28_515_shc_2025-26.2985,180,124.1,302.786193680345,14.849812,79.513199,63.0,0.298510879278183,0.4829931855201721,0.45,1.5,0.0008552319701651696,0.31387439648777166,0.9590684771537781,391,283,0,0.2094393947668243,303.5029780739232,Utukuru
90,0.04734285548329353,0.20645000040531158,0.1376333385705948,0.061027273535728455,0.1002499982714653,0.10239999741315842,0.16304999589920044,0.20551666617393494,0.22253333032131195,0.2207999974489212,0.23567500710487366,0.23389999568462372,308,0.21488274556477094,12,28_515_shc_2025-26.9550,177,434.0,302.80227697941297,14.851277,79.953842,113.0,0.15044939517974854,0.3663366436958313,0.14,14.6,0.0009670321786282907,0.2157434416449427,0.9350090622901917,311,380,1,0.1290070048549719,303.56478848373683,Budamagunta
303,0.05860000103712082,0.26785001158714294,0.22200000286102295,0.08105000108480453,0.10845000296831131,0.14634999632835388,0.1777999997138977,0.19544999301433563,0.21570000052452087,0.21719999611377716,0.24185000360012054,0.2337999939918518,303,0.11908163673364505,111,28_515_shc_2025-26.9240,189,175.6,302.686096024095,14.852,79.448,138.0,0.09974683076143265,0.194883793592453,1.07,12.3,0.0008299251913727144,0.12306757061926177,1.2331953048706055,403,294,3,0.24116670039662144,303.37677450347365,Brahmeswaram
0,0.05954999849200249,0.2969000041484833,0.19580000638961792,0.0828000009059906,0.12120000272989273,0.15139999985694885,0.20350000262260437,0.3037000000476837,0.3614000082015991,0.3521000146865845,0.4068000018596649,0.38694998621940613,311,0.30603844764965793,5,28_515_shc_2025-26.3014,180,391.0,302.80227697941297,14.852,79.998,263.0,0.26745861768722534,0.3986097574234009,0.24,4.6,0.0009670321786282907,0.3000000178190266,0.8432263135910034,346,343,0,0.1290070048549719,303.56478848373683,Musunuru (Part)
90,0.05220000073313713,0.26159998774528503,0.2155500054359436,0.07964999973773956,0.10459999740123749,0.1432500034570694,0.15960000455379486,0.1882999986410141,0.20829999446868896,0.21205000579357147,0.22965000569820404,0.23639999330043793,305,0.11667543033606068,102,28_515_shc_2025-26.7697,177,124.1,302.81195694103576,14.852046,79.582821,25.0,0.14112740755081177,0.19363917410373688,0.47,61.4,0.0008900190266058532,0.12065942054083498,1.2336711883544922,408,286,1,0.21217560349849232,303.5206118801184,Vinjamur
180,0.042149998247623444,0.22779999673366547,0.13030000030994415,0.04430000111460686,0.07010000199079514,0.05615000054240227,0.12025000154972076,0.22265000641345978,0.2549000084400177,0.26600000262260437,0.28529998660087585,0.279449999332428,311,0.41287923993664016,103,28_515_shc_2025-26.11738,180,428.3,302.81195694103576,14.853465,79.584973,63.0,0.3773462772369385,0.651404619216919,0.05,15.4,0.0008900190266058532,0.3828680920860221,0.8563909530639648,405,284,2,0.21217560349849232,303.5206118801184,Vinjamur
345,0.06340000033378601,0.2985000014305115,0.1987999975681305,0.0568000003695488,0.08500000089406967,0.09520000219345093,0.1518000066280365,0.24060000479221344,0.274399995803833,0.28540000319480896,0.30799999833106995,0.29420000314712524,306,0.33237802180092674,141,28_515_shc_2025-26.1592,183,273.9,302.686096024095,14.855,79.405,88.0,0.3055809438228607,0.4997372627258301,0.46,13.5,0.0008299251913727144,0.32398364723634904,1.0459004640579224,426,268,4,0.24116670039662144,303.37677450347365,Duttalur
0,0.0635249987244606,0.3479999899864197,0.2503499984741211,0.08673333376646042,0.12639999389648438,0.1703999936580658,0.211899995803833,0.27570000290870667,0.3079499900341034,0.32760000228881836,0.34040001034736633,0.3402000069618225,313,0.2312445016757965,10,28_515_shc_2025-26.2903,180,577.0,302.80227697941297,14.855828,79.994838,201.0,0.21445783972740173,0.315662682056427,0.2,16.9,0.0009670321786282907,0.2362725590218125,1.062270998954773,338,349,2,0.1290070048549719,303.56478848373683,Musunuru (Part)
134,0.05829999968409538,0.25220000743865967,0.20919999480247498,0.07660000026226044,0.10180000215768814,0.1459999978542328,0.16599999368190765,0.1906999945640564,0.2053000032901764,0.2142000049352646,0.2282000035047531,0.22280000150203705,303,0.11248929129572557,107,28_515_shc_2025-26.7682,177,304.2,302.81195694103576,14.857814,79.579005,100.0,0.12677541375160217,0.189339280128479,0.09,4.6,0.0008900190266058532,0.11892584316415294,1.1774042844772339,413,285,1,0.21217560349849232,303.5206118801184,Vinjamur
76,0.032349999994039536,0.25575000047683716,0.19634999334812164,0.03880000114440918,0.06129999831318855,0.10589999705553055,0.14319999516010284,0.17194999754428864,0.1842000037431717,0.18379999697208405,0.19249999523162842,0.20600000023841858,296,0.1274375104845399,120,28_515_shc_2025-26.594,168,180.0,302.7371728127463,14.858,79.518,88.0,0.12415903061628342,0.2688988745212555,0.26,13.1,0.0008671348664890154,0.147967583586868,1.3914581537246704,400,304,4,0.2049535450182463,303.4450139497456,Utukuru
314,0.05770000070333481,0.271699994802475,0.21770000457763672,0.07569999992847443,0.1035500019788742,0.14100000262260437,0.17045000195503235,0.20839999616146088,0.227400004863739,0.2528499960899353,0.257099986076355,0.24605000019073486,294,0.1826301230557463,104,28_515_shc_2025-26.9494,186,415.9,302.81195694103576,14.858,79.582,113.0,0.1946609765291214,0.28399133682250977,0.23,5.4,0.0008900190266058532,0.18769926771007636,1.0745501518249512,415,291,3,0.21217560349849232,303.5206118801184,Vinjamur
314,0.05272499844431877,0.2865000069141388,0.1946333348751068,0.05636153742671013,0.08429999649524689,0.0797400027513504,0.1548222154378891,0.24442000687122345,0.27916666865348816,0.3068000078201294,0.30230000615119934,0.2943499982357025,324,0.4166151499412001,20,28_515_shc_2025-26.7326,183,63.0,302.7707100249173,14.858,79.892,13.0,0.32922548055648804,0.5874165892601013,0.7,16.4,0.0009505249496121447,0.38417894685161247,0.933833122253418,352,324,1,0.2070471445719401,303.59034615232235,Brahmanakraka
314,0.05272499844431877,0.2865000069141388,0.1946333348751068,0.05636153742671013,0.08429999649524689,0.0797400027513504,0.1548222154378891,0.24442000687122345,0.27916666865348816,0.3068000078201294,0.30230000615119934,0.2943499982357025,324,0.4166151499412001,20,28_515_shc_2025-26.5623,183,189.6,302.7707100249173,14.858,79.892,25.0,0.32922548055648804,0.5874165892601013,0.2,14.7,0.0009505249496121447,0.38417894685161247,0.933833122253418,352,324,1,0.2070471445719401,303.59034615232235,Brahmanakraka
314,0.05272499844431877,0.2865000069141388,0.1946333348751068,0.05636153742671013,0.08429999649524689,0.0797400027513504,0.1548222154378891,0.24442000687122345,0.27916666865348816,0.3068000078201294,0.30230000615119934,0.2943499982357025,324,0.4166151499412001,20,28_515_shc_2025-26.2514,183,182.6,302.7707100249173,14.858,79.892,50.0,0.32922548055648804,0.5874165892601013,0.26,18.2,0.0009505249496121447,0.38417894685161247,0.933833122253418,352,324,1,0.2070471445719401,303.59034615232235,Brahmanakraka
314,0.05272499844431877,0.2865000069141388,0.1946333348751068,0.05636153742671013,0.08429999649524689,0.0797400027513504,0.1548222154378891,0.24442000687122345,0.27916666865348816,0.3068000078201294,0.30230000615119934,0.2943499982357025,324,0.4166151499412001,20,28_515_shc_2025-26.6045,183,140.5,302.7707100249173,14.858,79.892,125.0,0.32922548055648804,0.5874165892601013,0.26,5.9,0.0009505249496121447,0.38417894685161247,0.933833122253418,352,324,1,0.2070471445719401,303.59034615232235,Brahmanakraka
314,0.05272499844431877,0.2865000069141388,0.1946333348751068,0.05636153742671013,0.08429999649524689,0.0797400027513504,0.1548222154378891,0.24442000687122345,0.27916666865348816,0.3068000078201294,0.30230000615119934,0.2943499982357025,324,0.4166151499412001,20,28_515_shc_2025-26.7354,183,42.1,302.7707100249173,14.858,79.892,263.0,0.32922548055648804,0.5874165892601013,0.42,18.8,0.0009505249496121447,0.38417894685161247,0.933833122253418,352,324,1,0.2070471445719401,303.59034615232235,Brahmanakraka
90,0.04908333346247673,0.2797499895095825,0.18719999492168427,0.06814000010490417,0.10395999997854233,0.11044999957084656,0.1780666708946228,0.26045000553131104,0.2912999987602234,0.2992999851703644,0.3264999985694885,0.3152500092983246,317,0.3253902408202063,9,28_515_shc_2025-26.787,174,509.0,302.80227697941297,14.858,79.988,238.0,0.2539626657962799,0.4608907699584961,0.17,1.5,0.0009670321786282907,0.31137673333389243,0.9346809387207031,349,333,2,0.1290070048549719,303.56478848373683,Musunuru (Part)
296,0.051500000059604645,0.3508000075817108,0.2485000044107437,0.0843999981880188,0.1340000033378601,0.16740000247955322,0.21529999375343323,0.2939000129699707,0.32510000467300415,0.35249999165534973,0.35600000619888306,0.34950000047683716,323,0.26843202479143824,8,28_515_shc_2025-26.844,186,267.0,302.80227697941297,14.858,80.022,213.0,0.24163438379764557,0.3560299873352051,0.64,14.6,0.0009670321786282907,0.2722325574667763,0.9951773285865784,335,342,2,0.1290070048549719,303.56478848373683,Thallapalem
345,0.06997500360012054,0.34060001373291016,0.23669999837875366,0.08974999934434891,0.12809999287128448,0.16795000433921814,0.21699999272823334,0.3017333447933197,0.3411000072956085,0.3356499969959259,0.3817000091075897,0.37415000796318054,320,0.2510140697368756,8,28_515_shc_2025-26.2925,183,521.0,302.80227697941297,14.858254,79.995889,251.0,0.2146928608417511,0.33300235867500305,0.22,20.0,0.0009670321786282907,0.2506476570849053,1.0147475004196167,334,346,4,0.1290070048549719,303.56478848373683,Musunuru (Part)
345,0.06997500360012054,0.34060001373291016,0.23669999837875366,0.08974999934434891,0.12809999287128448,0.16795000433921814,0.21699999272823334,0.3017333447933197,0.3411000072956085,0.3356499969959259,0.3817000091075897,0.37415000796318054,320,0.2510140697368756,8,28_515_shc_2025-26.2967,183,335.0,302.80227697941297,14.858254,79.995889,188.0,0.2146928608417511,0.33300235867500305,0.2,20.7,0.0009670321786282907,0.2506476570849053,1.0147475004196167,334,346,4,0.1290070048549719,303.56478848373683,Musunuru (Part)
296,0.05950000137090683,0.2546499967575073,0.21044999361038208,0.07329999655485153,0.10234999656677246,0.14139999449253082,0.17364999651908875,0.18995000422000885,0.20444999635219574,0.21160000562667847,0.22920000553131104,0.21995000541210175,312,0.11620594472366766,108,28_515_shc_2025-26.7676,186,254.5,302.81195694103576,14.858571,79.576755,176.0,0.09850748628377914,0.19886688888072968,0.47,7.7,0.0008900190266058532,0.12344667841325378,1.2034498453140259,412,276,2,0.21217560349849232,303.5206118801184,Vinjamur
180,0.03519999980926514,0.32635000348091125,0.25380000472068787,0.04704999923706055,0.07074999809265137,0.1266999989748001,0.1754000037908554,0.20350000262260437,0.2204499989748001,0.21074999868869781,0.24165000021457672,0.2222999930381775,297,0.1298611000792681,120,28_515_shc_2025-26.3066,180,93.1,302.7371728127463,14.858843,79.517073,75.0,0.0915447250008583,0.24907393753528595,0.05,5.4,0.0008671348664890154,0.15054630117929227,1.5485172271728516,394,310,1,0.2049535450182463,303.4450139497456,Utukuru
180,0.06019999831914902,0.2547000050544739,0.21279999613761902,0.07540000230073929,0.10109999775886536,0.13989999890327454,0.1662999987602234,0.18289999663829803,0.19760000705718994,0.19900000095367432,0.22110000252723694,0.2151000052690506,308,0.10031231408878281,107,28_515_shc_2025-26.6077,180,80.7,302.81195694103576,14.859327,79.576657,151.0,0.08951546996831894,0.17438773810863495,0.21,16.1,0.0008900190266058532,0.10567410071607639,1.2798994779586792,411,281,1,0.21217560349849232,303.5206118801184,Ravipadu
180,0.06019999831914902,0.2547000050544739,0.21279999613761902,0.07540000230073929,0.10109999775886536,0.13989999890327454,0.1662999987602234,0.18289999663829803,0.19760000705718994,0.19900000095367432,0.22110000252723694,0.2151000052690506,308,0.10031231408878281,107,28_515_shc_2025-26.7681,180,55.9,302.81195694103576,14.859327,79.576657,75.0,0.08951546996831894,0.17438773810863495,0.41,3.1,0.0008900190266058532,0.10567410071607639,1.2798994779586792,411,281,1,0.21217560349849232,303.5206118801184,Vinjamur
256,0.06055000051856041,0.2552500069141388,0.21504999697208405,0.07805000245571136,0.10279999673366547,0.14294999837875366,0.16564999520778656,0.1789499968290329,0.19449999928474426,0.2001499980688095,0.21844999492168427,0.22689999639987946,301,0.09711540239802467,110,28_515_shc_2025-26.3040,192,143.0,302.81195694103576,14.859421,79.574798,88.0,0.094313845038414,0.16671524941921234,0.09,1.5,0.0008900190266058532,0.10176728726913252,1.2752935886383057,405,294,4,0.21217560349849232,303.5206118801184,Vinjamur
90,0.06159999966621399,0.3237999975681305,0.21979999542236328,0.08649999648332596,0.12800000607967377,0.14839999377727509,0.21199999749660492,0.30489999055862427,0.34880000352859497,0.35109999775886536,0.3905999958515167,0.39010000228881836,324,0.3181604232644583,6,28_515_shc_2025-26.2910,177,366.0,302.80227697941297,14.860184,79.997782,301.0,0.24702540040016174,0.4058058261871338,0.16,139.0,0.0009670321786282907,0.3042021096019103,0.9222443699836731,326,350,1,0.1290070048549719,303.56478848373683,Musunuru (Part)
90,0.06159999966621399,0.3237999975681305,0.21979999542236328,0.08649999648332596,0.12800000607967377,0.14839999377727509,0.21199999749660492,0.30489999055862427,0.34880000352859497,0.35109999775886536,0.3905999958515167,0.39010000228881836,324,0.3181604232644583,6,28_515_shc_2025-26.2865,177,354.0,302.80227697941297,14.860184,79.997782,226.0,0.24702540040016174,0.4058058261871338,0.25,0.8,0.0009670321786282907,0.3042021096019103,0.9222443699836731,326,350,1,0.1290070048549719,303.56478848373683,Musunuru (Part)
333,0.05249999836087227,0.26899999380111694,0.21130000054836273,0.053300000727176666,0.0820000022649765,0.11789999902248383,0.15600000321865082,0.1914999932050705,0.20890000462532043,0.21529999375343323,0.22529999911785126,0.23270000517368317,318,0.1598870544902116,135,28_515_shc_2025-26.10260,183,316.0,302.686096024095,14.860562,79.407346,188.0,0.1597091108560562,0.29231691360473633,0.65,12.3,0.0008299251913727144,0.17534804772341928,1.2494194507598877,414,269,2,0.24116670039662144,303.37677450347365,Duttalur
333,0.05249999836087227,0.26899999380111694,0.21130000054836273,0.053300000727176666,0.0820000022649765,0.11789999902248383,0.15600000321865082,0.1914999932050705,0.20890000462532043,0.21529999375343323,0.22529999911785126,0.23270000517368317,318,0.1598870544902116,135,28_515_shc_2025-26.10259,183,344.1,302.686096024095,14.860562,79.407346,13.0,0.1597091108560562,0.29231691360473633,0.85,14.1,0.0008299251913727144,0.17534804772341928,1.2494194507598877,414,269,2,0.24116670039662144,303.37677450347365,Duttalur
333,0.05249999836087227,0.26899999380111694,0.21130000054836273,0.053300000727176666,0.0820000022649765,0.11789999902248383,0.15600000321865082,0.1914999932050705,0.20890000462532043,0.21529999375343323,0.22529999911785126,0.23270000517368317,318,0.1598870544902116,135,28_515_shc_2025-26.8458,183,217.7,302.686096024095,14.860562,79.407346,213.0,0.1597091108560562,0.29231691360473633,0.58,9.4,0.0008299251913727144,0.17534804772341928,1.2494194507598877,414,269,2,0.24116670039662144,303.37677450347365,Duttalur
270,0.05649999901652336,0.2506999969482422,0.2142000049352646,0.07519999891519547,0.10239999741315842,0.13220000267028809,0.15299999713897705,0.1987999975681305,0.21629999577999115,0.24279999732971191,0.24250000715255737,0.25679999589920044,298,0.18783966210078779,106,28_515_shc_2025-26.3057,183,366.0,302.81195694103576,14.861029,79.572352,151.0,0.22688226401805878,0.2949333190917969,0.16,12.3,0.0008900190266058532,0.18959999084472656,1.0325371026992798,406,296,1,0.21217560349849232,303.5206118801184,Vinjamur
270,0.051100000739097595,0.304500013589859,0.2354000061750412,0.07199999690055847,0.09790000319480896,0.14319999516010284,0.17000000178813934,0.2071000039577484,0.2305999994277954,0.23899999260902405,0.2662999927997589,0.2606000006198883,301,0.15370298783776623,105,28_515_shc_2025-26.8676,183,279.3,302.81195694103576,14.861218,79.582038,125.0,0.16870413720607758,0.25065410137176514,0.21,0.8,0.0008900190266058532,0.16288823188125945,1.2740586996078491,407,292,1,0.21217560349849232,303.5206118801184,Vinjamur
180,0.03849999979138374,0.2529999911785126,0.16140000522136688,0.04600000008940697,0.07190000265836716,0.06340000033378601,0.1289999932050705,0.2143000066280365,0.23800000548362732,0.24660000205039978,0.27239999175071716,0.2815999984741211,357,0.35725429257652036,145,28_515_shc_2025-26.7292,180,252.8,302.686096024095,14.861701,79.365534,125.0,0.31309905648231506,0.5909677147865295,0.65,12.9,0.0008299251913727144,0.3392592614395846,1.025952935218811,383,260,1,0.24116670039662144,303.37677450347365,Somalaregada
270,0.05860000103712082,0.24860000610351562,0.20319999754428864,0.07639999687671661,0.10090000182390213,0.1340000033378601,0.1534000039100647,0.21080000698566437,0.2379000037908554,0.2425999939441681,0.26190000772476196,0.26030001044273376,298,0.1842426503975572,109,28_515_shc_2025-26.2793,183,186.2,302.81195694103576,14.862,79.572,13.0,0.22525249421596527,0.2883695960044861,0.26,0.8,0.0008900190266058532,0.1858316066786984,1.0247321128845215,406,296,1,0.21217560349849232,303.5206118801184,Vinjamur
