Aspect_deg,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,Clay_Fraction_g_kg,EVI,Elevation_m,Feature_ID,Hillshade,K,LST_K,Latitude,Longitude,N,NDRE,NDVI,OC,P,Precipitation_Mean_m,SAVI,SWIR_Ratio,Sand_Fraction_g_kg,Silt_Fraction_g_kg,Slope_deg,Soil_Moisture_0_7cm,Soil_Temp_0_7cm_K,Village
341,0.08829999715089798,0.37139999866485596,0.31325000524520874,0.10989999771118164,0.14159999787807465,0.18250000476837158,0.21459999680519104,0.25929999351501465,0.2884500026702881,0.2942500114440918,0.3165000081062317,0.31064000725746155,313,0.17851438113394613,4,28_515_shc_2025-26.7408,183,217.7,302.62925837332745,14.292,80.098,263.0,0.15652945637702942,0.23439958691596985,0.23,2.3,0.0009839414193651293,0.1716150573138239,1.2621920108795166,326,361,3,0.10749468887061403,303.55635492425216,Muthukur
341,0.08829999715089798,0.37139999866485596,0.31325000524520874,0.10989999771118164,0.14159999787807465,0.18250000476837158,0.21459999680519104,0.25929999351501465,0.2884500026702881,0.2942500114440918,0.3165000081062317,0.31064000725746155,313,0.17851438113394613,4,28_515_shc_2025-26.165,183,91.3,302.62925837332745,14.292,80.098,176.0,0.15652945637702942,0.23439958691596985,1.06,12.3,0.0009839414193651293,0.1716150573138239,1.2621920108795166,326,361,3,0.10749468887061403,303.55635492425216,Muthukur
180,0.05534285679459572,0.2721000015735626,0.1851000040769577,0.05106666684150696,0.06920000165700912,0.06109999865293503,0.13259999454021454,0.22104999423027039,0.25472500920295715,0.26102501153945923,0.2782999873161316,0.2551499903202057,330,0.4015768053466868,2,28_515_shc_2025-26.11238,180,126.4,302.62925837332745,14.292,80.102,13.0,0.32626235485076904,0.6206441521644592,0.88,15.3,0.0009839414193651293,0.3647711912566757,1.0424288511276245,313,357,1,0.10749468887061403,303.55635492425216,Muthukur
27,0.043549999594688416,0.3345000147819519,0.24279999732971191,0.06525000184774399,0.09593333303928375,0.1239333301782608,0.16940000653266907,0.2289000004529953,0.2587999999523163,0.2648000121116638,0.2842499911785126,0.27763333916664124,314,0.23183733620392927,76,28_515_shc_2025-26.7030,177,80.7,302.9325795424612,14.298,79.632,188.0,0.21971441805362701,0.36237356066703796,0.09,22.3,0.0007825753812462644,0.23775413033977716,1.263217568397522,420,266,2,0.1958327711674205,303.89847303691664,Jorepalle Akkamambapuram
314,0.051600001752376556,0.2383500039577484,0.1586499959230423,0.06134999915957451,0.09260000288486481,0.0794999971985817,0.13734999299049377,0.28369998931884766,0.3244999945163727,0.3439500033855438,0.3495999872684479,0.3055399954319,320,0.48582662644085867,32,28_515_shc_2025-26.7074,183,279.3,302.8281644520007,14.302,79.758,176.0,0.42925411462783813,0.6245129704475403,0.25,7.7,0.0009145677052484169,0.4295576468996996,0.6929786205291748,353,326,1,0.2658455162717585,303.5789058082982,Devaravemur
314,0.051600001752376556,0.2383500039577484,0.1586499959230423,0.06134999915957451,0.09260000288486481,0.0794999971985817,0.13734999299049377,0.28369998931884766,0.3244999945163727,0.3439500033855438,0.3495999872684479,0.3055399954319,320,0.48582662644085867,32,28_515_shc_2025-26.7063,183,142.8,302.8281644520007,14.302,79.758,50.0,0.42925411462783813,0.6245129704475403,0.18,3.8,0.0009145677052484169,0.4295576468996996,0.6929786205291748,353,326,1,0.2658455162717585,303.5789058082982,Devaravemur
180,0.0832500010728836,0.2779749929904938,0.16850000619888306,0.09839999675750732,0.1267250031232834,0.12439999729394913,0.19949999451637268,0.2755799889564514,0.3502666652202606,0.35586249828338623,0.3722666800022125,0.3560500144958496,327,0.4241531595081802,9,28_515_shc_2025-26.6031,180,84.3,302.62925837332745,14.302,80.078,188.0,0.2815503478050232,0.48194998502731323,0.16,4.7,0.0009839414193651293,0.35418446900763295,0.781130313873291,329,344,1,0.10749468887061403,303.55635492425216,Mollur
270,0.07859999686479568,0.3368000090122223,0.23890000581741333,0.09889999777078629,0.13920000195503235,0.16599999368190765,0.21299999952316284,0.28870001435279846,0.32589998841285706,0.35249999165534973,0.3626999855041504,0.3799000084400177,335,0.2901820466804862,7,28_515_shc_2025-26.11488,183,119.4,302.1511924810577,14.308,80.028,188.0,0.24668434262275696,0.35969141125679016,0.3,10.6,0.0009509601238711587,0.274668631308354,0.9554610252380371,318,347,1,0.21523428799813255,303.2441376133969,Survepalle Bit - V
226,0.07064999639987946,0.26489999890327454,0.19065000116825104,0.07100000232458115,0.10045000165700912,0.09960000216960907,0.1555500030517578,0.24355000257492065,0.2782999873161316,0.2671999931335449,0.3040499985218048,0.28209999203681946,315,0.31449371835046336,10,28_515_shc_2025-26.10649,186,91.3,302.62925837332745,14.308,80.062,125.0,0.26410406827926636,0.4569247364997864,0.52,11.7,0.0009839414193651293,0.2900322886572921,0.9913922548294067,341,344,3,0.10749468887061403,303.55635492425216,Valluru
226,0.07064999639987946,0.26489999890327454,0.19065000116825104,0.07100000232458115,0.10045000165700912,0.09960000216960907,0.1555500030517578,0.24355000257492065,0.2782999873161316,0.2671999931335449,0.3040499985218048,0.28209999203681946,315,0.31449371835046336,10,28_515_shc_2025-26.7443,186,70.2,302.62925837332745,14.308,80.062,63.0,0.26410406827926636,0.4569247364997864,0.34,22.3,0.0009839414193651293,0.2900322886572921,0.9913922548294067,341,344,3,0.10749468887061403,303.55635492425216,Mollur
90,0.04098888859152794,0.15514999628067017,0.08523333072662354,0.05138823390007019,0.07195555418729782,0.05663333460688591,0.10741250216960907,0.21283333003520966,0.24377499520778656,0.25165000557899475,0.2736000120639801,0.26793333888053894,321,0.40425058973397543,8,28_515_shc_2025-26.8811,174,35.1,302.62925837332745,14.308,80.078,188.0,0.4017058312892914,0.6325890421867371,0.22,5.3,0.0009839414193651293,0.36190898898261514,0.6165308952331543,335,344,2,0.10749468887061403,303.55635492425216,Mollur
90,0.04098888859152794,0.15514999628067017,0.08523333072662354,0.05138823390007019,0.07195555418729782,0.05663333460688591,0.10741250216960907,0.21283333003520966,0.24377499520778656,0.25165000557899475,0.2736000120639801,0.26793333888053894,321,0.40425058973397543,8,28_515_shc_2025-26.8810,174,56.2,302.62925837332745,14.308,80.078,201.0,0.4017058312892914,0.6325890421867371,0.4,11.2,0.0009839414193651293,0.36190898898261514,0.6165308952331543,335,344,2,0.10749468887061403,303.55635492425216,Mollur
180,0.08766666799783707,0.32519999146461487,0.2409999966621399,0.09220000356435776,0.1279750019311905,0.13795000314712524,0.21186666190624237,0.3303000032901764,0.36329999566078186,0.3582000136375427,0.39480000734329224,0.36467498540878296,332,0.36845892939878666,7,28_515_shc_2025-26.5650,180,49.2,302.62925837332745,14.308,80.098,151.0,0.2566951513290405,0.4439181685447693,0.49,12.9,0.0009839414193651293,0.3316518698679513,0.9078726172447205,331,337,1,0.10749468887061403,303.55635492425216,Muthukur
90,0.051249999552965164,0.1518000066280365,0.07729999721050262,0.05990000069141388,0.09300000220537186,0.08699999749660492,0.15234999358654022,0.26385000348091125,0.3171499967575073,0.33149999380111694,0.3533500134944916,0.3373500108718872,316,0.4352857413245064,6,28_515_shc_2025-26.136,177,84.3,302.1511924810577,14.309221,80.017049,263.0,0.3702593743801117,0.5842294096946716,0.1,46.4,0.0009509601238711587,0.3992923221900064,0.45791858434677124,340,345,1,0.21523428799813255,303.2441376133969,Survepalle Bit - V
0,0.06825000047683716,0.2779499888420105,0.16580000519752502,0.08025000244379044,0.11429999768733978,0.13204999268054962,0.19065000116825104,0.3006500005722046,0.35815000534057617,0.3668000102043152,0.39879998564720154,0.39925000071525574,339,0.37687236168322424,8,28_515_shc_2025-26.144,180,49.2,302.1511924810577,14.311743,80.022889,489.0,0.31599247455596924,0.47058236598968506,0.27,4.1,0.0009509601238711587,0.35253043526920524,0.7577698230743408,330,332,1,0.21523428799813255,303.2441376133969,Survepalle Bit - V
0,0.06825000047683716,0.2779499888420105,0.16580000519752502,0.08025000244379044,0.11429999768733978,0.13204999268054962,0.19065000116825104,0.3006500005722046,0.35815000534057617,0.3668000102043152,0.39879998564720154,0.39925000071525574,339,0.37687236168322424,8,28_515_shc_2025-26.237,180,42.1,302.1511924810577,14.311743,80.022889,88.0,0.31599247455596924,0.47058236598968506,0.63,8.2,0.0009509601238711587,0.35253043526920524,0.7577698230743408,330,332,1,0.21523428799813255,303.2441376133969,Survepalle Bit - V
270,0.05908000096678734,0.24449999630451202,0.14904999732971191,0.08489999920129776,0.12053333222866058,0.10405000299215317,0.18412500619888306,0.2642500102519989,0.31690001487731934,0.34746667742729187,0.35113999247550964,0.3312999904155731,327,0.4558307663590582,8,28_515_shc_2025-26.10632,183,105.3,302.62925837332745,14.312,80.082,351.0,0.30726903676986694,0.53910893201828,0.42,4.1,0.0009839414193651293,0.3837294912074002,0.7036646008491516,331,342,1,0.10749468887061403,303.55635492425216,Mollur
180,0.07349999994039536,0.23770000040531158,0.14560000598430634,0.08529999852180481,0.10999999940395355,0.10679999738931656,0.17090000212192535,0.275299996137619,0.32839998602867126,0.35040000081062317,0.36719998717308044,0.3375999927520752,324,0.450627111806419,6,28_515_shc_2025-26.159,180,70.2,302.1511924810577,14.314718,80.031627,213.0,0.3443314731121063,0.5328084230422974,0.97,20.6,0.0009509601238711587,0.3817384097566987,0.678367555141449,330,346,1,0.21523428799813255,303.2441376133969,Survepalle Bit - V
0,0.06520000100135803,0.3368000090122223,0.21889999508857727,0.08959999680519104,0.11900000274181366,0.11940000206232071,0.21739999949932098,0.3127000033855438,0.3587000072002411,0.37130001187324524,0.4056999981403351,0.36410000920295715,322,0.4448329470104537,9,28_515_shc_2025-26.153,180,70.2,302.1511924810577,14.314856,80.018874,401.0,0.2614234983921051,0.5133482813835144,0.08,10.6,0.0009509601238711587,0.3813970015154978,0.9070832133293152,339,339,0,0.21523428799813255,303.2441376133969,Survepalle Bit - V
0,0.06859999895095825,0.27459999918937683,0.17550000548362732,0.08030000329017639,0.1289999932050705,0.13760000467300415,0.22360000014305115,0.3140000104904175,0.3637999892234802,0.37279999256134033,0.4101000130176544,0.38769999146461487,340,0.36838641181764636,7,28_515_shc_2025-26.9710,180,42.1,302.1511924810577,14.316188,80.021977,100.0,0.2501676678657532,0.4608150124549866,0.87,21.7,0.0009509601238711587,0.349168629056002,0.7365880012512207,333,328,1,0.21523428799813255,303.2441376133969,Survepalle Bit - V
46,0.07545000314712524,0.2831000089645386,0.20389999449253082,0.07431875169277191,0.11061999946832657,0.11853333562612534,0.16397500038146973,0.23352499306201935,0.2624000012874603,0.2851499915122986,0.28872498869895935,0.3224666714668274,317,0.28947421942699564,11,28_515_shc_2025-26.326,174,105.3,302.62925837332745,14.318,80.098,75.0,0.26980239152908325,0.4127409756183624,0.35,24.1,0.0009839414193651293,0.2765625704533741,0.992810845375061,325,358,3,0.10749468887061403,303.55635492425216,Mamidipudi
46,0.07545000314712524,0.2831000089645386,0.20389999449253082,0.07431875169277191,0.11061999946832657,0.11853333562612534,0.16397500038146973,0.23352499306201935,0.2624000012874603,0.2851499915122986,0.28872498869895935,0.3224666714668274,317,0.28947421942699564,11,28_515_shc_2025-26.5675,174,217.7,302.62925837332745,14.318,80.098,75.0,0.26980239152908325,0.4127409756183624,0.68,8.2,0.0009839414193651293,0.2765625704533741,0.992810845375061,325,358,3,0.10749468887061403,303.55635492425216,Mamidipudi
0,0.05530000105500221,0.2843500077724457,0.1859000027179718,0.07859999686479568,0.11150000244379044,0.11016666889190674,0.18050000071525574,0.27254998683929443,0.3195500075817108,0.3294000029563904,0.3508666753768921,0.3229750096797943,343,0.3912365761877648,33,28_515_shc_2023-24.5463,180,341.4,302.9440113201476,14.322,79.718,276.0,0.2920180559158325,0.4987487494945526,0.16,23.8,0.0008498368092997389,0.35000177310442293,0.8632361888885498,398,259,0,0.23164949919048108,303.68225010654385,Degapudi
52,0.06459999829530716,0.23199999332427979,0.13670000433921814,0.08085714280605316,0.11429999768733978,0.12399999797344208,0.1643500030040741,0.256933331489563,0.31529998779296875,0.33500000834465027,0.3443666696548462,0.34220001101493835,320,0.3582169373400034,6,28_515_shc_2025-26.2537,165,196.6,302.62925837332745,14.322,80.082,13.0,0.3417442739009857,0.4596950113773346,0.29,9.4,0.0009839414193651293,0.3300312966336226,0.692537248134613,306,374,6,0.10749468887061403,303.55635492425216,Mamidipudi
270,0.06360000371932983,0.327349990606308,0.22885000705718994,0.06004999950528145,0.08959999680519104,0.10639999806880951,0.18150000274181366,0.24120000004768372,0.2696000039577484,0.2134000062942505,0.2813499867916107,0.2990500032901764,354,0.1908771577970039,17,28_515_shc_2023-24.7533,183,74.5,302.1511924810577,14.325,79.955,50.0,0.08077995479106903,0.33458414673805237,0.14,119.0,0.0009509601238711587,0.19577947241273952,1.5339736938476562,312,335,1,0.21523428799813255,303.2441376133969,Survepalle Bit-I
244,0.06499999761581421,0.24449999630451202,0.14890000224113464,0.0786999985575676,0.1136000007390976,0.09040000289678574,0.17080000042915344,0.2587999999523163,0.31310001015663147,0.3257000148296356,0.3492000102996826,0.35350000858306885,331,0.4603435536441596,10,28_515_shc_2025-26.10646,186,77.3,302.62925837332745,14.328,80.058,13.0,0.3119839131832123,0.5654890537261963,0.71,16.4,0.0009839414193651293,0.38527454543143314,0.750690758228302,321,348,2,0.10749468887061403,303.55635492425216,Valluru
244,0.06499999761581421,0.24449999630451202,0.14890000224113464,0.0786999985575676,0.1136000007390976,0.09040000289678574,0.17080000042915344,0.2587999999523163,0.31310001015663147,0.3257000148296356,0.3492000102996826,0.35350000858306885,331,0.4603435536441596,10,28_515_shc_2025-26.10650,186,231.8,302.62925837332745,14.328,80.058,125.0,0.3119839131832123,0.5654890537261963,0.42,15.9,0.0009839414193651293,0.38527454543143314,0.750690758228302,321,348,2,0.10749468887061403,303.55635492425216,Valluru
27,0.07930000126361847,0.32136666774749756,0.23469999432563782,0.11528333276510239,0.15094999969005585,0.17159000039100647,0.18938332796096802,0.27764999866485596,0.3142833411693573,0.3365333378314972,0.3472999930381775,0.3130750060081482,328,0.2746403798228746,9,28_515_shc_2025-26.11408,177,280.9,302.62925837332745,14.328,80.078,50.0,0.27979719638824463,0.3246127963066101,0.48,2.3,0.0009839414193651293,0.24542136540254256,0.9549326300621033,319,353,2,0.10749468887061403,303.55635492425216,Mamidipudi
64,0.0632999986410141,0.27492499351501465,0.18060000240802765,0.06875000149011612,0.09589999914169312,0.08789999783039093,0.1542000025510788,0.26825714111328125,0.3024600148200989,0.30764999985694885,0.3331666588783264,0.3497999906539917,324,0.41637456861854694,6,28_515_shc_2025-26.10607,174,147.5,302.62925837332745,14.328,80.082,226.0,0.332250714302063,0.5555555820465088,0.4,1.2,0.0009839414193651293,0.3680699055229273,0.8936290740966797,298,378,2,0.10749468887061403,303.55635492425216,Mamidipudi
180,0.06289999932050705,0.193900004029274,0.11180000007152557,0.07639999687671661,0.1054999977350235,0.09200000017881393,0.16580000519752502,0.2603999972343445,0.3073999881744385,0.3181000053882599,0.3425000011920929,0.34119999408721924,342,0.4357798165137615,7,28_515_shc_2025-26.10652,180,119.4,302.62925837332745,14.332,80.058,88.0,0.31473442912101746,0.5513289570808411,0.71,4.1,0.0009839414193651293,0.3726513633002871,0.6095567345619202,314,344,6,0.10749468887061403,303.55635492425216,Valluru
180,0.06289999932050705,0.193900004029274,0.11180000007152557,0.07639999687671661,0.1054999977350235,0.09200000017881393,0.16580000519752502,0.2603999972343445,0.3073999881744385,0.3181000053882599,0.3425000011920929,0.34119999408721924,342,0.4357798165137615,7,28_515_shc_2025-26.10638,180,161.5,302.62925837332745,14.332,80.058,226.0,0.31473442912101746,0.5513289570808411,0.65,15.9,0.0009839414193651293,0.3726513633002871,0.6095567345619202,314,344,6,0.10749468887061403,303.55635492425216,Valluru
90,0.08807999640703201,0.3568333387374878,0.2670666575431824,0.11295555531978607,0.14696000516414642,0.17820000648498535,0.2214999943971634,0.2716333270072937,0.3100000023841858,0.30621999502182007,0.3467000126838684,0.33928182721138,310,0.20942206169944674,4,28_515_shc_2025-26.11224,174,140.5,302.62925837332745,14.335,80.125,213.0,0.1605396866798401,0.2642747759819031,1.24,23.5,0.0009839414193651293,0.19506916002450256,1.165284276008606,329,362,2,0.10749468887061403,303.55635492425216,Nelaturu
226,0.05336666852235794,0.2623000144958496,0.16175000369548798,0.0765250027179718,0.10395000129938126,0.10830000042915344,0.15035000443458557,0.25014999508857727,0.2953999936580658,0.3163500130176544,0.32359999418258667,0.3173600137233734,340,0.3735960086995371,28,28_515_shc_2023-24.7538,183,577.3,302.81715670803135,14.338,79.872,50.0,0.3556888699531555,0.4899328947067261,0.22,26.9,0.0009489460091127995,0.3375060988962005,0.8291449546813965,319,342,1,0.21756516841419957,303.6593908343399,Kanupuru Bit - I
72,0.07634545117616653,0.38955000042915344,0.2833000123500824,0.09136363863945007,0.13041111826896667,0.1615999937057495,0.23286999762058258,0.28845277428627014,0.33877500891685486,0.32739999890327454,0.36844998598098755,0.36547499895095825,320,0.2571702699542094,11,28_515_shc_2025-26.11271,171,91.3,302.62925837332745,14.338,80.098,477.0,0.1687222272157669,0.33905932307243347,0.55,14.1,0.0009839414193651293,0.25146613716366806,1.1898289918899536,336,344,3,0.10749468887061403,303.55635492425216,Pynampuram
0,0.053700000047683716,0.26460000872612,0.18115000426769257,0.0649000033736229,0.09239999949932098,0.10440000146627426,0.14315000176429749,0.23804999887943268,0.27399998903274536,0.29374998807907104,0.3062500059604645,0.3066999912261963,322,0.3302462508158169,101,28_515_shc_2025-26.4982,180,620.7,302.68293932864543,14.342,79.472,75.0,0.34470129013061523,0.4755745232105255,0.2,0.8,0.0007849667291325399,0.31623334991405183,0.9007660150527954,413,265,1,0.17151912889982524,303.3423892238684,Gonupalle
153,0.0658000037074089,0.3386000096797943,0.2295999974012375,0.07980000227689743,0.11720000207424164,0.13819999992847443,0.19580000638961792,0.2757999897003174,0.3156999945640564,0.32690000534057617,0.3569999933242798,0.35670000314712524,340,0.30286981074393865,8,28_515_shc_2025-26.10675,177,98.3,302.62925837332745,14.342,80.062,63.0,0.2508130669593811,0.40571922063827515,0.73,3.5,0.0009839414193651293,0.2932856766892711,1.0357908010482788,330,330,2,0.10749468887061403,303.55635492425216,Brahmadevam
90,0.06210000067949295,0.21739999949932098,0.13189999759197235,0.06419999897480011,0.0949999988079071,0.09019999951124191,0.15150000154972076,0.2635999917984009,0.32589998841285706,0.3188000023365021,0.3472999930381775,0.26190000772476196,345,0.4145810693670993,9,28_515_shc_2025-26.10687,174,28.1,302.62925837332745,14.348,80.068,188.0,0.3557303845882416,0.5589241981506348,0.65,8.2,0.0009839414193651293,0.3772277266676238,0.6819322109222412,313,341,2,0.10749468887061403,303.55635492425216,Brahmadevam
0,0.060271427035331726,0.20918333530426025,0.11670000106096268,0.06013999879360199,0.08957380801439285,0.07993999868631363,0.14626666903495789,0.287200003862381,0.3323333263397217,0.380866676568985,0.36169999837875366,0.3348875045776367,337,0.5337636172796258,8,28_515_shc_2025-26.7394,180,105.3,302.62925837332745,14.348,80.082,163.0,0.4450486898422241,0.6530432105064392,0.6,5.3,0.0009839414193651293,0.4698031648292482,0.5492298007011414,307,356,1,0.10749468887061403,303.55635492425216,Pidatapolur
314,0.08421249687671661,0.3845750093460083,0.28644999861717224,0.10764999687671661,0.1488499939441681,0.19030000269412994,0.23237499594688416,0.28033334016799927,0.3191833198070526,0.33160001039505005,0.3591249883174896,0.36465001106262207,331,0.21203163737279718,4,28_515_shc_2025-26.11468,186,224.7,302.62925837332745,14.348,80.108,213.0,0.175938680768013,0.2707415223121643,0.65,17.6,0.0009839414193651293,0.20740777848770175,1.1597557067871094,326,344,3,0.10749468887061403,303.55635492425216,Pynampuram
314,0.08421249687671661,0.3845750093460083,0.28644999861717224,0.10764999687671661,0.1488499939441681,0.19030000269412994,0.23237499594688416,0.28033334016799927,0.3191833198070526,0.33160001039505005,0.3591249883174896,0.36465001106262207,331,0.21203163737279718,4,28_515_shc_2025-26.11472,186,119.4,302.62925837332745,14.348,80.108,289.0,0.175938680768013,0.2707415223121643,0.98,20.0,0.0009839414193651293,0.20740777848770175,1.1597557067871094,326,344,3,0.10749468887061403,303.55635492425216,Pynampuram
161,0.07083333283662796,0.2400750070810318,0.15115000307559967,0.08100000023841858,0.10544999688863754,0.10459999740123749,0.17964999377727509,0.26102501153945923,0.3073333203792572,0.3075999915599823,0.3424000144004822,0.34330832958221436,347,0.3822399602821252,3,28_515_shc_2025-26.7399,177,105.3,302.5976914188318,14.352,80.082,188.0,0.2625962197780609,0.4924793839454651,0.86,10.0,0.0009679273787539678,0.33380836979056616,0.7804779410362244,297,357,3,0.10928692734032347,303.56803940890126,Pidatapolur
0,0.08282499760389328,0.38589999079704285,0.28380000591278076,0.10642000287771225,0.14659999310970306,0.19140000641345978,0.23364999890327454,0.28017500042915344,0.3172749876976013,0.33320000767707825,0.35877999663352966,0.3577199876308441,332,0.2105794635920621,6,28_515_shc_2025-26.7386,180,175.6,302.5976914188318,14.352,80.108,151.0,0.17561966180801392,0.2703011631965637,0.71,13.5,0.0009679273787539678,0.20759320610026133,1.1581631898880005,327,341,0,0.10928692734032347,303.56803940890126,Pynampuram
314,0.07397618889808655,0.3615500032901764,0.25485000014305115,0.07981999963521957,0.1106666699051857,0.12783333659172058,0.2101999968290329,0.2667500078678131,0.31380000710487366,0.3055333197116852,0.3480333387851715,0.36823999881744385,331,0.30141459988124075,8,28_515_shc_2025-26.7400,186,105.3,302.5976914188318,14.352,80.112,263.0,0.1848500370979309,0.4100453555583954,0.94,8.2,0.0009679273787539678,0.28557906250435044,1.1833406686782837,327,342,3,0.10928692734032347,303.56803940890126,Pynampuram
314,0.07397618889808655,0.3615500032901764,0.25485000014305115,0.07981999963521957,0.1106666699051857,0.12783333659172058,0.2101999968290329,0.2667500078678131,0.31380000710487366,0.3055333197116852,0.3480333387851715,0.36823999881744385,331,0.30141459988124075,8,28_515_shc_2025-26.10619,186,126.4,302.5976914188318,14.352,80.112,314.0,0.1848500370979309,0.4100453555583954,0.83,8.2,0.0009679273787539678,0.28557906250435044,1.1833406686782837,327,342,3,0.10928692734032347,303.56803940890126,Pynampuram
46,0.07537499815225601,0.3614000082015991,0.23669999837875366,0.09201666712760925,0.1315000057220459,0.14704999327659607,0.2093142867088318,0.30683332681655884,0.3486500084400177,0.36488333344459534,0.3939250111579895,0.3865000009536743,311,0.34975142166541795,8,28_515_shc_2025-26.9968,168,199.0,302.5976914188318,14.358,80.108,163.0,0.2709329426288605,0.4255111515522003,0.13,23.8,0.0009679273787539678,0.32289677750876694,0.9904536008834839,323,366,5,0.10928692734032347,303.56803940890126,Ananthapuram
46,0.05220000073313713,0.19179999828338623,0.10649999976158142,0.05054999887943268,0.08044999837875366,0.06080000102519989,0.13860000669956207,0.2874000072479248,0.3467499911785126,0.3467499911785126,0.3937000036239624,0.37439998984336853,344,0.5365217346619013,11,28_515_shc_2024-25.8089,177,105.3,302.66511706302043,14.368,80.042,151.0,0.4288657307624817,0.7016316652297974,0.27,33.0,0.0009716185118779373,0.4726185762929198,0.5531362891197205,327,330,1,0.17355570876807497,303.44059800265126,Penubarthi
90,0.07660000026226044,0.36684998869895935,0.25404998660087585,0.08730000257492065,0.12014999985694885,0.1454000025987625,0.21494999527931213,0.29954999685287476,0.3515999913215637,0.3474000096321106,0.3917999863624573,0.39480000734329224,333,0.3226734070320265,10,28_515_shc_2025-26.6794,174,12.0,302.5976914188318,14.375,80.055,50.0,0.23552949726581573,0.4099026024341583,0.41,32.3,0.0009679273787539678,0.30519742830095803,1.0559872388839722,324,343,2,0.10928692734032347,303.56803940890126,Varigonda
281,0.08056666702032089,0.3224000036716461,0.22803333401679993,0.06818235665559769,0.09166111052036285,0.09815238416194916,0.1640428602695465,0.23623333871364594,0.2674533426761627,0.2522200047969818,0.2988923192024231,0.3435203731060028,298,0.2896516136686936,49,28_515_shc_2023-24.6694,195,316.6,302.8161758623625,14.382,79.728,201.0,0.21183043718338013,0.4397253394126892,0.44,35.3,0.0008848388521618517,0.27176497491349066,1.2782491445541382,389,313,5,0.2022132204290022,303.61117520248683,Prabagiripatnam
64,0.0722142830491066,0.34812501072883606,0.24533332884311676,0.09685999900102615,0.12775999307632446,0.15183334052562714,0.18649999797344208,0.2527500092983246,0.29260000586509705,0.2953333258628845,0.32019999623298645,0.31696251034736633,320,0.24241772631397182,9,28_515_shc_2025-26.7734,174,192.0,302.5976914188318,14.382,80.118,88.0,0.22587339580059052,0.32090941071510315,0.11,63.0,0.0009679273787539678,0.22725670744581947,1.1787528991699219,344,336,2,0.10928692734032347,303.56803940890126,Eduru - I
64,0.0722142830491066,0.34812501072883606,0.24533332884311676,0.09685999900102615,0.12775999307632446,0.15183334052562714,0.18649999797344208,0.2527500092983246,0.29260000586509705,0.2953333258628845,0.32019999623298645,0.31696251034736633,320,0.24241772631397182,9,28_515_shc_2025-26.6705,174,105.0,302.5976914188318,14.382,80.118,151.0,0.22587339580059052,0.32090941071510315,0.26,48.38,0.0009679273787539678,0.22725670744581947,1.1787528991699219,344,336,2,0.10928692734032347,303.56803940890126,Eduru - I
64,0.0722142830491066,0.34812501072883606,0.24533332884311676,0.09685999900102615,0.12775999307632446,0.15183334052562714,0.18649999797344208,0.2527500092983246,0.29260000586509705,0.2953333258628845,0.32019999623298645,0.31696251034736633,320,0.24241772631397182,9,28_515_shc_2025-26.6792,174,329.0,302.5976914188318,14.382,80.118,88.0,0.22587339580059052,0.32090941071510315,0.16,34.6,0.0009679273787539678,0.22725670744581947,1.1787528991699219,344,336,2,0.10928692734032347,303.56803940890126,Eduru - I
153,0.04580000042915344,0.23295000195503235,0.1340000033378601,0.05652499943971634,0.0851999968290329,0.08389999717473984,0.14810000360012054,0.2695833444595337,0.33739998936653137,0.34540000557899475,0.3780499994754791,0.3560900092124939,330,0.45881621861797256,127,28_515_shc_2025-26.2038,177,304.2,302.636809600027,14.385,79.415,50.0,0.39979735016822815,0.6091311573982239,0.11,10.0,0.0007719350810813175,0.42209190944157243,0.6744354367256165,405,264,2,0.19089712176406592,303.37220864546924,Tegacherla
244,0.07968182116746902,0.3527750074863434,0.24969999492168427,0.10032222419977188,0.13934999704360962,0.17032499611377716,0.22040000557899475,0.31014445424079895,0.3686714172363281,0.3886090815067291,0.4125666618347168,0.40211740136146545,321,0.3291093823748531,8,28_515_shc_2025-26.3914,192,199.0,302.5976914188318,14.385,80.105,163.0,0.2762012481689453,0.390536367893219,0.21,40.7,0.0009679273787539678,0.30920350474051767,0.907788872718811,344,334,4,0.10928692734032347,303.56803940890126,Thotapalle
0,0.07477618753910065,0.3452000021934509,0.23799166083335876,0.08996666967868805,0.12613999843597412,0.15133333206176758,0.2057500034570694,0.2790142893791199,0.3257499933242798,0.34193333983421326,0.3650583326816559,0.35216519236564636,316,0.3025044872699177,5,28_515_shc_2025-26.10115,180,335.0,302.5976914188318,14.388,80.142,38.0,0.24865342676639557,0.3864035904407501,0.1,22.3,0.0009679273787539678,0.28783812016256716,1.0095535516738892,321,363,0,0.10928692734032347,303.56803940890126,Koduru Khandrika
134,0.08258000016212463,0.33785000443458557,0.27572500705718994,0.11599999666213989,0.14685000479221344,0.1634666621685028,0.20190000534057617,0.25294286012649536,0.28029999136924744,0.2901250123977661,0.30937498807907104,0.3227333426475525,342,0.22602628492804822,12,28_515_shc_2025-26.3204,177,25.0,302.66511706302043,14.390169,80.036942,138.0,0.17931000888347626,0.27923429012298584,0.2,13.1,0.0009716185118779373,0.19923362421374827,1.164497971534729,330,328,1,0.17355570876807497,303.44059800265126,Varigonda
